mDot tR H2 O2 N2 H2O H O OH HO2 H2O2 N NO NO2 T
2.1005e-03 4.1522e-03 2.0790e-03 1.3242e-02 7.4492e-01 2.2984e-01 2.4928e-04 1.2451e-03 7.9872e-03 3.1997e-06 8.1064e-07 1.6370e-08 4.3342e-04 3.7350e-08 2.2637e+03
2.1248e-03 4.1058e-03 2.0842e-03 1.3282e-02 7.4492e-01 2.2977e-01 2.5075e-04 1.2522e-03 8.0032e-03 3.2123e-06 8.1711e-07 1.6277e-08 4.2876e-04 3.6723e-08 2.2628e+03
2.1495e-03 4.0600e-03 2.0893e-03 1.3322e-02 7.4493e-01 2.2970e-01 2.5224e-04 1.2593e-03 8.0192e-03 3.2251e-06 8.2364e-07 1.6185e-08 4.2414e-04 3.6105e-08 2.2620e+03
2.1744e-03 4.0146e-03 2.0945e-03 1.3363e-02 7.4493e-01 2.2964e-01 2.5373e-04 1.2664e-03 8.0353e-03 3.2379e-06 8.3024e-07 1.6092e-08 4.1956e-04 3.5495e-08 2.2612e+03
2.1996e-03 3.9698e-03 2.0997e-03 1.3404e-02 7.4493e-01 2.2957e-01 2.5524e-04 1.2736e-03 8.0513e-03 3.2508e-06 8.3690e-07 1.6000e-08 4.1500e-04 3.4893e-08 2.2604e+03
2.2251e-03 3.9255e-03 2.1048e-03 1.3445e-02 7.4493e-01 2.2950e-01 2.5675e-04 1.2808e-03 8.0674e-03 3.2638e-06 8.4363e-07 1.5908e-08 4.1049e-04 3.4300e-08 2.2595e+03
2.2509e-03 3.8817e-03 2.1101e-03 1.3486e-02 7.4493e-01 2.2943e-01 2.5828e-04 1.2880e-03 8.0834e-03 3.2768e-06 8.5043e-07 1.5816e-08 4.0601e-04 3.3715e-08 2.2587e+03
2.2770e-03 3.8384e-03 2.1153e-03 1.3527e-02 7.4494e-01 2.2936e-01 2.5981e-04 1.2953e-03 8.0995e-03 3.2900e-06 8.5729e-07 1.5724e-08 4.0156e-04 3.3138e-08 2.2579e+03
2.3034e-03 3.7955e-03 2.1205e-03 1.3568e-02 7.4494e-01 2.2929e-01 2.6136e-04 1.3027e-03 8.1156e-03 3.3032e-06 8.6423e-07 1.5632e-08 3.9715e-04 3.2570e-08 2.2570e+03
2.3301e-03 3.7532e-03 2.1258e-03 1.3609e-02 7.4494e-01 2.2922e-01 2.6292e-04 1.3101e-03 8.1317e-03 3.3165e-06 8.7123e-07 1.5541e-08 3.9277e-04 3.2009e-08 2.2562e+03
2.3571e-03 3.7113e-03 2.1310e-03 1.3651e-02 7.4494e-01 2.2915e-01 2.6449e-04 1.3175e-03 8.1478e-03 3.3299e-06 8.7830e-07 1.5450e-08 3.8842e-04 3.1456e-08 2.2553e+03
2.3844e-03 3.6699e-03 2.1363e-03 1.3693e-02 7.4494e-01 2.2908e-01 2.6606e-04 1.3250e-03 8.1639e-03 3.3434e-06 8.8544e-07 1.5359e-08 3.8411e-04 3.0912e-08 2.2545e+03
2.4120e-03 3.6290e-03 2.1416e-03 1.3734e-02 7.4495e-01 2.2901e-01 2.6765e-04 1.3325e-03 8.1799e-03 3.3570e-06 8.9265e-07 1.5268e-08 3.7984e-04 3.0374e-08 2.2536e+03
2.4400e-03 3.5885e-03 2.1469e-03 1.3776e-02 7.4495e-01 2.2894e-01 2.6925e-04 1.3401e-03 8.1961e-03 3.3707e-06 8.9994e-07 1.5177e-08 3.7560e-04 2.9845e-08 2.2528e+03
2.4683e-03 3.5485e-03 2.1522e-03 1.3818e-02 7.4495e-01 2.2887e-01 2.7086e-04 1.3477e-03 8.2122e-03 3.3844e-06 9.0730e-07 1.5087e-08 3.7139e-04 2.9323e-08 2.2519e+03
2.4969e-03 3.5089e-03 2.1576e-03 1.3861e-02 7.4495e-01 2.2880e-01 2.7248e-04 1.3553e-03 8.2283e-03 3.3982e-06 9.1473e-07 1.4997e-08 3.6722e-04 2.8809e-08 2.2510e+03
2.5258e-03 3.4698e-03 2.1629e-03 1.3903e-02 7.4495e-01 2.2873e-01 2.7412e-04 1.3630e-03 8.2444e-03 3.4122e-06 9.2223e-07 1.4907e-08 3.6308e-04 2.8302e-08 2.2502e+03
2.5551e-03 3.4312e-03 2.1683e-03 1.3945e-02 7.4496e-01 2.2866e-01 2.7576e-04 1.3708e-03 8.2605e-03 3.4262e-06 9.2982e-07 1.4817e-08 3.5897e-04 2.7803e-08 2.2493e+03
2.5847e-03 3.3929e-03 2.1737e-03 1.3988e-02 7.4496e-01 2.2859e-01 2.7741e-04 1.3786e-03 8.2766e-03 3.4403e-06 9.3747e-07 1.4728e-08 3.5490e-04 2.7311e-08 2.2484e+03
2.6147e-03 3.3551e-03 2.1791e-03 1.4031e-02 7.4496e-01 2.2852e-01 2.7908e-04 1.3864e-03 8.2927e-03 3.4545e-06 9.4520e-07 1.4639e-08 3.5086e-04 2.6826e-08 2.2475e+03
2.6450e-03 3.3177e-03 2.1845e-03 1.4074e-02 7.4496e-01 2.2844e-01 2.8075e-04 1.3943e-03 8.3088e-03 3.4688e-06 9.5301e-07 1.4550e-08 3.4685e-04 2.6348e-08 2.2466e+03
2.6756e-03 3.2808e-03 2.1899e-03 1.4117e-02 7.4496e-01 2.2837e-01 2.8244e-04 1.4023e-03 8.3249e-03 3.4832e-06 9.6090e-07 1.4461e-08 3.4288e-04 2.5878e-08 2.2457e+03
2.7067e-03 3.2442e-03 2.1953e-03 1.4160e-02 7.4497e-01 2.2830e-01 2.8414e-04 1.4102e-03 8.3410e-03 3.4976e-06 9.6887e-07 1.4372e-08 3.3894e-04 2.5414e-08 2.2448e+03
2.7380e-03 3.2081e-03 2.2008e-03 1.4203e-02 7.4497e-01 2.2823e-01 2.8585e-04 1.4183e-03 8.3572e-03 3.5122e-06 9.7692e-07 1.4284e-08 3.3503e-04 2.4957e-08 2.2439e+03
2.7698e-03 3.1724e-03 2.2063e-03 1.4247e-02 7.4497e-01 2.2816e-01 2.8757e-04 1.4263e-03 8.3733e-03 3.5268e-06 9.8504e-07 1.4196e-08 3.3116e-04 2.4508e-08 2.2430e+03
2.8019e-03 3.1371e-03 2.2117e-03 1.4290e-02 7.4497e-01 2.2808e-01 2.8930e-04 1.4345e-03 8.3894e-03 3.5416e-06 9.9325e-07 1.4108e-08 3.2732e-04 2.4065e-08 2.2421e+03
2.8343e-03 3.1022e-03 2.2172e-03 1.4334e-02 7.4497e-01 2.2801e-01 2.9105e-04 1.4426e-03 8.4055e-03 3.5564e-06 1.0015e-06 1.4020e-08 3.2351e-04 2.3628e-08 2.2412e+03
2.8672e-03 3.0676e-03 2.2227e-03 1.4378e-02 7.4497e-01 2.2794e-01 2.9280e-04 1.4508e-03 8.4215e-03 3.5714e-06 1.0099e-06 1.3933e-08 3.1973e-04 2.3199e-08 2.2403e+03
2.9004e-03 3.0335e-03 2.2283e-03 1.4422e-02 7.4498e-01 2.2786e-01 2.9457e-04 1.4591e-03 8.4376e-03 3.5864e-06 1.0184e-06 1.3846e-08 3.1599e-04 2.2775e-08 2.2394e+03
2.9340e-03 2.9997e-03 2.2338e-03 1.4466e-02 7.4498e-01 2.2779e-01 2.9634e-04 1.4674e-03 8.4537e-03 3.6015e-06 1.0269e-06 1.3759e-08 3.1228e-04 2.2359e-08 2.2385e+03
2.9681e-03 2.9664e-03 2.2393e-03 1.4510e-02 7.4498e-01 2.2771e-01 2.9813e-04 1.4757e-03 8.4698e-03 3.6167e-06 1.0355e-06 1.3672e-08 3.0860e-04 2.1948e-08 2.2375e+03
3.0025e-03 2.9334e-03 2.2449e-03 1.4554e-02 7.4498e-01 2.2764e-01 2.9994e-04 1.4841e-03 8.4858e-03 3.6321e-06 1.0443e-06 1.3586e-08 3.0495e-04 2.1544e-08 2.2366e+03
3.0373e-03 2.9007e-03 2.2505e-03 1.4599e-02 7.4498e-01 2.2757e-01 3.0175e-04 1.4926e-03 8.5019e-03 3.6475e-06 1.0531e-06 1.3500e-08 3.0133e-04 2.1147e-08 2.2357e+03
3.0725e-03 2.8685e-03 2.2561e-03 1.4644e-02 7.4498e-01 2.2749e-01 3.0357e-04 1.5011e-03 8.5180e-03 3.6630e-06 1.0620e-06 1.3414e-08 2.9775e-04 2.0755e-08 2.2347e+03
3.1081e-03 2.8366e-03 2.2617e-03 1.4688e-02 7.4499e-01 2.2742e-01 3.0541e-04 1.5096e-03 8.5340e-03 3.6786e-06 1.0709e-06 1.3328e-08 2.9419e-04 2.0370e-08 2.2338e+03
3.1441e-03 2.8051e-03 2.2673e-03 1.4733e-02 7.4499e-01 2.2734e-01 3.0726e-04 1.5182e-03 8.5500e-03 3.6943e-06 1.0800e-06 1.3242e-08 2.9067e-04 1.9990e-08 2.2329e+03
3.1806e-03 2.7739e-03 2.2729e-03 1.4778e-02 7.4499e-01 2.2727e-01 3.0912e-04 1.5269e-03 8.5660e-03 3.7101e-06 1.0892e-06 1.3157e-08 2.8718e-04 1.9617e-08 2.2319e+03
3.2174e-03 2.7430e-03 2.2785e-03 1.4824e-02 7.4499e-01 2.2719e-01 3.1099e-04 1.5355e-03 8.5820e-03 3.7260e-06 1.0984e-06 1.3072e-08 2.8372e-04 1.9249e-08 2.2310e+03
3.2547e-03 2.7126e-03 2.2842e-03 1.4869e-02 7.4499e-01 2.2711e-01 3.1287e-04 1.5443e-03 8.5980e-03 3.7420e-06 1.1078e-06 1.2988e-08 2.8029e-04 1.8888e-08 2.2300e+03
3.2924e-03 2.6824e-03 2.2898e-03 1.4914e-02 7.4499e-01 2.2704e-01 3.1477e-04 1.5531e-03 8.6140e-03 3.7581e-06 1.1172e-06 1.2903e-08 2.7689e-04 1.8532e-08 2.2290e+03
3.3306e-03 2.6526e-03 2.2955e-03 1.4960e-02 7.4500e-01 2.2696e-01 3.1668e-04 1.5619e-03 8.6300e-03 3.7743e-06 1.1267e-06 1.2819e-08 2.7352e-04 1.8182e-08 2.2281e+03
3.3692e-03 2.6232e-03 2.3012e-03 1.5006e-02 7.4500e-01 2.2689e-01 3.1860e-04 1.5708e-03 8.6459e-03 3.7906e-06 1.1364e-06 1.2735e-08 2.7019e-04 1.7837e-08 2.2271e+03
3.4083e-03 2.5940e-03 2.3069e-03 1.5052e-02 7.4500e-01 2.2681e-01 3.2053e-04 1.5797e-03 8.6619e-03 3.8070e-06 1.1461e-06 1.2651e-08 2.6688e-04 1.7498e-08 2.2261e+03
3.4478e-03 2.5652e-03 2.3126e-03 1.5098e-02 7.4500e-01 2.2673e-01 3.2248e-04 1.5887e-03 8.6778e-03 3.8235e-06 1.1559e-06 1.2568e-08 2.6360e-04 1.7164e-08 2.2252e+03
3.4877e-03 2.5367e-03 2.3183e-03 1.5144e-02 7.4500e-01 2.2665e-01 3.2444e-04 1.5977e-03 8.6937e-03 3.8401e-06 1.1659e-06 1.2485e-08 2.6036e-04 1.6836e-08 2.2242e+03
3.5282e-03 2.5086e-03 2.3240e-03 1.5190e-02 7.4500e-01 2.2658e-01 3.2640e-04 1.6068e-03 8.7096e-03 3.8568e-06 1.1759e-06 1.2402e-08 2.5714e-04 1.6513e-08 2.2232e+03
3.5690e-03 2.4807e-03 2.3298e-03 1.5236e-02 7.4501e-01 2.2650e-01 3.2839e-04 1.6159e-03 8.7255e-03 3.8737e-06 1.1860e-06 1.2319e-08 2.5395e-04 1.6196e-08 2.2222e+03
3.6104e-03 2.4532e-03 2.3355e-03 1.5283e-02 7.4501e-01 2.2642e-01 3.3038e-04 1.6251e-03 8.7414e-03 3.8906e-06 1.1962e-06 1.2237e-08 2.5079e-04 1.5883e-08 2.2212e+03
3.6523e-03 2.4260e-03 2.3413e-03 1.5330e-02 7.4501e-01 2.2634e-01 3.3239e-04 1.6343e-03 8.7572e-03 3.9076e-06 1.2066e-06 1.2155e-08 2.4767e-04 1.5576e-08 2.2202e+03
3.6946e-03 2.3991e-03 2.3471e-03 1.5376e-02 7.4501e-01 2.2627e-01 3.3441e-04 1.6436e-03 8.7730e-03 3.9247e-06 1.2170e-06 1.2073e-08 2.4457e-04 1.5274e-08 2.2192e+03
3.7374e-03 2.3724e-03 2.3529e-03 1.5423e-02 7.4501e-01 2.2619e-01 3.3644e-04 1.6529e-03 8.7888e-03 3.9420e-06 1.2276e-06 1.1991e-08 2.4150e-04 1.4977e-08 2.2182e+03
3.7807e-03 2.3461e-03 2.3587e-03 1.5470e-02 7.4501e-01 2.2611e-01 3.3849e-04 1.6623e-03 8.8046e-03 3.9593e-06 1.2382e-06 1.1910e-08 2.3846e-04 1.4684e-08 2.2172e+03
3.8246e-03 2.3201e-03 2.3645e-03 1.5518e-02 7.4501e-01 2.2603e-01 3.4054e-04 1.6717e-03 8.8204e-03 3.9768e-06 1.2490e-06 1.1829e-08 2.3545e-04 1.4397e-08 2.2162e+03
3.8689e-03 2.2944e-03 2.3703e-03 1.5565e-02 7.4502e-01 2.2595e-01 3.4261e-04 1.6812e-03 8.8361e-03 3.9943e-06 1.2598e-06 1.1748e-08 2.3246e-04 1.4115e-08 2.2152e+03
3.9137e-03 2.2689e-03 2.3761e-03 1.5612e-02 7.4502e-01 2.2587e-01 3.4470e-04 1.6907e-03 8.8518e-03 4.0120e-06 1.2708e-06 1.1668e-08 2.2951e-04 1.3837e-08 2.2142e+03
3.9591e-03 2.2438e-03 2.3820e-03 1.5660e-02 7.4502e-01 2.2579e-01 3.4679e-04 1.7003e-03 8.8675e-03 4.0298e-06 1.2819e-06 1.1587e-08 2.2658e-04 1.3564e-08 2.2131e+03
4.0050e-03 2.2189e-03 2.3878e-03 1.5708e-02 7.4502e-01 2.2571e-01 3.4890e-04 1.7099e-03 8.8832e-03 4.0477e-06 1.2931e-06 1.1508e-08 2.2369e-04 1.3295e-08 2.2121e+03
4.0514e-03 2.1943e-03 2.3937e-03 1.5756e-02 7.4502e-01 2.2563e-01 3.5103e-04 1.7196e-03 8.8988e-03 4.0657e-06 1.3044e-06 1.1428e-08 2.2082e-04 1.3031e-08 2.2111e+03
4.0984e-03 2.1700e-03 2.3996e-03 1.5804e-02 7.4502e-01 2.2555e-01 3.5316e-04 1.7293e-03 8.9144e-03 4.0838e-06 1.3159e-06 1.1349e-08 2.1797e-04 1.2772e-08 2.2101e+03
4.1459e-03 2.1460e-03 2.4055e-03 1.5852e-02 7.4502e-01 2.2547e-01 3.5531e-04 1.7391e-03 8.9300e-03 4.1020e-06 1.3274e-06 1.1269e-08 2.1516e-04 1.2517e-08 2.2090e+03
4.1939e-03 2.1222e-03 2.4114e-03 1.5900e-02 7.4502e-01 2.2539e-01 3.5747e-04 1.7489e-03 8.9456e-03 4.1203e-06 1.3391e-06 1.1191e-08 2.1237e-04 1.2266e-08 2.2080e+03
4.2426e-03 2.0987e-03 2.4173e-03 1.5948e-02 7.4503e-01 2.2531e-01 3.5965e-04 1.7588e-03 8.9611e-03 4.1388e-06 1.3509e-06 1.1112e-08 2.0962e-04 1.2020e-08 2.2069e+03
4.2917e-03 2.0754e-03 2.4232e-03 1.5997e-02 7.4503e-01 2.2523e-01 3.6183e-04 1.7687e-03 8.9766e-03 4.1573e-06 1.3628e-06 1.1034e-08 2.0688e-04 1.1778e-08 2.2059e+03
4.3415e-03 2.0525e-03 2.4291e-03 1.6046e-02 7.4503e-01 2.2515e-01 3.6404e-04 1.7787e-03 8.9921e-03 4.1760e-06 1.3748e-06 1.0956e-08 2.0418e-04 1.1541e-08 2.2048e+03
4.3918e-03 2.0297e-03 2.4350e-03 1.6094e-02 7.4503e-01 2.2507e-01 3.6625e-04 1.7887e-03 9.0076e-03 4.1948e-06 1.3869e-06 1.0878e-08 2.0150e-04 1.1307e-08 2.2038e+03
4.4427e-03 2.0073e-03 2.4410e-03 1.6143e-02 7.4503e-01 2.2499e-01 3.6848e-04 1.7988e-03 9.0230e-03 4.2136e-06 1.3992e-06 1.0801e-08 1.9885e-04 1.1077e-08 2.2027e+03
4.4942e-03 1.9851e-03 2.4469e-03 1.6192e-02 7.4503e-01 2.2491e-01 3.7072e-04 1.8089e-03 9.0384e-03 4.2327e-06 1.4116e-06 1.0724e-08 1.9623e-04 1.0852e-08 2.2017e+03
4.5463e-03 1.9631e-03 2.4529e-03 1.6242e-02 7.4503e-01 2.2483e-01 3.7298e-04 1.8191e-03 9.0537e-03 4.2518e-06 1.4241e-06 1.0647e-08 1.9363e-04 1.0630e-08 2.2006e+03
4.5990e-03 1.9414e-03 2.4589e-03 1.6291e-02 7.4503e-01 2.2475e-01 3.7525e-04 1.8293e-03 9.0691e-03 4.2710e-06 1.4368e-06 1.0570e-08 1.9106e-04 1.0413e-08 2.1995e+03
4.6523e-03 1.9199e-03 2.4649e-03 1.6340e-02 7.4504e-01 2.2466e-01 3.7753e-04 1.8396e-03 9.0843e-03 4.2904e-06 1.4496e-06 1.0494e-08 1.8851e-04 1.0199e-08 2.1984e+03
4.7062e-03 1.8987e-03 2.4709e-03 1.6390e-02 7.4504e-01 2.2458e-01 3.7983e-04 1.8499e-03 9.0996e-03 4.3099e-06 1.4625e-06 1.0418e-08 1.8600e-04 9.9890e-09 2.1974e+03
4.7608e-03 1.8777e-03 2.4769e-03 1.6440e-02 7.4504e-01 2.2450e-01 3.8214e-04 1.8603e-03 9.1148e-03 4.3294e-06 1.4755e-06 1.0342e-08 1.8350e-04 9.7828e-09 2.1963e+03
4.8160e-03 1.8569e-03 2.4829e-03 1.6490e-02 7.4504e-01 2.2442e-01 3.8446e-04 1.8708e-03 9.1300e-03 4.3492e-06 1.4887e-06 1.0267e-08 1.8104e-04 9.5803e-09 2.1952e+03
4.8718e-03 1.8364e-03 2.4889e-03 1.6540e-02 7.4504e-01 2.2433e-01 3.8680e-04 1.8812e-03 9.1452e-03 4.3690e-06 1.5020e-06 1.0192e-08 1.7859e-04 9.3814e-09 2.1941e+03
4.9282e-03 1.8161e-03 2.4949e-03 1.6590e-02 7.4504e-01 2.2425e-01 3.8915e-04 1.8918e-03 9.1603e-03 4.3889e-06 1.5155e-06 1.0117e-08 1.7618e-04 9.1861e-09 2.1930e+03
4.9854e-03 1.7960e-03 2.5010e-03 1.6640e-02 7.4504e-01 2.2417e-01 3.9152e-04 1.9024e-03 9.1754e-03 4.4090e-06 1.5291e-06 1.0043e-08 1.7379e-04 8.9944e-09 2.1919e+03
5.0432e-03 1.7762e-03 2.5070e-03 1.6691e-02 7.4504e-01 2.2408e-01 3.9390e-04 1.9130e-03 9.1904e-03 4.4292e-06 1.5428e-06 9.9684e-09 1.7142e-04 8.8061e-09 2.1908e+03
5.1016e-03 1.7565e-03 2.5131e-03 1.6741e-02 7.4504e-01 2.2400e-01 3.9629e-04 1.9237e-03 9.2054e-03 4.4495e-06 1.5567e-06 9.8945e-09 1.6908e-04 8.6213e-09 2.1897e+03
5.1607e-03 1.7371e-03 2.5192e-03 1.6792e-02 7.4505e-01 2.2392e-01 3.9870e-04 1.9345e-03 9.2204e-03 4.4699e-06 1.5707e-06 9.8209e-09 1.6676e-04 8.4399e-09 2.1886e+03
5.2206e-03 1.7179e-03 2.5252e-03 1.6843e-02 7.4505e-01 2.2383e-01 4.0112e-04 1.9453e-03 9.2353e-03 4.4905e-06 1.5849e-06 9.7476e-09 1.6447e-04 8.2617e-09 2.1875e+03
5.2811e-03 1.6990e-03 2.5313e-03 1.6894e-02 7.4505e-01 2.2375e-01 4.0356e-04 1.9561e-03 9.2502e-03 4.5112e-06 1.5992e-06 9.6746e-09 1.6220e-04 8.0869e-09 2.1863e+03
5.3423e-03 1.6802e-03 2.5374e-03 1.6945e-02 7.4505e-01 2.2366e-01 4.0601e-04 1.9670e-03 9.2651e-03 4.5320e-06 1.6136e-06 9.6018e-09 1.5996e-04 7.9153e-09 2.1852e+03
5.4042e-03 1.6617e-03 2.5435e-03 1.6996e-02 7.4505e-01 2.2358e-01 4.0847e-04 1.9780e-03 9.2799e-03 4.5529e-06 1.6282e-06 9.5294e-09 1.5774e-04 7.7469e-09 2.1841e+03
5.4669e-03 1.6433e-03 2.5496e-03 1.7047e-02 7.4505e-01 2.2350e-01 4.1095e-04 1.9890e-03 9.2946e-03 4.5739e-06 1.6430e-06 9.4573e-09 1.5555e-04 7.5816e-09 2.1830e+03
5.5302e-03 1.6252e-03 2.5557e-03 1.7099e-02 7.4505e-01 2.2341e-01 4.1345e-04 2.0001e-03 9.3093e-03 4.5951e-06 1.6579e-06 9.3855e-09 1.5338e-04 7.4194e-09 2.1818e+03
5.5943e-03 1.6072e-03 2.5618e-03 1.7150e-02 7.4505e-01 2.2333e-01 4.1596e-04 2.0112e-03 9.3240e-03 4.6164e-06 1.6729e-06 9.3139e-09 1.5123e-04 7.2602e-09 2.1807e+03
5.6592e-03 1.5895e-03 2.5680e-03 1.7202e-02 7.4505e-01 2.2324e-01 4.1848e-04 2.0224e-03 9.3387e-03 4.6378e-06 1.6881e-06 9.2427e-09 1.4910e-04 7.1041e-09 2.1795e+03
5.7248e-03 1.5720e-03 2.5741e-03 1.7254e-02 7.4505e-01 2.2316e-01 4.2102e-04 2.0336e-03 9.3532e-03 4.6594e-06 1.7035e-06 9.1718e-09 1.4700e-04 6.9508e-09 2.1784e+03
5.7911e-03 1.5546e-03 2.5803e-03 1.7306e-02 7.4506e-01 2.2307e-01 4.2357e-04 2.0449e-03 9.3678e-03 4.6811e-06 1.7190e-06 9.1012e-09 1.4493e-04 6.8005e-09 2.1773e+03
5.8582e-03 1.5375e-03 2.5864e-03 1.7358e-02 7.4506e-01 2.2298e-01 4.2614e-04 2.0562e-03 9.3823e-03 4.7029e-06 1.7347e-06 9.0309e-09 1.4287e-04 6.6530e-09 2.1761e+03
5.9262e-03 1.5205e-03 2.5926e-03 1.7410e-02 7.4506e-01 2.2290e-01 4.2872e-04 2.0676e-03 9.3967e-03 4.7248e-06 1.7506e-06 8.9608e-09 1.4084e-04 6.5084e-09 2.1749e+03
5.9948e-03 1.5038e-03 2.5987e-03 1.7463e-02 7.4506e-01 2.2281e-01 4.3132e-04 2.0790e-03 9.4111e-03 4.7469e-06 1.7666e-06 8.8911e-09 1.3883e-04 6.3665e-09 2.1738e+03
6.0643e-03 1.4872e-03 2.6049e-03 1.7515e-02 7.4506e-01 2.2273e-01 4.3393e-04 2.0905e-03 9.4255e-03 4.7691e-06 1.7828e-06 8.8217e-09 1.3684e-04 6.2273e-09 2.1726e+03
6.1346e-03 1.4708e-03 2.6111e-03 1.7568e-02 7.4506e-01 2.2264e-01 4.3656e-04 2.1021e-03 9.4397e-03 4.7914e-06 1.7991e-06 8.7526e-09 1.3488e-04 6.0908e-09 2.1714e+03
6.2057e-03 1.4546e-03 2.6173e-03 1.7621e-02 7.4506e-01 2.2255e-01 4.3920e-04 2.1136e-03 9.4540e-03 4.8139e-06 1.8157e-06 8.6838e-09 1.3294e-04 5.9569e-09 2.1703e+03
6.2777e-03 1.4386e-03 2.6235e-03 1.7674e-02 7.4506e-01 2.2247e-01 4.4185e-04 2.1253e-03 9.4682e-03 4.8365e-06 1.8324e-06 8.6153e-09 1.3102e-04 5.8256e-09 2.1691e+03
6.3504e-03 1.4227e-03 2.6297e-03 1.7727e-02 7.4506e-01 2.2238e-01 4.4453e-04 2.1370e-03 9.4823e-03 4.8592e-06 1.8492e-06 8.5471e-09 1.2912e-04 5.6969e-09 2.1679e+03
6.4240e-03 1.4070e-03 2.6359e-03 1.7780e-02 7.4506e-01 2.2229e-01 4.4721e-04 2.1487e-03 9.4964e-03 4.8820e-06 1.8663e-06 8.4792e-09 1.2724e-04 5.5707e-09 2.1667e+03
6.4985e-03 1.3915e-03 2.6421e-03 1.7833e-02 7.4507e-01 2.2221e-01 4.4992e-04 2.1606e-03 9.5105e-03 4.9050e-06 1.8835e-06 8.4116e-09 1.2538e-04 5.4469e-09 2.1655e+03
6.5738e-03 1.3762e-03 2.6483e-03 1.7887e-02 7.4507e-01 2.2212e-01 4.5264e-04 2.1724e-03 9.5244e-03 4.9282e-06 1.9009e-06 8.3444e-09 1.2355e-04 5.3256e-09 2.1643e+03
6.6500e-03 1.3611e-03 2.6546e-03 1.7940e-02 7.4507e-01 2.2203e-01 4.5537e-04 2.1843e-03 9.5384e-03 4.9514e-06 1.9185e-06 8.2774e-09 1.2174e-04 5.2066e-09 2.1631e+03
6.7271e-03 1.3461e-03 2.6608e-03 1.7994e-02 7.4507e-01 2.2194e-01 4.5812e-04 2.1963e-03 9.5522e-03 4.9748e-06 1.9362e-06 8.2107e-09 1.1995e-04 5.0901e-09 2.1619e+03
6.8051e-03 1.3313e-03 2.6670e-03 1.8048e-02 7.4507e-01 2.2186e-01 4.6088e-04 2.2083e-03 9.5661e-03 4.9984e-06 1.9542e-06 8.1444e-09 1.1817e-04 4.9758e-09 2.1607e+03
6.8840e-03 1.3166e-03 2.6733e-03 1.8102e-02 7.4507e-01 2.2177e-01 4.6366e-04 2.2204e-03 9.5798e-03 5.0220e-06 1.9723e-06 8.0783e-09 1.1642e-04 4.8638e-09 2.1595e+03
6.9637e-03 1.3021e-03 2.6795e-03 1.8156e-02 7.4507e-01 2.2168e-01 4.6646e-04 2.2325e-03 9.5935e-03 5.0458e-06 1.9907e-06 8.0126e-09 1.1469e-04 4.7540e-09 2.1583e+03
7.0445e-03 1.2878e-03 2.6858e-03 1.8210e-02 7.4507e-01 2.2159e-01 4.6927e-04 2.2447e-03 9.6072e-03 5.0698e-06 2.0092e-06 7.9472e-09 1.1298e-04 4.6464e-09 2.1571e+03
7.1261e-03 1.2737e-03 2.6921e-03 1.8265e-02 7.4507e-01 2.2150e-01 4.7209e-04 2.2569e-03 9.6208e-03 5.0939e-06 2.0279e-06 7.8820e-09 1.1130e-04 4.5409e-09 2.1559e+03
7.2087e-03 1.2596e-03 2.6983e-03 1.8319e-02 7.4507e-01 2.2141e-01 4.7494e-04 2.2692e-03 9.6343e-03 5.1181e-06 2.0468e-06 7.8172e-09 1.0963e-04 4.4376e-09 2.1547e+03
7.2923e-03 1.2458e-03 2.7046e-03 1.8374e-02 7.4507e-01 2.2133e-01 4.7779e-04 2.2816e-03 9.6478e-03 5.1425e-06 2.0660e-06 7.7527e-09 1.0798e-04 4.3364e-09 2.1534e+03
7.3768e-03 1.2321e-03 2.7109e-03 1.8429e-02 7.4507e-01 2.2124e-01 4.8067e-04 2.2940e-03 9.6612e-03 5.1670e-06 2.0853e-06 7.6885e-09 1.0635e-04 4.2372e-09 2.1522e+03
7.4623e-03 1.2186e-03 2.7172e-03 1.8484e-02 7.4507e-01 2.2115e-01 4.8356e-04 2.3064e-03 9.6745e-03 5.1916e-06 2.1048e-06 7.6246e-09 1.0474e-04 4.1401e-09 2.1510e+03
7.5488e-03 1.2052e-03 2.7235e-03 1.8539e-02 7.4508e-01 2.2106e-01 4.8646e-04 2.3189e-03 9.6878e-03 5.2164e-06 2.1245e-06 7.5611e-09 1.0315e-04 4.0449e-09 2.1497e+03
7.6363e-03 1.1919e-03 2.7298e-03 1.8594e-02 7.4508e-01 2.2097e-01 4.8939e-04 2.3315e-03 9.7010e-03 5.2414e-06 2.1444e-06 7.4978e-09 1.0158e-04 3.9516e-09 2.1485e+03
7.7248e-03 1.1788e-03 2.7361e-03 1.8649e-02 7.4508e-01 2.2088e-01 4.9232e-04 2.3441e-03 9.7142e-03 5.2664e-06 2.1646e-06 7.4348e-09 1.0002e-04 3.8603e-09 2.1472e+03
7.8144e-03 1.1659e-03 2.7424e-03 1.8705e-02 7.4508e-01 2.2079e-01 4.9528e-04 2.3567e-03 9.7273e-03 5.2917e-06 2.1849e-06 7.3722e-09 9.8490e-05 3.7709e-09 2.1460e+03
7.9049e-03 1.1531e-03 2.7487e-03 1.8760e-02 7.4508e-01 2.2070e-01 4.9825e-04 2.3695e-03 9.7403e-03 5.3170e-06 2.2055e-06 7.3099e-09 9.6976e-05 3.6833e-09 2.1447e+03
