code,name,description,comment
lognormal,lognormal distribution,,http://en.wikipedia.org/wiki/Log-normal_distribution
normal,normal distribution,,https://en.wikipedia.org/wiki/Normal_distribution
uniform,uniform distribution,,https://en.wikipedia.org/wiki/Continuous_uniform_distribution
triangular,triangular distribution,,https://en.wikipedia.org/wiki/Triangular_distribution
beta,beta distribution,,https://en.wikipedia.org/wiki/Beta_distribution
truncnormal,truncated normal distribution,,https://en.wikipedia.org/wiki/Truncated_normal_distribution
