code,parent_code,level,comment,name
swine-growing_hp_20to40kg,,1,product,growing swine 20 to 40 kg
swine-growing_hp_40to80kg,,1,product,growing swine 40 to 80 kg
swine-growing_hp_80to120kg,,1,product,growing swine 80 to 120 kg
swine-growing_hp_market,,1,product,swine for market (ca 50 kg)
swine-growing_hp_piglet,,1,product,swine shortly after birth < 4 kg in high prodcutivity systems
swine-growing_lp_piglet,,1,product,swine shortly after birth < 4 kg in low prodcutivity systems
swine-growing_hp_meat,,1,product,swine growing for meat production
poultry,,1,product,poultry (not specified)
poultry_lp,,1,product,poultry (not specified) in high productivity systems
poultry_hp,,1,product,poultry (not specified) in low productivity systems
poultry-chicken,,1,product,chicken
poultry-chicken_hen,,1,product,chicken hen
poultry-chicken_pullet,,1,product,chicken pullets (young hen under 1 year)
poultry-chicken_broiler,,1,product,chicken for broiler/meat
poultry-chicken_lp,,1,product,chickens in low productivity systems
poultry-chicken_hp,,1,product,chickens in high productivity systems
poultry-chicken_lp_hen,,1,product,hens in low productivity systems
poultry-chicken_hp_hen,,1,product,hens in high productivity systems
poultry-chicken_lp_pullet,,1,product,pullets (young hen under 1 year) in low productivity systems
poultry-chicken_hp_pullet,,1,product,pullets (young hen under 1 year) in high productivity systems
poultry-chicken_lp_broiler,,1,product,chicken for broiler/meat production in low productivity systems
poultry-chicken_hp_broiler,,1,product,chicken for broiler/meat production in high prodcutivity systems
poultry-chicken_layer,,1,product,laying hens
poultry-chicken_hp_layer,,1,product,laying hens in high productivity systems
poultry-chicken_lp_layer,,1,product,laying hens in low productivity systems
poultry-turkey,,1,product,turkeys
poultry-turkey_hp,,1,product,turkeys in high prodcutivity systems
poultry-turkey_lp,,1,product,turkeys in low productivity systems
poultry-duck,,1,product,ducks
poultry-duck_hp,,1,product,ducks in high prodcutivity systems
poultry-duck_lp,,1,product,ducks in low productivity systems
poultry-duck_breeding,,1,product,breeding ducks
poultry-duck_meat,,1,product,ducks for meat production
geese,,1,product,geese
sheep,,1,product,sheep (not specified)
sheep-mature,,1,product,mature sheep
sheep-mature_hp,,1,product,mature sheep in high productivity system
sheep-mature_lp,,1,product,mature sheep in low productivity system
sheep-mature_hp_dairy,,1,product,sheeps for dairy production in high productivity systems
sheep-mature_lp_dairy,,1,product,sheeps for dairy production in low productivity systems
sheep-mature_hp_wool,,1,product,sheeps for wool production in high productivity systems
sheep-mature_lp_wool,,1,product,sheeps for wool production in low productivity systems
sheep-growing,,1,product,growing sheep
sheep-growing_hp,,1,product,growing sheeps (lambs) in high productivity systems
sheep-growing_lp,,1,product,growing sheeps (lambs) in low productivity systems
sheep-growing_hp_meat,,1,product,sheeps for meat production in high productivity systems
sheep-growing_lp_meat,,1,product,sheeps for meat production in low productivity systems
sheep-dairy,,1,product,sheeps for dairy production
mule-ass,,1,product,mules and assess
mule-ass_hp,,1,product,mules and assess in high prodcutivity systems
mule-ass_lp,,1,product,mules and assess in low prodcutivity systems
camel,,1,product,camels
camel_lp,,1,product,camels in low prodcutivity systems
camel_hp,,1,product,camels in high prodcutivity systems
horse,,1,product,horses
horse_lp,,1,product,horses in low prodcutivity systems
horse_hp,,1,product,horses in high prodcutivity systems
furbearing_mink,,1,product,mink and polecat
furbearing_fox,,1,product,fox and racoon
goat,,1,product,goats
goat_hp,,1,product,goats in high productivity systems
goat_lp,,1,product,goats in low productivity systems
deer,,1,product,deers
rabbit,,1,product,rabbits
ostrich,,1,product,ostrichs
llama,,1,product,llamas
reindeer,,1,product,reindeers
crude,,1,product,crude products comming from extraction
coal,,1,product,coal
anthracite,,1,product,anthracite
sub_bituminous_coal,,1,product,sub-bituminous coal
coking_coal,,1,product,coking coal
other_bituminous_coal,,1,product,other bituminous coal
bf_inject_coal,,1,product,bf injection coal
steam_coal,,1,product,steam coal (combustion coal)
eaf_coal,,1,product,coal to electric arc furnace (EAF)
lignite,,1,product,lignite
peat,,1,product,peat
brown_coal_briquettes,,1,product,brown coal briquettes
patent_fuel,,1,product,patent fuel
oil_gas,,1,product,oil and gas
oil,,1,product,oil
oil_shale_tar_sands,,1,product,oil shale and tar sands
orimulsion,,1,product,orimulsion
shale_oil,,1,product,shale oil
natural_gas,,1,product,natural gas and carbon dioxide
natural_gas_liquids,,1,product,natural gas liquids
lng,,1,product,liquefied natural gas
natural_gas_co2,,1,product,natural gas and carbon dioxide
landfill_gas,,1,product,landfill gas
metal_ore,,1,product,metal ores
iron_ore,,1,product,iron ore
mineral,,1,product,minerals and fertilizers
calcite,,1,product,calcite or aragonite - CaCO3
magnesite,,1,product,magnesite - MgCO3
dolomite,,1,product,dolomite - CaMg(CO3)2
siderite,,1,product,siderite - FeCO3
ankerite,,1,product,ankerite - Ca(Fe-Mg-Mn)(C03)2
rhodochrosite,,1,product,rhodochrosite - MnCO3
sodium-carbonate,,1,product,sodium carbonate or soda ash - Na2CO3
stone,,1,product,stone sand and clay
limestone,,1,product,limestone
prod_gas,,1,product,producer gases
sludge_gas,,1,product,sludge gas
other_biogas,,1,product,other biogas
foods,,1,product,food products
glucose,,1,product,glucose
water,,1,product,water
fresh_water,,1,product,fresh water
underground_water,,1,product,ground water
desalinated_water,,1,product,water
cooling_water,,1,product,cooling water
deionised_water,,1,product,deionised water
tap_water,,1,product,tap water
steam,,1,product,steam
refined,,1,product,refined products
coke,,1,product,coke as reducing agent
coke_oven_lignite_coke,,1,product,coke oven coke and lignite coke
prebaked_electrodes,,1,product,prebaked electrodes as reducing agent
electrode_paste,,1,product,electrode paste as reducing agent
tar,,1,product,tar
coal_tar,,1,product,coal tar
petro_oil,,1,product,petroleum oils
motor_gasoline,,1,product,motor gasoline
aviation_gasoline,,1,product,aviation gasoline
jet_gasoline,,1,product,jet gasoline
naphtha,,1,product,naphtha
light_naphtha,,1,product,naphtha
full_range_naphtha,,1,product,naphtha
kerosene,,1,product,kerosene
jet_kerosene,,1,product,jet kerosene
other_kerosene,,1,product,other kerosene
white_spirit_sbp,,1,product,white spirit and SBP
light_oil,,1,product,light oil
gas_oil,,1,product,gas oil
gas_diesel_oil,,1,product,"gas/diesel oil"
heavy_oil,,1,product,heavy oil
residual_fuel_oil,,1,product,residual fuel oil
lubricants,,1,product,lubricants
other_petro_products,,1,product,other petroleum products
fuel_grade_products_and_backflows,,1,product,other petroleum products
greater_than_430C,,1,product,other petroleum products
petro_gas,,1,product,petroleum gases
liquefied_petroleum_gases,,1,product,Liquefied Petroleum Gases
propane,,1,product,propane
butane,,1,product,butane
isobutane,,1,product,Isobutane from i-BDH
n_butanes,,1,product,n-butane
n_butenes,,1,product,n-butene
chemical,,1,product,chemicals
chemical_organic,,1,product,basic organic chemicals
isoprene,,1,product,Isoprene
cyclohexane,,1,product,Cyclohexane
cyclopentadiene,,1,product,Cyclopentadiene
ethylbenzene,,1,product,Ethylbenzene
vinylchloride,,1,product,Vinyl chloride
biphenyl,,1,product,Biphenyl
styrene,,1,product,Styrene
p-xylene,,1,product,p-Xylene
pha,,1,product,Bisphenol A
ethyleneglycol,,1,product,Ethylene glycol
phenol,,1,product,Phenol
vinylacetate,,1,product,Vinyl acetate
aceticacid,,1,product,Acetic acid
adipicacid,,1,product,Adipic acid
mma,,1,product,Methyl methacrylate
tpa,,1,product,Terephthalic acid
adiponitrile,,1,product,Adiponitrile
hmda,,1,product,Hexamethylenediamine
cpl,,1,product,Caprolactam
acetone,,1,product,Acetone
chemical_inorganic,,1,product,basic inorganic chemicals
nitricacid,,1,product,Nitric acid
hydrogen,,1,product,hydrogen
nitrogen,,1,product,nitrogen
oxygen,,1,product,oxygen
carbon_dioxide,,1,product,carbon_dioxide
syngas,,1,product,synthesis gas
sodium_hydroxide,,1,product,sodium hydroxide
aluminium_chloride,,1,product,aluminium chloride
sodium_dihydrogen_phosphate,,1,product,aluminium chloride
hydrogen_cyanide,,1,product,hydrogen cyanide
carbon_monoxide,,1,product,carbon monoxide
aluminium_oxide,,1,product,"Aluminium oxide"
zinc_oxide,,1,product,"Zinc oxide"
indium,,1,product,"Indium"
cobalt,,1,product,"Cobalt"
molybdenum,,1,product,"Molybdenum"
trisodium_phosphate,,1,product,"Trisodium phosphate"
copper_oxide,,1,product,"Copper oxide"
chemical_tanning,,1,product,tannines and their derivates
carbon_black,,1,product,carbon black feedstock
chemical_miscellaneous,,1,product,miscellaneous basic chemical products
charcoal,,1,product,charcoal
sulphur,,1,product,sulphur
pygas,,1,product,Pygas
h_pygas,,1,product,Hydrogenated pygas
flue_gas,,1,product,Flue gas
purge_gas,,1,product,Purge gas
exhaust_gas,,1,product,Exhaust gas
reformate,,1,product,reformate
acetylene,,1,product,Acetylene
hydrocarbon_mixture,,1,product,Hydrocarbon mixture (c_n_h_m)
glycerol,,1,product,glycerol
chemical_fertilizer,,1,product,fertilizers and pesticides
ammonia,,1,product,Ammonia (anhydrous ammonia)
chemical_plastic,,1,product,primary plastics
hdpe,,1,product,High-density polyethylene (HDPE)
eps,,1,product,Expandable polystyrene (EPS)
ldpe,,1,product,Low-density polyethylene (LDPE)
gpps,,1,product,Polystyrene general purpose (GPSS)
hips,,1,product,High impact polystyrene (HIPS)
pvc,,1,product,Polyvinyl chloride (PVC)
pc,,1,product,Polycarbonate (PC)
pet,,1,product,Polyethylene terephthalate (PET)
pmma,,1,product,Polymethyl methacrylate (PMMA)
pa6,,1,product,Polyamide 6 (Nylon 6) (P6)
pa66,,1,product,Polyamide 66 (P66)
pb,,1,product,Polybutylene (PB)
pb_1,,1,product,Polybutadiene(PB-1)
pp,,1,product,Polypropylene (PP)
pu,,1,product,Polyurethane (PU)
pvac,,1,product,Polyvinyl Acetate (PVAc)
chemical_rubber,,1,product,synthetic rubber
hvc,,1,product,high valued chemicals
ethylene,,1,product,ethylene
propylene,,1,product,propylene
c4,,1,product,C4 fraction (butadien; raffinate-1)
butadiene,,1,product,butadiene
1_3_butadiene,,1,product,"1,3-butadiene"
butylene,,1,product,butylene
ethylene_dichloride,,1,product,ethylene dichloride
ethylene_glycol,,1,product,ethylene glycol
ethylene_oxide,,1,product,ethylene oxide
otherchemical,,1,product,other chemical products
biogasoline,,1,product,biogasoline
biodiesels,,1,product,biodiesels
acrylonitrile,,1,product,acrylonitrile
acetonitrile,,1,product,acetonitrile
abs,,1,product,acrylonitrile butadiene styrene (ABS)
ammonia_sulphate,,1,product,ammonia sulphate
methanol,,1,product,methanol
vinyl_chloride,,1,product,vinyl chloride monomer
other_liquid_biofuels,,1,product,other liquid biofuels
c5_c6,,1,product,C5 and C6 group of chemicals
c5,,1,product,C5 group of chemicals
c6,,1,product,C6 group of chemicals
aromatics,,1,product,aromatics
benzene,,1,product,benzene
toulene,,1,product,toulene
xylene,,1,product,xylene
c7_plus_non_aromatics,,1,product,acrylonitrile
losses,,1,product,"losses due to spills, leaks, or equipment malfunctions"
ethyl_alcohol,,1,product,ethyl alcohol or ethanol
ethane,,1,product,ethane
ethane_propane_after_recycle,,1,product,ethane and propane after recycling
pyrolysis_gasoline,,1,product,pyrolysis gasoline
lpg,,1,product,liquefied petroluem gas (LPG)
gas_coke,,1,product,gas coke
gas_works_gas,,1,product,gas works gas
coke_oven_gas,,1,product,coke oven gas
blast_furnace_gas,,1,product,blast furnace gas
oxygen_steel_furnace_gas,,1,product,oxygen steel furnace gas
refinery_gas,,1,product,refinery gas
methane,,1,product,methane
petro_jelly,,1,product,petroleum jelly
bitumen,,1,product,bitumen
paraffin_waxes,,1,product,paraffin waxes
petroleum_coke,,1,product,petroleum coke as reducing agent
material,,1,product,materials and constructions
plaster_lime_cement,,1,product,plaster lime and cement
cement,,1,product,cement
portland,,1,product,"100 percent portland cement - 95-97 percent clinker"
masonry,,1,product,"66.66 percent portland cement - 64 percent clinker"
slagmod-portland,,1,product,"slag-modified portland - <25 perecent pc - >70-93 percent clinker"
portland-bf-slag,,1,product,"<25 percent slag - 28-70 percent clinker"
portland-pozzolan,,1,product,"15-40 percent pozzolan - 28-81 percent clinker"
pozzolan-mod,,1,product,"<15 percent pozzolan - 28-95 percent clinker"
slag-cement,,1,product,"70 percent slag - <28 percent clinker"
waste,,1,product,waste product
msw,,1,product,municipal waste
msw_biomass,,1,product,municipal wastes (biomass fraction)
msw_food,,1,product,food waste (municipal solid waste)
msw_garden,,1,product,garden and park waste (municipal solid waste)
msw_paper,,1,product,paper and cardboard waste (municipal solid waste)
msw_wood,,1,product,wood waste (municipal solid waste)
msw_nonbiomass,,1,product,municipal wastes (non-biomass fraction)
msw_textiles,,1,product,textiles waste (municipal solid waste)
msw_nappies,,1,product,nappies waste (municipal solid waste)
msw_rubber,,1,product,rubber and lather waste (municipal solid waste)
msw_plastics,,1,product,plastics waste (municipal solid waste)
msw_metal,,1,product,metal waste (municipal solid waste)
msw_glass,,1,product,glass waste (municipal solid waste)
msw_other,,1,product,other inert waste (municipal solid waste)
isw,,1,product,industrial waste
slag,,1,product,slag
slag_iron_steel,,1,product,"Slag, dross, scalings and other waste from the manufacture of iron or steel"
isw_food,,1,product,"Food, beverages and tobacco (industry waste)"
sugarcane_bagasse,,1,product,sugarcane bagasse
agricultural_residues,,1,product,"agricultural residues (straw, husks, etc.)"
straw,,1,product,rice straw
rice_straw,,1,product,rice straw
isw_textile,,1,product,Textile (industry waste)
isw_wood,,1,product,Wood and wood products (industry waste)
isw_paper,,1,product,Pulp and paper (industry waste)
black_liquor,,1,product,sulphite lyes (black liquor)
isw_petroleum,,1,product,"Petroleum products, Solvents, Plastics (industry waste)"
isw_rubber,,1,product,Rubber (industry waste)
isw_construction,,1,product,Construction and demolition (industry waste)
isw_metal,,1,product,Metal waste
steel_scrap,,1,product,steel scrap
gangue,,1,product,gangue
isw_other,,1,product,Other industries also for manufacturing (industry waste)
ow_hazard,,1,product,Hazardous waste (other waste)
ow_clinical,,1,product,Clinical waste (other waste)
spent_catalyst,,1,product,spent catalyst
ash,,1,product,ash
effluents,,1,product,effluents
radioaw,,1,product,radioactive waste
low_radioaw,,1,product,low level radioactive waste
mod_radioaw,,1,product,moderate level radioactive waste
high_radioaw,,1,product,high level radioactive waste
sludge,,1,product,sludge
sw_sludge,,1,product,solid waste sludge
sludge_dom,,1,product,domestic sludge waste
sludge_ind,,1,product,industrial sludge waste
wastewater,,1,product,wastewater
deionized_water,,1,product,deionized water
dissolved_solids,,1,product,dissolved solids
ww_domestic,,1,product,domestic wastewater
ww_industry,,1,product,industrial wastewater
ww_alcref,,1,product,industrial wastewater alcohol refining
ww_beer,,1,product,industrial wastewater beer and malt
ww_coffee,,1,product,industrial wastewater coffee production
ww_dairy,,1,product,industrial wastewater dairy products
ww_fish,,1,product,industrial wastewater fish processing
ww_meat,,1,product,industrial wastewater meat and poultry
ww_orgchem,,1,product,industrial wastewater organic chemicals
ww_petref,,1,product,industrial wastewater petroleum refineries
ww_plastics,,1,product,industrial wastewater plastics and resins
ww_pulp,,1,product,industrial wastewater pulp and paper (combined)
ww_soap,,1,product,industrial wastewater soap and detergents
ww_starch,,1,product,industrial wastewater starch production
ww_sugar,,1,product,industrial wastewater sugar refining
ww_vegoils,,1,product,industrial wastewater vegetable oils
ww_fruits,,1,product,"industrial wastewater vegetables, fruits and juices"
ww_wine,,1,product,industrial wastewater wine and vinegar
ww_iron,,1,product,industrial wastewater iron and steel manufacturing
ww_nfertil,,1,product,industrial wastewater nitrogen fertiliser
metal,,1,product,metal product
iron_steel,,1,product,iron and steel
hot_briquetted_iron,,1,product,hot briquetted iron
pig_iron,,1,product,purchased pig iron
scrap_iron,,1,product,iron based on scrap
sinter_ore,,1,product,sinter ore used for iron steel production
ferromanganese_7perc_c,,1,product,Ferromanganeses (7% C)
ferromanganese_1perc_c,,1,product,Ferromanganeses (1% C)
siliconmanganese,,1,product,Silicomanganese
ferrochromium,,1,product,Ferrochromium
ferrosilicon_45perc_si,,1,product,Ferrosilicon 45% Si
ferrosilicon_65perc_si,,1,product,Ferrosilicon 65 % Si
ferrosilicon_75perc_si,,1,product,Ferrosillicon 75% Si
ferrosilicon_90perc_si,,1,product,Ferrosillicon 90% Si
silicon_metal,,1,product,Silicon metal
dri,,1,product,direct reduced iron (gas-based)
dri_gas,,1,product,direct reduced iron (gas-based)
dri_coal,,1,product,direct reduced coal (coal-based)
ironpellet,,1,product,direct reduced coal (coal-based)
steel,,1,product,steel
aluminium,,1,product,aluminium
magnesium,,1,product,magnesium
lead,,1,product,lead
zinc,,1,product,zinc
nickel,,1,product,nickel
electrical_machinery,,1,product,electrical machinery
eaf_carb_electrode,,1,product,carbon electrodes to electric arc furnace (EAF)
biomass,,1,product,biomass
dry_biomass,,1,product,dry biomass
wet_biomass,,1,product,wet biomass
gasified_biomass,,1,product,gasified biomass products
forest_residues,,1,product,forestry residues
lipid_rich_biomass,,1,product,lipid-rich biomass
carbonaceous_biomass,,1,product,carbonaceous biomass
other_prim_solid_biomass,,1,product,other primary solid biomass
cb_natural_gas,,1,product,carbon black and natural gas
refinery_feedstocks,,1,product,refinery feedstocks
