flowobject_from,flowobject_to,classification_from,classification_to,comment,skos_uri
em1,349b29d1-3e58-4c66-98b9-9d1a076efd2e,bonsai_v2_0,ecoinvent_v3_6,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
em65,eba59fd6-f37e-41dc-9ca3-c7ea22d602c7,bonsai_v2_0,ecoinvent_v3_6,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
em67,0795345f-c7ae-410c-ad25-1845784c75f5,bonsai_v2_0,ecoinvent_v3_6,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
em66,da1157e2-7593-4dfd-80dd-a3449b37a4d8,bonsai_v2_0,ecoinvent_v3_6,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
em2,20185046-64bb-4c09-a8e7-e8a9e144ca98,bonsai_v2_0,ecoinvent_v3_6,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
em15,1c5a7322-9261-4d59-a692-adde6c12de92,bonsai_v2_0,ecoinvent_v3_6,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
em11,ba2f3f82-c93a-47a5-822a-37ec97495275,bonsai_v2_0,ecoinvent_v3_6,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
em9,87883a4e-1e3e-4c9d-90c0-f1bea36f8014,bonsai_v2_0,ecoinvent_v3_6,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
em17,7348af7c-e102-4a03-a0df-efce16469eed,bonsai_v2_0,ecoinvent_v3_6,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
em16,71234253-b3a7-4dfe-b166-a484ad15bee7,bonsai_v2_0,ecoinvent_v3_6,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
em10,d3260d0e-8203-4cbb-a45a-6a13131a5108,bonsai_v2_0,ecoinvent_v3_6,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
em22,5ce378a0-b48d-471c-977d-79681521efde,bonsai_v2_0,ecoinvent_v3_6,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
em7,c1b91234-6f24-417b-8309-46111d09c457,bonsai_v2_0,ecoinvent_v3_6,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
