activitytype_from,activitytype_to,classification_from,classification_to,comment,skos_uri
F_HOUS,F_HOUS,bonsut_v2_0,hexio_v_3_3_18,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
F_NPSH,F_NPSH,bonsut_v2_0,hexio_v_3_3_18,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
F_GOVE,F_GOVE,bonsut_v2_0,hexio_v_3_3_18,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
I_GFCF,I_GFCF,bonsut_v2_0,hexio_v_3_3_18,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
I_CHIN,I_CHIN,bonsut_v2_0,hexio_v_3_3_18,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
I_CHVA,I_CHVA,bonsut_v2_0,hexio_v_3_3_18,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
A_Almod,A_OFOD,bonsut_v2_0,hexio_v_3_3_18,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
A_Othproc,A_OFOD,bonsut_v2_0,hexio_v_3_3_18,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
A_Whflour,A_OFOD,bonsut_v2_0,hexio_v_3_3_18,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
A_Cocader,A_OFOD,bonsut_v2_0,hexio_v_3_3_18,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
A_Roscoff,A_OFOD,bonsut_v2_0,hexio_v_3_3_18,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
A_Frozvege,A_OFOD,bonsut_v2_0,hexio_v_3_3_18,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
A_Prfeed,A_OFOD,bonsut_v2_0,hexio_v_3_3_18,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
A_Grou_shld,A_OFOD,bonsut_v2_0,hexio_v_3_3_18,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
A_Haze_shld,A_OFOD,bonsut_v2_0,hexio_v_3_3_18,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
