code,parent_code,name,level
final_demand,,Total Final Demand,0
F_HOUS,final_demand,Final consumption expenditure by households,1
F_NPSH,final_demand,Final consumption expenditure by non-profit organisations serving households (NPISH),1
F_GOVE,final_demand,Final consumption expenditure by government,1
I_GFCF,final_demand,Gross fixed capital formation,1
I_CHIN,final_demand,Changes in inventories,1
I_CHVA,final_demand,Changes in valuables,1
industry,,"industry activity, total",0
A_PARI,industry,"Cultivation of paddy rice",1
A_WHEA,industry,"Cultivation of wheat",1
A_OCER,industry,"Cultivation of cereal grains nec",1
A_FVEG,industry,"Cultivation of vegetables, fruit, nuts",1
A_OILS,industry,"Cultivation of oil seeds",1
A_SUGB,industry,"Cultivation of sugar cane, sugar beet",1
A_FIBR,industry,"Cultivation of plant-based fibers",1
A_OTCR,industry,"Cultivation of crops nec",1
A_CATL,industry,"Cattle farming",1
A_PIGS,industry,"Pigs farming",1
A_PLTR,industry,"Poultry farming",1
A_OMEA,industry,"Meat animals nec",1
A_OANP,industry,"Animal products nec",1
A_MILK,industry,"Raw milk",1
A_WOOL,industry,"Wool, silk-worm cocoons",1
A_MANC,industry,"Manure treatment (conventional), storage and land application",1
A_MANB,industry,"Manure treatment (biogas), storage and land application",1
A_FORE,industry,"Forestry, logging and related service activities (02)",1
A_FISH,industry,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",1
A_COAL,industry,"Mining of coal and lignite; extraction of peat (10)",1
A_COIL,industry,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",1
A_GASE,industry,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",1
A_OGPL,industry,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",1
A_ORAN,industry,"Mining of uranium and thorium ores (12)",1
A_IRON,industry,"Mining of iron ores",1
A_COPO,industry,"Mining of copper ores and concentrates",1
A_NIKO,industry,"Mining of nickel ores and concentrates",1
A_ALUO,industry,"Mining of aluminium ores and concentrates",1
A_PREO,industry,"Mining of precious metal ores and concentrates",1
A_LZTO,industry,"Mining of lead, zinc and tin ores and concentrates",1
A_ONFO,industry,"Mining of other non-ferrous metal ores and concentrates",1
A_STON,industry,"Quarrying of stone",1
A_SDCL,industry,"Quarrying of sand and clay",1
A_CHMF,industry,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",1
A_PCAT,industry,"Processing of meat cattle",1
A_PPIG,industry,"Processing of meat pigs",1
A_PPLT,industry,"Processing of meat poultry",1
A_POME,industry,"Production of meat products nec",1
A_VOIL,industry,"Processing vegetable oils and fats",1
A_DAIR,industry,"Processing of dairy products",1
A_RICE,industry,"Processed rice",1
A_SUGR,industry,"Sugar refining",1
A_OFOD,industry,"Processing of Food products nec",1
A_BEVR,industry,"Manufacture of beverages",1
A_FSHP,industry,"Manufacture of fish products",1
A_TOBC,industry,"Manufacture of tobacco products (16)",1
A_TEXT,industry,"Manufacture of textiles (17)",1
A_GARM,industry,"Manufacture of wearing apparel; dressing and dyeing of fur (18)",1
A_LETH,industry,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",1
A_WOOD,industry,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",1
A_WOOW,industry,"Re-processing of secondary wood material into new wood material",1
A_PULP,industry,"Pulp",1
A_PAPR,industry,"Re-processing of secondary paper into new pulp",1
A_PAPE,industry,"Paper",1
A_MDIA,industry,"Publishing, printing and reproduction of recorded media (22)",1
A_COKE,industry,"Manufacture of coke oven products",1
A_REFN,industry,"Petroleum Refinery",1
A_NUCF,industry,"Processing of nuclear fuel",1
A_PLAS,industry,"Plastics, basic",1
A_PLAW,industry,"Re-processing of secondary plastic into new plastic",1
A_NFER,industry,"N-fertiliser",1
A_PFER,industry,"P- and other fertiliser",1
A_CHEM,industry,"Chemicals nec",1
A_RUBP,industry,"Manufacture of rubber and plastic products (25)",1
A_GLAS,industry,"Manufacture of glass and glass products",1
A_GLAW,industry,"Re-processing of secondary glass into new glass",1
A_CRMC,industry,"Manufacture of ceramic goods",1
A_BRIK,industry,"Manufacture of bricks, tiles and construction products, in baked clay",1
A_CMNT,industry,"Manufacture of cement, lime and plaster",1
A_ASHW,industry,"Re-processing of ash into clinker",1
A_ONMM,industry,"Manufacture of other non-metallic mineral products n.e.c.",1
A_STEL,industry,"Manufacture of basic iron and steel and of ferro-alloys and first products thereof",1
A_STEW,industry,"Re-processing of secondary steel into new steel",1
A_PREM,industry,"Precious metals production",1
A_PREW,industry,"Re-processing of secondary preciuos metals into new preciuos metals",1
A_ALUM,industry,"Aluminium production",1
A_ALUW,industry,"Re-processing of secondary aluminium into new aluminium",1
A_LZTP,industry,"Lead, zinc and tin production",1
A_LZTW,industry,"Re-processing of secondary lead into new lead",1
A_COPP,industry,"Copper production",1
A_COPW,industry,"Re-processing of secondary copper into new copper",1
A_ONFM,industry,"Other non-ferrous metal production",1
A_ONFW,industry,"Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",1
A_METC,industry,"Casting of metals",1
A_FABM,industry,"Manufacture of fabricated metal products, except machinery and equipment (28)",1
A_MACH,industry,"Manufacture of machinery and equipment n.e.c. (29)",1
A_OFMA,industry,"Manufacture of office machinery and computers (30)",1
A_ELMA,industry,"Manufacture of electrical machinery and apparatus n.e.c. (31)",1
A_RATV,industry,"Manufacture of radio, television and communication equipment and apparatus (32)",1
A_MEIN,industry,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",1
A_MOTO,industry,"Manufacture of motor vehicles, trailers and semi-trailers (34)",1
A_OTRE,industry,"Manufacture of other transport equipment (35)",1
A_FURN,industry,"Manufacture of furniture; manufacturing n.e.c. (36)",1
A_RYMS,industry,"Recycling of waste and scrap",1
A_BOTW,industry,"Recycling of bottles by direct reuse",1
A_POWC,industry,"Production of electricity by coal",1
A_POWG,industry,"Production of electricity by gas",1
A_POWN,industry,"Production of electricity by nuclear",1
A_POWH,industry,"Production of electricity by hydro",1
A_POWW,industry,"Production of electricity by wind",1
A_POWP,industry,"Production of electricity by petroleum and other oil derivatives",1
A_POWB,industry,"Production of electricity by biomass and waste",1
A_POWS,industry,"Production of electricity by solar photovoltaic",1
A_POWE,industry,"Production of electricity by solar thermal",1
A_POWO,industry,"Production of electricity by tide, wave, ocean",1
A_POWM,industry,"Production of electricity by Geothermal",1
A_POWZ,industry,"Production of electricity nec",1
A_POWT,industry,"Transmission of electricity",1
A_POWD,industry,"Distribution and trade of electricity",1
A_MGWG,industry,"Manufacture of gas;",1
A_GASD,industry,"Distribution of gaseous fuels through mains",1
A_HWAT,industry,"Steam and hot water supply",1
A_WATR,industry,"Collection, purification and distribution of water (41)",1
A_CONS,industry,"Construction (45)",1
A_CONW,industry,"Re-processing of secondary construction material into aggregates",1
A_TDMO,industry,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",1
A_TDFU,industry,"Retail sale of automotive fuel",1
A_TDWH,industry,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",1
A_TDRT,industry,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",1
A_HORE,industry,"Hotels and restaurants (55)",1
A_TRAI,industry,"Transport via railways",1
A_TLND,industry,"Other land transport",1
A_TPIP,industry,"Transport via pipelines",1
A_TWAS,industry,"Sea and coastal water transport",1
A_TWAI,industry,"Inland water transport",1
A_TAIR,industry,"Air transport (62)",1
A_TAUX,industry,"Supporting and auxiliary transport activities; activities of travel agencies (63)",1
A_PTEL,industry,"Post and telecommunications (64)",1
A_FINT,industry,"Financial intermediation, except insurance and pension funding (65)",1
A_FINS,industry,"Insurance and pension funding, except compulsory social security (66)",1
A_FAUX,industry,"Activities auxiliary to financial intermediation (67)",1
A_REAL,industry,"Real estate activities (70)",1
A_MARE,industry,"Renting of machinery and equipment without operator and of personal and household goods (71)",1
A_COMP,industry,"Computer and related activities (72)",1
A_RESD,industry,"Research and development (73)",1
A_OBUS,industry,"Other business activities (74)",1
A_PADF,industry,"Public administration and defence; compulsory social security (75)",1
A_EDUC,industry,"Education (80)",1
A_HEAL,industry,"Health and social work (85)",1
A_INCF,industry,"Incineration of waste: Food",1
A_INCP,industry,"Incineration of waste: Paper",1
A_INCL,industry,"Incineration of waste: Plastic",1
A_INCM,industry,"Incineration of waste: Metals and Inert materials",1
A_INCT,industry,"Incineration of waste: Textiles",1
A_INCW,industry,"Incineration of waste: Wood",1
A_INCO,industry,"Incineration of waste: Oil/Hazardous waste",1
A_BIOF,industry,"Biogasification of food waste, incl. land application",1
A_BIOP,industry,"Biogasification of paper, incl. land application",1
A_BIOS,industry,"Biogasification of sewage slugde, incl. land application",1
A_COMF,industry,"Composting of food waste, incl. land application",1
A_COMW,industry,"Composting of paper and wood, incl. land application",1
A_WASF,industry,"Waste water treatment, food",1
A_WASO,industry,"Waste water treatment, other",1
A_LANF,industry,"Landfill of waste: Food",1
A_LANP,industry,"Landfill of waste: Paper",1
A_LANL,industry,"Landfill of waste: Plastic",1
A_LANI,industry,"Landfill of waste: Inert/metal/hazardous",1
A_LANT,industry,"Landfill of waste: Textiles",1
A_LANW,industry,"Landfill of waste: Wood",1
A_ORGA,industry,"Activities of membership organisation n.e.c. (91)",1
A_RECR,industry,"Recreational, cultural and sporting activities (92)",1
A_OSER,industry,"Other service activities (93)",1
A_PRHH,industry,"Private households with employed persons (95)",1
A_EXTO,industry,"Extra-territorial organizations and bodies",1
