activitytype_from,activitytype_to,classification_from,classification_to,comment,skos_uri
1079,10.83,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1079,10.84,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1075,10.85,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1079,10.86,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1079,10.89,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
108,10.9,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1080,10.91,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1080,10.92,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
11,11,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
110,11.0,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1101,11.01,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1102,11.02,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1102,11.03,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1102,11.04,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1103,11.05,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1103,11.06,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1104,11.07,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
12,12,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
120,12.0,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1200,12.00,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
13,13,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
131,13.1,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1311,13.10,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
131,13.2,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1312,13.20,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
131,13.3,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1313,13.30,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
139,13.9,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1391,13.91,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1392,13.92,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1393,13.93,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1394,13.94,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1399,13.95,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1399,13.96,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1399,13.99,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
14,14,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
141,14.1,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1410,14.11,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1410,14.12,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1410,14.13,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1410,14.14,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1410,14.19,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
142,14.2,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1420,14.20,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
143,14.3,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1430,14.31,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1430,14.39,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
15,15,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
151,15.1,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1511,15.11,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1512,15.12,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
152,15.2,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1520,15.20,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
16,16,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
161,16.1,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1610,16.10,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
162,16.2,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1621,16.21,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1622,16.22,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1622,16.23,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1623,16.24,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1629,16.29,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
17,17,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
170,17.1,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1701,17.11,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1701,17.12,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
170,17.2,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1702,17.21,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1709,17.22,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1709,17.23,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1709,17.24,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1709,17.29,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
18,18,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
181,18.1,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1811,18.11,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1811,18.12,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1812,18.13,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1812,18.14,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
182,18.2,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1820,18.20,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
19,19,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
191,19.1,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1910,19.10,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
192,19.2,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1920,19.20,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
20,20,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
201,20.1,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
2011,20.11,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2011,20.12,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2011,20.13,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2011,20.14,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2012,20.15,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
2013,20.16,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2013,20.17,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
202,20.2,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2021,20.20,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
202,20.3,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2022,20.30,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
202,20.4,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2023,20.41,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2023,20.42,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
202,20.5,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2029,20.51,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2029,20.52,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2029,20.53,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2029,20.59,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
203,20.6,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
2030,20.60,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
21,21,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
210,21.1,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2100,21.10,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
210,21.2,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2100,21.20,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
22,22,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
221,22.1,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
2211,22.11,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
2219,22.19,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
222,22.2,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
2220,22.21,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2220,22.22,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2220,22.23,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2220,22.29,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
23,23,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
231,23.1,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
2310,23.11,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2310,23.12,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2310,23.13,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2310,23.14,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2310,23.19,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
239,23.2,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2391,23.20,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
239,23.3,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2392,23.31,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2392,23.32,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
