activitytype_from,activitytype_to,classification_from,classification_to,comment,skos_uri
A,A,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
01,01,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
011,01.1,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0111,01.11,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0112,01.12,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0113,01.13,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0114,01.14,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0115,01.15,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0116,01.16,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0119,01.19,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
012,01.2,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0121,01.21,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0122,01.22,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0123,01.23,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0124,01.24,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0125,01.25,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0126,01.26,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0127,01.27,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0128,01.28,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0129,01.29,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
013,01.3,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0130,01.30,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
014,01.4,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0141,01.41,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
0141,01.42,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
0142,01.43,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0143,01.44,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0144,01.45,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0145,01.46,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0146,01.47,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0149,01.49,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
015,01.5,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0150,01.50,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
016,01.6,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0161,01.61,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0162,01.62,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0163,01.63,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0164,01.64,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
017,01.7,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0170,01.70,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
02,02,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
021,02.1,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0210,02.10,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
022,02.2,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0220,02.20,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
023,02.3,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0230,02.30,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
024,02.4,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0240,02.40,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
03,03,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
031,03.1,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0311,03.11,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0312,03.12,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
032,03.2,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0321,03.21,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0322,03.22,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
B,B,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
05,05,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
051,05.1,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0510,05.10,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
052,05.2,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0520,05.20,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
06,06,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
061,06.1,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0610,06.10,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
062,06.2,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0620,06.20,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
07,07,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
071,07.1,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0710,07.10,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
072,07.2,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0721,07.21,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0729,07.29,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
08,08,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
081,08.1,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0810,08.11,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
0810,08.12,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
089,08.9,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0891,08.91,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0892,08.92,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0893,08.93,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0899,08.99,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
09,09,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
091,09.1,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0910,09.10,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
099,09.9,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
0990,09.90,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C,C,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
10,10,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
101,10.1,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1010,10.11,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1010,10.12,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1010,10.13,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
102,10.2,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1020,10.20,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
103,10.3,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1030,10.31,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1030,10.32,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1030,10.39,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
104,10.4,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1040,10.41,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1040,10.42,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
105,10.5,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1050,10.51,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1050,10.52,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
106,10.6,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1061,10.61,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1062,10.62,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
107,10.7,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1071,10.71,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1071,10.72,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1074,10.73,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
107,10.8,isic_rev4,nace_rev2,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1072,10.81,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1073,10.82,isic_rev4,nace_rev2,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
