code,parent_code,name,level
C_PLAS,product,"Plastics, basic",1
C_PLAW,product,"Re-processing of secondary plastic into new plastic",1
C_NFER,product,"N-fertiliser",1
C_PFER,product,"P- and other fertiliser",1
C_CHEM,product,"Chemicals nec",1
C_RUBP,product,"Manufacture of rubber and plastic products (25)",1
C_GLAS,product,"Manufacture of glass and glass products",1
C_GLAW,product,"Re-processing of secondary glass into new glass",1
C_CRMC,product,"Manufacture of ceramic goods",1
C_BRIK,product,"Manufacture of bricks, tiles and construction products, in baked clay",1
C_CMNT,product,"Manufacture of cement, lime and plaster",1
C_ASHW,product,"Re-processing of ash into clinker",1
C_ONMM,product,"Manufacture of other non-metallic mineral products n.e.c.",1
C_STEL,product,"Manufacture of basic iron and steel and of ferro-alloys and first products thereof",1
C_STEW,product,"Re-processing of secondary steel into new steel",1
C_PREM,product,"Precious metals production",1
C_PREW,product,"Re-processing of secondary preciuos metals into new preciuos metals",1
C_ALUM,product,"Aluminium production",1
C_ALUW,product,"Re-processing of secondary aluminium into new aluminium",1
C_LZTP,product,"Lead, zinc and tin production",1
C_LZTW,product,"Re-processing of secondary lead into new lead",1
C_COPP,product,"Copper production",1
C_COPW,product,"Re-processing of secondary copper into new copper",1
C_ONFM,product,"Other non-ferrous metal production",1
C_ONFW,product,"Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",1
C_METC,product,"Casting of metals",1
C_FABM,product,"Manufacture of fabricated metal products, except machinery and equipment (28)",1
C_MACH,product,"Manufacture of machinery and equipment n.e.c. (29)",1
C_OFMA,product,"Manufacture of office machinery and computers (30)",1
C_ELMA,product,"Manufacture of electrical machinery and apparatus n.e.c. (31)",1
C_RATV,product,"Manufacture of radio, television and communication equipment and apparatus (32)",1
C_MEIN,product,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",1
C_MOTO,product,"Manufacture of motor vehicles, trailers and semi-trailers (34)",1
C_OTRE,product,"Manufacture of other transport equipment (35)",1
C_FURN,product,"Manufacture of furniture; manufacturing n.e.c. (36)",1
C_RYMS,product,"Recycling of waste and scrap",1
C_BOTW,product,"Recycling of bottles by direct reuse",1
C_POWC,product,"Production of electricity by coal",1
C_POWG,product,"Production of electricity by gas",1
C_POWN,product,"Production of electricity by nuclear",1
C_POWH,product,"Production of electricity by hydro",1
C_POWW,product,"Production of electricity by wind",1
C_POWP,product,"Production of electricity by petroleum and other oil derivatives",1
C_POWB,product,"Production of electricity by biomass and waste",1
C_POWS,product,"Production of electricity by solar photovoltaic",1
C_POWE,product,"Production of electricity by solar thermal",1
C_POWO,product,"Production of electricity by tide, wave, ocean",1
C_POWM,product,"Production of electricity by Geothermal",1
C_POWZ,product,"Production of electricity nec",1
C_POWT,product,"Transmission of electricity",1
C_POWD,product,"Distribution and trade of electricity",1
C_MGWG,product,"Manufacture of gas;",1
C_GASD,product,"Distribution of gaseous fuels through mains",1
C_HWAT,product,"Steam and hot water supply",1
C_WATR,product,"Collection, purification and distribution of water (41)",1
C_CONS,product,"Construction (45)",1
C_CONW,product,"Re-processing of secondary construction material into aggregates",1
C_TDMO,product,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",1
C_TDFU,product,"Retail sale of automotive fuel",1
C_TDWH,product,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",1
C_TDRT,product,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",1
C_HORE,product,"Hotels and restaurants (55)",1
C_TRAI,product,"Transport via railways",1
C_TLND,product,"Other land transport",1
C_TPIP,product,"Transport via pipelines",1
C_TWAS,product,"Sea and coastal water transport",1
C_TWAI,product,"Inland water transport",1
C_TAIR,product,"Air transport (62)",1
C_TAUX,product,"Supporting and auxiliary transport activities; activities of travel agencies (63)",1
C_PTEL,product,"Post and telecommunications (64)",1
C_FINT,product,"Financial intermediation, except insurance and pension funding (65)",1
C_FINS,product,"Insurance and pension funding, except compulsory social security (66)",1
C_FAUX,product,"Activities auxiliary to financial intermediation (67)",1
C_REAL,product,"Real estate activities (70)",1
C_MARE,product,"Renting of machinery and equipment without operator and of personal and household goods (71)",1
C_COMP,product,"Computer and related activities (72)",1
C_RESD,product,"Research and development (73)",1
C_OBUS,product,"Other business activities (74)",1
C_PADF,product,"Public administration and defence; compulsory social security (75)",1
C_EDUC,product,"Education (80)",1
C_HEAL,product,"Health and social work (85)",1
C_INCF,product,"Incineration of waste: Food",1
C_INCP,product,"Incineration of waste: Paper",1
C_INCL,product,"Incineration of waste: Plastic",1
C_INCM,product,"Incineration of waste: Metals and Inert materials",1
C_INCT,product,"Incineration of waste: Textiles",1
C_INCW,product,"Incineration of waste: Wood",1
C_INCO,product,"Incineration of waste: Oil/Hazardous waste",1
C_BIOF,product,"Biogasification of food waste, incl. land application",1
C_BIOP,product,"Biogasification of paper, incl. land application",1
C_BIOS,product,"Biogasification of sewage slugde, incl. land application",1
C_COMF,product,"Composting of food waste, incl. land application",1
C_COMW,product,"Composting of paper and wood, incl. land application",1
C_WASF,product,"Waste water treatment, food",1
C_WASO,product,"Waste water treatment, other",1
C_LANF,product,"Landfill of waste: Food",1
C_LANP,product,"Landfill of waste: Paper",1
C_LANL,product,"Landfill of waste: Plastic",1
C_LANI,product,"Landfill of waste: Inert/metal/hazardous",1
C_LANT,product,"Landfill of waste: Textiles",1
C_LANW,product,"Landfill of waste: Wood",1
C_ORGA,product,"Activities of membership organisation n.e.c. (91)",1
C_RECR,product,"Recreational, cultural and sporting activities (92)",1
C_OSER,product,"Other service activities (93)",1
C_PRHH,product,"Private households with employed persons (95)",1
C_EXTO,product,"Extra-territorial organizations and bodies",1
value_added,,"Value added, total",0
T_TLSA,value_added,Taxes less subsidies on products purchased: Total,1
V_ONTP,value_added,Other net taxes on production,1
V_WALS,value_added,"Compensation of employees; wages, salaries, & employers' social contributions: Low-skilled",1
V_WAMS,value_added,"Compensation of employees; wages, salaries, & employers' social contributions: Medium-skilled",1
V_WAHS,value_added,"Compensation of employees; wages, salaries, & employers' social contributions: High-skilled",1
V_COFC,value_added,Operating surplus: Consumption of fixed capital,1
V_NOPS,value_added,Operating surplus: Remaining net operating surplus,1
emission,,"Emission, total",0
"Air - Carbon dioxide, fossil",emission,"Air - Carbon dioxide, fossil",1
"Air - Carbon dioxide, biogenic",emission,"Air - Carbon dioxide, biogenic",1
"Air - Dinitrogen monoxide",emission,"Air - Dinitrogen monoxide",1
"Air - Methane, fossil",emission,"Air - Methane, fossil",1
"Air - Methane, biogenic",emission,"Air - Methane, biogenic",1
"Air - HFC as CO2-eq",emission,"Air - HFC as CO2-eq",1
"Air - PFC as CO2-eq",emission,"Air - PFC as CO2-eq",1
"Air - Sulfur hexafluoride",emission,"Air - Sulfur hexafluoride",1
"Air - Nitrogen oxides",emission,"Air - Nitrogen oxides",1
"Air - Sulfur dioxide",emission,"Air - Sulfur dioxide",1
"Air - Ammonia",emission,"Air - Ammonia",1
"Air - NMVOC, non-methane volatile organic compounds",emission,"Air - NMVOC, non-methane volatile organic compounds",1
"Air - Carbon monoxide, fossil",emission,"Air - Carbon monoxide, fossil",1
"Air - CFC as CO2-eq",emission,"Air - CFC as CO2-eq",1
"Air - HCFC as CO2-eq",emission,"Air - HCFC as CO2-eq",1
"Air - Lead",emission,"Air - Lead",1
"Air - Cadmium",emission,"Air - Cadmium",1
"Air - Mercury",emission,"Air - Mercury",1
"Air - Arsenic",emission,"Air - Arsenic",1
"Air - Chromium",emission,"Air - Chromium",1
"Air - Copper",emission,"Air - Copper",1
"Air - Nickel",emission,"Air - Nickel",1
"Air - Selenium",emission,"Air - Selenium",1
"Air - Zinc",emission,"Air - Zinc",1
"Air - Aldrin",emission,"Air - Aldrin",1
"Air - Chlordane",emission,"Air - Chlordane",1
"Air - Kepone",emission,"Air - Kepone",1
"Air - Dieldrin",emission,"Air - Dieldrin",1
"Air - Endrin",emission,"Air - Endrin",1
"Air - Heptachlor",emission,"Air - Heptachlor",1
"Air - Polybrominated biphenyls",emission,"Air - Polybrominated biphenyls",1
"Air - Mirex",emission,"Air - Mirex",1
"Air - Toxaphene",emission,"Air - Toxaphene",1
"Air - Hexachlorocyclohexane",emission,"Air - Hexachlorocyclohexane",1
"Air - DDT",emission,"Air - DDT",1
"Air - Polychlorinated biphenyls",emission,"Air - Polychlorinated biphenyls",1
"Air - Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-",emission,"Air - Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-",1
"Air - Particulates, < 10 um",emission,"Air - Particulates, < 10 um",1
"Air - PAH, polycyclic aromatic hydrocarbons",emission,"Air - PAH, polycyclic aromatic hydrocarbons",1
"Air - Benzene",emission,"Air - Benzene",1
"Air - Butadiene",emission,"Air - Butadiene",1
"Air - Formaldehyde",emission,"Air - Formaldehyde",1
"Air - Particulates, < 2.5 um",emission,"Air - Particulates, < 2.5 um",1
"Air - Furan",emission,"Air - Furan",1
"Air - Benzo(a)pyrene",emission,"Air - Benzo(a)pyrene",1
"Air - Pentabromodiphenyl ether",emission,"Air - Pentabromodiphenyl ether",1
"Air - Benzo(b)fluoranthene",emission,"Air - Benzo(b)fluoranthene",1
"Air - Benzo(k)fluoranthene",emission,"Air - Benzo(k)fluoranthene",1
"Air - Indeno(1,2,3-cd)pyrene",emission,"Air - Indeno(1,2,3-cd)pyrene",1
"Air - Benzene, hexachloro-",emission,"Air - Benzene, hexachloro-",1
"Air - TSP",emission,"Air - TSP",1
"Water - Nitrogen, total",emission,"Water - Nitrogen, total",1
"Water - Phosphorus, total",emission,"Water - Phosphorus, total",1
"Water - BOD5, Biological Oxygen Demand",emission,"Water - BOD5, Biological Oxygen Demand",1
"Soil - Nitrogen, total",emission,"Soil - Nitrogen, total",1
"Soil - Phosphorus, total",emission,"Soil - Phosphorus, total",1
"Soil - Cadmium",emission,"Soil - Cadmium",1
"Soil - Copper",emission,"Soil - Copper",1
"Soil - Zinc",emission,"Soil - Zinc",1
"Soil - Lead",emission,"Soil - Lead",1
"Soil - Mercury",emission,"Soil - Mercury",1
"Soil - Chromium",emission,"Soil - Chromium",1
"Soil - Nickel",emission,"Soil - Nickel",1
"Air - Carbon dioxide, accelerated",emission,"Air - Carbon dioxide, accelerated",1
