code,parent_code,name,level
product,,"product, total",0
C_PARI,product,"Cultivation of paddy rice",1
C_WHEA,product,"Cultivation of wheat",1
C_OCER,product,"Cultivation of cereal grains nec",1
C_FVEG,product,"Cultivation of vegetables, fruit, nuts",1
C_OILS,product,"Cultivation of oil seeds",1
C_SUGB,product,"Cultivation of sugar cane, sugar beet",1
C_FIBR,product,"Cultivation of plant-based fibers",1
C_OTCR,product,"Cultivation of crops nec",1
C_CATL,product,"Cattle farming",1
C_PIGS,product,"Pigs farming",1
C_PLTR,product,"Poultry farming",1
C_OMEA,product,"Meat animals nec",1
C_OANP,product,"Animal products nec",1
C_MILK,product,"Raw milk",1
C_WOOL,product,"Wool, silk-worm cocoons",1
C_MANC,product,"Manure treatment (conventional), storage and land application",1
C_MANB,product,"Manure treatment (biogas), storage and land application",1
C_FORE,product,"Forestry, logging and related service activities (02)",1
C_FISH,product,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",1
C_COAL,product,"Mining of coal and lignite; extraction of peat (10)",1
C_COIL,product,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",1
C_GASE,product,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",1
C_OGPL,product,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",1
C_ORAN,product,"Mining of uranium and thorium ores (12)",1
C_IRON,product,"Mining of iron ores",1
C_COPO,product,"Mining of copper ores and concentrates",1
C_NIKO,product,"Mining of nickel ores and concentrates",1
C_ALUO,product,"Mining of aluminium ores and concentrates",1
C_PREO,product,"Mining of precious metal ores and concentrates",1
C_LZTO,product,"Mining of lead, zinc and tin ores and concentrates",1
C_ONFO,product,"Mining of other non-ferrous metal ores and concentrates",1
C_STON,product,"Quarrying of stone",1
C_SDCL,product,"Quarrying of sand and clay",1
C_CHMF,product,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",1
C_PCAT,product,"Processing of meat cattle",1
C_PPIG,product,"Processing of meat pigs",1
C_PPLT,product,"Processing of meat poultry",1
C_POME,product,"Production of meat products nec",1
C_VOIL,product,"Processing vegetable oils and fats",1
C_DAIR,product,"Processing of dairy products",1
C_RICE,product,"Processed rice",1
C_SUGR,product,"Sugar refining",1
C_OFOD,product,"Processing of Food products nec",1
C_BEVR,product,"Manufacture of beverages",1
C_FSHP,product,"Manufacture of fish products",1
C_TOBC,product,"Manufacture of tobacco products (16)",1
C_TEXT,product,"Manufacture of textiles (17)",1
C_GARM,product,"Manufacture of wearing apparel; dressing and dyeing of fur (18)",1
C_LETH,product,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",1
C_WOOD,product,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",1
C_WOOW,product,"Re-processing of secondary wood material into new wood material",1
C_PULP,product,"Pulp",1
C_PAPR,product,"Re-processing of secondary paper into new pulp",1
C_PAPE,product,"Paper",1
C_MDIA,product,"Publishing, printing and reproduction of recorded media (22)",1
C_COKE,product,"Manufacture of coke oven products",1
C_REFN,product,"Petroleum Refinery",1
C_NUCF,product,"Processing of nuclear fuel",1
