flowobject_from,flowobject_to,classification_from,classification_to,comment,skos_uri
fi,200,bonsai_v2_0,eb10,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_88,1,bonsai_v2_0,eb10,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_892,1,bonsai_v2_0,eb10,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_893,1,bonsai_v2_0,eb10,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_854,1,bonsai_v2_0,eb10,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_83129,10,bonsai_v2_0,eb10,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_81,10.1,bonsai_v2_0,eb10,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_811,10.1.1.1,bonsai_v2_0,eb10,ambiguous many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_812,10.1.1.1,bonsai_v2_0,eb10,ambiguous many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_813,10.1.1.1,bonsai_v2_0,eb10,ambiguous many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_83912,10.1.1.1,bonsai_v2_0,eb10,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
fi_814,10.1.1.2,bonsai_v2_0,eb10,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
fi_8392,10.1.1.2,bonsai_v2_0,eb10,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
fi_814,10.1.1.2.1,bonsai_v2_0,eb10,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
fi_8392,10.1.1.2.1,bonsai_v2_0,eb10,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
fi_814,10.1.1.2.2,bonsai_v2_0,eb10,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
fi_8392,10.1.1.2.2,bonsai_v2_0,eb10,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
fi_83912,10.1.1.2.3,bonsai_v2_0,eb10,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_8344,10.1.1.2.4,bonsai_v2_0,eb10,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_8344,10.1.2,bonsai_v2_0,eb10,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_8311,10.2,bonsai_v2_0,eb10,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_82,10.2.1,bonsai_v2_0,eb10,ambiguous many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_8311,10.2.1,bonsai_v2_0,eb10,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
fi_83121,10.2.1,bonsai_v2_0,eb10,ambiguous many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_821,10.2.1.1,bonsai_v2_0,eb10,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_822,10.2.1.2,bonsai_v2_0,eb10,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_823,10.2.1.2,bonsai_v2_0,eb10,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_824,10.2.1.2,bonsai_v2_0,eb10,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_8311,10.2.1.3,bonsai_v2_0,eb10,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
fi_8312,10.2.1.3,bonsai_v2_0,eb10,ambiguous many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_8319,10.2.1.3,bonsai_v2_0,eb10,ambiguous many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_836,10.2.2,bonsai_v2_0,eb10,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_837,10.2.2,bonsai_v2_0,eb10,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_83812,10.2.2,bonsai_v2_0,eb10,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_8596,10.2.2.1,bonsai_v2_0,eb10,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_832,10.3.1.1,bonsai_v2_0,eb10,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_833,10.3.1.2,bonsai_v2_0,eb10,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_8342,10.3.1.3,bonsai_v2_0,eb10,ambiguous many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_8343,10.3.1.3,bonsai_v2_0,eb10,ambiguous many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_8393,10.3.1.3,bonsai_v2_0,eb10,ambiguous many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_8344,10.3.1.3,bonsai_v2_0,eb10,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
fi_894,10.3.2.1,bonsai_v2_0,eb10,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
fi_941,10.3.2.1,bonsai_v2_0,eb10,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
fi_942,10.3.2.1,bonsai_v2_0,eb10,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
