flowobject_from,flowobject_to,classification_from,classification_to,comment,skos_uri
fi_11010,11010-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_11020,11020-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_11030,11030-1,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_11040,11030-2,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_11050,11040-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_12010,12010-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_12020,12020-1,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2612_20,13000-1,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2601_11,14100-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_14210,14210-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_14220,14220-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_14230,14230-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_14240,14240-1,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2616_10,14240-2,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_41330,14240-3,bonsai_v2_0,undata_ics,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_2609_00,14290-1,bonsai_v2_0,undata_ics,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_2607_00,14290-2,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2609_00,14290-3,bonsai_v2_0,undata_ics,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_2610_00,14290-4,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2613_10,14290-5,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_2613_90,14290-5,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_15110,15110-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_37610,15120-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_6802_93,15130-1,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_15200,15200-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_15310,15310-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_15320,15320-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_15400,15400-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_1611,16110-1,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_34631,16110-2,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_34632,16110-2,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_34646,16110-2,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_2529_21,16190-1,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_2529_22,16190-1,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_2511_10,16190-2,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_2511_20,16190-2,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_16200,16200-1,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_16310,16310-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_16320,16320-1,bonsai_v2_0,undata_ics,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_16320,16320-2,bonsai_v2_0,undata_ics,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
fi_2513_20,16320-2,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_16330,16330-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2519_10,16390-1,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_2519_90,16390-1,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_2504_10,16390-2,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_2504_90,16390-2,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_2524_10,16390-3,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_2524_90,16390-3,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_2506_10,16390-4,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2526_10,16390-5,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_2526_20,16390-5,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_17100,17100-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_33429_1,17200-1,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_17200_3,17200-2,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_21182_2,21110-1,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_21189_1,21110-1,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_21189_2,21110-1,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_21113,21110-2,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_21115,21110-3,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2112,21120-1,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_21181,21131-1,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_21184,21132-1,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2122,21220-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2123,21230-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2124,21240-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2131,21310-0,bonsai_v2_0,undata_ics,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2132,21400-0,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_2143,21400-0,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_21439,21400-0,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_21431_1,21400-1,bonsai_v2_0,undata_ics,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
