flowobject_from,flowobject_to,classification_from,classification_to,comment,skos_uri
1,F0001,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
15,0111,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
16,2311,fcl,cpc_2_1,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
16,2313,fcl,cpc_2_1,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
17,39120.01,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
18,2371,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
19,23140.01,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
20,2341,fcl,cpc_2_1,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
20,23490.90,fcl,cpc_2_1,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
21,23140.02,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
22,2342,fcl,cpc_2_1,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
22,2343,fcl,cpc_2_1,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
23,23220.01,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
24,23220.02,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
26,24230.01,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
27,0113,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
28,23162,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
29,23161.01,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
31,23161.02,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
32,23161.03,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
33,39130.01,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
34,23220.03,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
35,39120.02,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
36,21691.01,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
37,21910.01,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
38,23120.01,fcl,cpc_2_1,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
38,23130,fcl,cpc_2_1,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
39,24230.02,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
41,23140.03,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
44,0115,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
45,23140.04,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
46,23140.05,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
47,39120.03,fcl,cpc_2_1,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
48,23120.02,fcl,cpc_2_1,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
