flowobject_from,flowobject_to,classification_from,classification_to,comment,skos_uri
fi_37440,2.A.1,bonsai_v2_0,unfccc_prodvol,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_37420,2.A.2,bonsai_v2_0,unfccc_prodvol,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2521_00,2.A.3,bonsai_v2_0,unfccc_prodvol,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_2518_10,2.A.3,bonsai_v2_0,unfccc_prodvol,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_37310,2.A.4.a,bonsai_v2_0,unfccc_prodvol,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_37320,2.A.4.a,bonsai_v2_0,unfccc_prodvol,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_37330,2.A.4.a,bonsai_v2_0,unfccc_prodvol,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_37340,2.A.4.a,bonsai_v2_0,unfccc_prodvol,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_37350,2.A.4.a,bonsai_v2_0,unfccc_prodvol,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_37360,2.A.4.a,bonsai_v2_0,unfccc_prodvol,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_37370,2.A.4.a,bonsai_v2_0,unfccc_prodvol,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_2836_20,2.A.4.b,bonsai_v2_0,unfccc_prodvol,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_2519_10,2.A.4.c,bonsai_v2_0,unfccc_prodvol,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
fi_2519_90,2.A.4.c,bonsai_v2_0,unfccc_prodvol,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
fi_37930,2.A.5,bonsai_v2_0,unfccc_prodvol,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_37930,2.A.6,bonsai_v2_0,unfccc_prodvol,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_37111,2.A.7.a,bonsai_v2_0,unfccc_prodvol,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_34651,2.B.1,bonsai_v2_0,unfccc_prodvol,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_34233,2.B.2,bonsai_v2_0,unfccc_prodvol,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2917_12,2.B.3,bonsai_v2_0,unfccc_prodvol,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2849_10,2.B.4,bonsai_v2_0,unfccc_prodvol,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_2849_20,2.B.4.a,bonsai_v2_0,unfccc_prodvol,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_34170,2.B.4.b,bonsai_v2_0,unfccc_prodvol,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_34110,2.B.4.c,bonsai_v2_0,unfccc_prodvol,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2849_10,2.B.5,bonsai_v2_0,unfccc_prodvol,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_2803_00,2.B.5.a,bonsai_v2_0,unfccc_prodvol,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_2849_20,2.B.5.b,bonsai_v2_0,unfccc_prodvol,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_2903_15,2.B.5.c,bonsai_v2_0,unfccc_prodvol,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_2902_50,2.B.5.d,bonsai_v2_0,unfccc_prodvol,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_2905_11,2.B.5.e,bonsai_v2_0,unfccc_prodvol,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_3206_11,2.B.6,bonsai_v2_0,unfccc_prodvol,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2836_20,2.B.7,bonsai_v2_0,unfccc_prodvol,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_2905_11,2.B.8.a,bonsai_v2_0,unfccc_prodvol,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_2901_21,2.B.8.b,bonsai_v2_0,unfccc_prodvol,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2903_15,2.B.8.c,bonsai_v2_0,unfccc_prodvol,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_2910_10,2.B.8.d,bonsai_v2_0,unfccc_prodvol,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2926_10,2.B.8.e,bonsai_v2_0,unfccc_prodvol,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
fi_2803_00,2.B.8.f,bonsai_v2_0,unfccc_prodvol,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
fi_2902_50,2.B.8.g.i,bonsai_v2_0,unfccc_prodvol,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
