# p(code_units), e(code_units) => first two columns, plus original columns afterward
# system=fm^-4 => code, pFactor=2.612195e-04, eFactor=2.612195e-04
# p (code_units),epsilon (code_units),n,mu,col4,cs2,phase
8.365315e-09,2.864536e-06,0.014491324736644837,312,0.,0.005130467453169821,2SC
4.818349e-08,1.062566e-05,0.053494121980092645,314,0.,0.005130467453169821,2SC
1.650246e-07,2.864989e-05,0.14346370549257495,316,0.,0.006482446647511927,2SC
4.691795e-07,7.327570e-05,0.3645211798462716,318,0.,0.006815672397174686,2SC
1.116675e-06,1.299770e-04,0.6428688259797,320,0.,0.011419419470138347,2SC
2.067534e-06,1.712700e-04,0.8434151860152213,322,0.,0.023027126298358545,2SC
3.245482e-06,2.049249e-04,1.0048514641591249,324,0.,0.03500077265621835,2SC
4.609905e-06,2.330125e-04,1.1380474711383621,326,0.,0.04857743845633498,2SC
6.131979e-06,2.576673e-04,1.253730477216063,328,0.,0.06173526381068628,2SC
7.790693e-06,2.793144e-04,1.354288743462648,330,0.,0.07662534813354707,2SC
9.569648e-06,2.987625e-04,1.443784191181425,332,0.,0.09147187618407689,2SC
1.145893e-05,3.164142e-04,1.524305330112282,334,0.,0.10703068890668292,2SC
1.344438e-05,3.325614e-04,1.5973425511661554,336,0.,0.12295991528475579,2SC
1.551638e-05,3.474203e-04,1.6640138553278052,338,0.,0.13944491533144945,2SC
1.767040e-05,3.611624e-04,1.725218777207394,340,0.,0.1567467978857971,2SC
1.989918e-05,3.739296e-04,1.7816828965273848,342,0.,0.1745696845362728,2SC
2.219684e-05,3.858464e-04,1.8340348556000476,344,0.,0.19280875984983278,2SC
2.455896e-05,3.970202e-04,1.8828146981700797,346,0.,0.2113979320588394,2SC
2.698098e-05,4.075468e-04,1.928493270232337,348,0.,0.23008666206342387,2SC
2.945953e-05,4.175212e-04,1.9715201866718444,350,0.,0.2484893583053709,2SC
3.199119e-05,4.269881e-04,2.0121473460445056,352,0.,0.26742471151162883,2SC
