athlete_id,athlete_name,team_abbr,points_total,weeks,ppg
3117251,Christian McCaffrey,SF,148.0,6,24.666666666666668
3139477,Patrick Mahomes,KC,146.76,6,24.459999999999997
4242335,Jonathan Taylor,IND,143.0,6,23.833333333333332
4426515,Puka Nacua,LAR,138.8,6,23.133333333333336
4430878,Jaxon Smith-Njigba,SEA,128.7,6,21.45
4374302,Amon-Ra St. Brown,DET,126.1,6,21.016666666666666
4040715,Jalen Hurts,PHI,124.38,6,20.73
4429160,De'Von Achane,MIA,123.5,6,20.583333333333332
3052587,Baker Mayfield,TB,123.36,6,20.56
4431452,Drake Maye,NE,121.88,6,20.313333333333333
2577417,Dak Prescott,DAL,121.57999999999998,6,20.263333333333332
4426354,George Pickens,DAL,120.5,6,20.083333333333332
3918298,Josh Allen,BUF,117.88,5,23.576
3917792,Daniel Jones,IND,117.68,6,19.613333333333333
4361579,Javonte Williams,DAL,111.89999999999999,6,18.65
4362628,Ja'Marr Chase,CIN,111.4,6,18.566666666666666
3046779,Jared Goff,DET,107.19999999999999,6,17.866666666666664
12483,Matthew Stafford,LAR,107.06,6,17.843333333333334
4038941,Justin Herbert,LAC,105.22,6,17.536666666666665
4567750,Emeka Egbuka,TB,104.8,6,17.466666666666665
4047365,Josh Jacobs,GB,104.5,5,20.9
4429795,Jahmyr Gibbs,DET,103.2,6,17.2
3912547,Sam Darnold,SEA,101.64,6,16.94
4430737,Kyren Williams,LAR,101.3,6,16.883333333333333
4569618,Garrett Wilson,NYJ,99.5,6,16.583333333333332
4242355,Jake Ferguson,DAL,98.5,6,16.416666666666668
4696981,Cam Skattebo,NYG,97.3,6,16.216666666666665
4426338,Bo Nix,DEN,95.48,6,15.913333333333334
4360310,Trevor Lawrence,JAX,94.46000000000001,6,15.743333333333334
3916387,Lamar Jackson,BAL,93.36,4,23.34
4890973,Ashton Jeanty,LV,91.7,6,15.283333333333333
4379399,James Cook,BUF,91.0,4,22.75
3929630,Saquon Barkley,PHI,89.2,6,14.866666666666667
4036378,Jordan Love,GB,89.16,5,17.832
3126486,Deebo Samuel,WSH,88.6,5,17.72
4430807,Bijan Robinson,ATL,88.4,4,22.1
4038815,Rico Dowdle,CAR,87.6,6,14.6
4428718,Tre Tucker,LV,86.5,6,14.416666666666666
4429025,Quentin Johnston,LAC,86.4,5,17.28
4372016,Jaylen Waddle,MIA,86.32,6,14.386666666666665
4426339,Spencer Rattler,NO,85.98,6,14.33
4362887,Justin Fields,NYJ,85.46000000000001,5,17.092000000000002
4239996,Travis Etienne Jr.,JAX,84.9,6,14.15
4431459,Tyler Warren,IND,84.6,6,14.1
4361307,Trey McBride,ARI,83.7,6,13.950000000000001
16800,Davante Adams,LAR,83.60000000000001,6,13.933333333333335
3128429,Courtland Sutton,DEN,83.2,6,13.866666666666667
15818,Keenan Allen,LAC,82.60000000000001,6,13.766666666666667
4431611,Caleb Williams,CHI,82.08,4,20.52
4685720,Bryce Young,CAR,81.9,6,13.65
