# p(code_units), e(code_units) => first two columns, plus original columns afterward
# system=fm^-4 => code, pFactor=2.612195e-04, eFactor=2.612195e-04
# p (code_units),epsilon (code_units),n,mu,col4,cs2,phase
7.318924e-09,2.801543e-06,0.014168309405552016,312,0.,0.0052350071540753895,2SC
4.551669e-08,1.009815e-05,0.05083729986150869,314,0.,0.0052350071540753895,2SC
1.531863e-07,2.556238e-05,0.12803876487255952,316,0.,0.00696249304132776,2SC
4.061285e-07,5.778549e-05,0.2877450900190745,318,0.,0.007849713762562417,2SC
9.172879e-07,1.046292e-04,0.5180176342536686,320,0.,0.010912014033291449,2SC
1.706823e-06,1.453985e-04,0.7165306253131665,322,0.,0.019365938332950687,2SC
2.721179e-06,1.783660e-04,0.8754247919882183,324,0.,0.030768339706267838,2SC
3.923228e-06,2.072179e-04,1.0128769340794992,326,0.,0.041662761204052295,2SC
5.287808e-06,2.324938e-04,1.132013457272592,328,0.,0.05398737297383735,2SC
6.794484e-06,2.550118e-04,1.2370848663096703,330,0.,0.0669097492638549,2SC
8.427497e-06,2.753736e-04,1.3311942740075224,332,0.,0.08020001953129273,2SC
1.017396e-05,2.939213e-04,1.4161194012756357,334,0.,0.09416037999365993,2SC
1.202344e-05,3.109623e-04,1.4936014450365613,336,0.,0.1085311356427806,2SC
1.396733e-05,3.267685e-04,1.5646313031385517,338,0.,0.12298249569897157,2SC
1.599897e-05,3.406096e-04,1.6260346549991354,340,0.,0.14678378168087505,2SC
1.810824e-05,3.550590e-04,1.6905283912076874,342,0.,0.1459758678725521,2SC
2.029308e-05,3.678131e-04,1.746665072565093,344,0.,0.17130577535914862,2SC
2.254597e-05,3.797524e-04,1.7988428634980056,346,0.,0.18869391124296456,2SC
2.486367e-05,3.910308e-04,1.8478473440770493,348,0.,0.2055012054054072,2SC
2.724243e-05,4.016606e-04,1.8937405453305733,350,0.,0.22378183561883416,2SC
2.967563e-05,4.117403e-04,1.9369955601528646,352,0.,0.24139456173718155,2SC
3.216342e-05,4.213319e-04,1.9779266273954899,354,0.,0.2593733729519097,2SC
3.470278e-05,4.304973e-04,2.016833398410485,356,0.,0.2770575523309789,2SC
3.728876e-05,4.392927e-04,2.053964913704355,358,0.,0.29401449609495783,2SC
3.992182e-05,4.477649e-04,2.089551647504119,360,0.,0.3107879950625109,2SC
4.259917e-05,4.559584e-04,2.123794086027883,362,0.,0.32676609060697365,2SC
4.531923e-05,4.638922e-04,2.1568673372691474,364,0.,0.34284576722531196,2SC
4.808058e-05,4.716511e-04,2.188899576789921,366,0.,0.35589420884219813,2SC
5.088229e-05,4.792308e-04,2.2201096352593583,368,0.,0.36963102903343353,2SC
5.372304e-05,4.866533e-04,2.2505287567793233,370,0.,0.3827227311173769,2SC
5.660196e-05,4.939496e-04,2.280286709896974,372,0.,0.39457357695658,2SC
5.951842e-05,5.011400e-04,2.309472672325918,374,0.,0.40560374735622023,2SC
6.247173e-05,5.082426e-04,2.3381646628348722,376,0.,0.41580777832906,2SC
6.546117e-05,5.152728e-04,2.366428258043472,378,0.,0.4252308896141397,2SC
6.848612e-05,5.224117e-04,2.3950607710883127,380,0.,0.42372616729102414,2SC
7.154635e-05,5.291699e-04,2.4218980024465786,382,0.,0.45281732119218543,2SC
7.464203e-05,5.360509e-04,2.4491636192314075,384,0.,0.44988749002718004,2SC
7.777126e-05,5.429209e-04,2.4762621179672357,386,0.,0.45549487067755134,2SC
8.093546e-05,5.497643e-04,2.5031251415497153,388,0.,0.46236671196284207,2SC
8.413525e-05,5.565948e-04,2.529813376928097,390,0.,0.4684598910768619,2SC
8.736515e-05,5.634154e-04,2.5563168022054947,392,0.,0.47354989017558985,2SC
9.063051e-05,5.702521e-04,2.5827741563773943,394,0.,0.4776250485945352,2SC
9.393014e-05,5.770852e-04,2.6090892290777816,396,0.,0.4828859762738791,2SC
9.726181e-05,5.839299e-04,2.635318169064517,398,0.,0.4867533914337202,2SC
1.006276e-04,5.907881e-04,2.6614776600537033,400,0.,0.49076674278682825,2SC
1.040269e-04,5.976810e-04,2.687612412426791,402,0.,0.49315688769878674,2SC
1.074586e-04,6.045614e-04,2.713639048393095,404,0.,0.4987681527045819,2SC
1.109234e-04,6.114831e-04,2.7396655892009476,406,0.,0.5005672766206937,2SC
1.144229e-04,6.184301e-04,2.7656714314147526,408,0.,0.5037446812865131,2SC
1.179533e-04,6.254077e-04,2.79166253224383,410,0.,0.5059558537145292,2SC
1.215212e-04,6.324122e-04,2.8176435061673883,412,0.,0.5093808792340845,2SC
1.251143e-04,6.394578e-04,2.843628137556871,414,0.,0.5099733796274393,2SC
1.287448e-04,6.465339e-04,2.869619963731462,416,0.,0.5130718517345466,2SC
1.324077e-04,6.536465e-04,2.8956345614694197,418,0.,0.5149909336945384,2SC
1.361039e-04,6.608098e-04,2.921688963471775,420,0.,0.5159919321536812,2SC
1.398335e-04,6.679881e-04,2.9476925261337814,422,0.,0.5195592634734796,2SC
1.435960e-04,6.752188e-04,2.9737645955455263,424,0.,0.5203534886116215,2SC
1.473917e-04,6.824914e-04,2.999867121911175,426,0.,0.5219070227812345,2SC
1.512206e-04,6.898067e-04,3.0260034896762367,428,0.,0.5234204190152364,2SC
1.550827e-04,6.971660e-04,3.052176854753371,430,0.,0.5247834498250804,2SC
1.589782e-04,7.045696e-04,3.0783900191808886,432,0.,0.5261612358175937,2SC
1.629069e-04,7.120190e-04,3.1046449647615506,434,0.,0.5273905249287432,2SC
1.668690e-04,7.195146e-04,3.1309446545143924,436,0.,0.5285893986027296,2SC
1.708647e-04,7.270838e-04,3.1573984977783054,438,0.,0.5278867324482397,2SC
1.748940e-04,7.347620e-04,3.184148329762799,440,0.,0.5247783773858472,2SC
1.789577e-04,7.425225e-04,3.2110833910741396,442,0.,0.5236279332912862,2SC
1.832116e-04,7.502021e-04,3.238173419487524,444,0.,0.5539275939133614,2SC
1.871880e-04,7.582649e-04,3.2654010000127744,446,0.,0.4931739937748428,2SC
1.913555e-04,7.662412e-04,3.292758344449567,448,0.,0.5224845393532715,2SC
1.955571e-04,7.742858e-04,3.3202382146454905,450,0.,0.5222971724561145,2SC
1.997940e-04,7.824043e-04,3.347862371894236,452,0.,0.5218871098805167,2SC
2.040661e-04,7.905756e-04,3.3755462242667553,454,0.,0.5228146186301464,2SC
2.083735e-04,7.988200e-04,3.403367907518165,456,0.,0.5224556882983074,2SC
2.127162e-04,8.071235e-04,3.4312974738828843,458,0.,0.5230080854526866,2SC
2.170947e-04,8.155051e-04,3.4593326838523293,460,0.,0.5223883789240094,2SC
2.215088e-04,8.239459e-04,3.4874728755079594,462,0.,0.522946094985635,2SC
2.259590e-04,8.324517e-04,3.515716280456437,464,0.,0.5231949346920726,2SC
2.304444e-04,8.410230e-04,3.5440596882727102,466,0.,0.5233084074467129,2SC
2.349663e-04,8.496591e-04,3.572503533138643,468,0.,0.5236061150795681,2SC
2.395269e-04,8.583575e-04,3.601045871580778,470,0.,0.5242945922754078,2SC
2.441189e-04,8.671263e-04,3.6296877752610395,472,0.,0.5236820908003619,2SC
2.489075e-04,1.109071e-03,4.50879741212994,474,0.,0.019792080219881762,CFL
2.546619e-04,1.120713e-03,4.547370544158755,476,0.,0.49427220933572574,CFL
2.604653e-04,1.132398e-03,4.585924329939811,478,0.,0.49664066985575556,CFL
2.663176e-04,1.144127e-03,4.624461033254074,480,0.,0.49896251041267115,CFL
2.722190e-04,1.155901e-03,4.6629828954638715,482,0.,0.5012380368327557,CFL
2.781693e-04,1.167719e-03,4.701491834007291,484,0.,0.5034714727268932,CFL
2.841685e-04,1.179583e-03,4.739989497461223,486,0.,0.5056664506252898,CFL
2.902166e-04,1.191493e-03,4.778477965256362,488,0.,0.5078173589167356,CFL
2.963136e-04,1.203450e-03,4.81695861031499,490,0.,0.5099335938448492,CFL
3.024595e-04,1.215453e-03,4.855433497068789,492,0.,0.5120060831569976,CFL
3.086544e-04,1.227504e-03,4.893903744723314,494,0.,0.5140474798730549,CFL
3.148981e-04,1.239603e-03,4.93237088676638,496,0.,0.5160523988708899,CFL
3.211907e-04,1.251751e-03,4.970836202092947,498,0.,0.518024362397461,CFL
3.275321e-04,1.263947e-03,5.009301128276405,500,0.,0.5199613552975054,CFL
3.339225e-04,1.276192e-03,5.047766794089118,502,0.,0.5218676653480427,CFL
3.403617e-04,1.288486e-03,5.086234419068182,504,0.,0.5237421788138313,CFL
3.468499e-04,1.300831e-03,5.124705081384246,506,0.,0.5255870064848513,CFL
3.533869e-04,1.313226e-03,5.163179817917114,508,0.,0.5274028017916264,CFL
3.599728e-04,1.325671e-03,5.201659726546424,510,0.,0.5291888777767046,CFL
3.666076e-04,1.338167e-03,5.240145715363087,512,0.,0.5309479791454107,CFL
3.732914e-04,1.350714e-03,5.278638550538924,514,0.,0.5326822240006248,CFL
3.800240e-04,1.363313e-03,5.317139402267789,516,0.,0.5343861602912772,CFL
3.868056e-04,1.375964e-03,5.355649050076215,518,0.,0.5360653178736234,CFL
3.936361e-04,1.388667e-03,5.3941679214589335,520,0.,0.5377247821730501,CFL
