# p(code_units), e(code_units) => first two columns, plus original columns afterward
# system=fm^-4 => code, pFactor=2.612195e-04, eFactor=2.612195e-04
# p (code_units),epsilon (code_units),n,mu,col4,cs2,phase
4.005156e-04,1.401422e-03,5.432697247143666,522,0.,0.539353488238011,CFL
4.074441e-04,1.414229e-03,5.471237586049696,524,0.,0.5409609489804265,CFL
4.144215e-04,1.427090e-03,5.509789608343632,526,0.,0.5425457641932473,CFL
4.214480e-04,1.440004e-03,5.5483543742523205,528,0.,0.5441025706853777,CFL
4.285235e-04,1.452971e-03,5.586931449277988,530,0.,0.5456526230443949,CFL
4.356480e-04,1.465992e-03,5.625522552053026,532,0.,0.5471656498315823,CFL
4.428215e-04,1.479066e-03,5.664127900427367,534,0.,0.5486629868237859,CFL
4.500441e-04,1.492195e-03,5.70274803811096,536,0.,0.5501401818757429,CFL
4.573158e-04,1.505378e-03,5.741383484777063,538,0.,0.5515977193496912,CFL
4.646366e-04,1.518615e-03,5.780034866057375,540,0.,0.5530342158975706,CFL
4.720066e-04,1.531908e-03,5.818702566300201,542,0.,0.5544532668242579,CFL
4.794257e-04,1.545255e-03,5.85738718884877,544,0.,0.5558518642101506,CFL
4.868940e-04,1.558657e-03,5.896089143175531,546,0.,0.5572329272310785,CFL
4.944114e-04,1.572115e-03,5.934808855227869,548,0.,0.5585963518890767,CFL
5.019781e-04,1.585628e-03,5.973546410502853,550,0.,0.5599472133261345,CFL
5.095940e-04,1.599198e-03,6.012303681585383,552,0.,0.5612597289944368,CFL
5.172592e-04,1.612823e-03,6.051078954749312,554,0.,0.5625859926000568,CFL
5.249737e-04,1.626504e-03,6.089873999256877,556,0.,0.5638756823849667,CFL
5.327375e-04,1.640241e-03,6.12868849004203,558,0.,0.565159292567584,CFL
5.405506e-04,1.654035e-03,6.167523915815579,560,0.,0.5664105119367089,CFL
5.484131e-04,1.667886e-03,6.206379920528963,562,0.,0.5676563629098397,CFL
5.563250e-04,1.681793e-03,6.245255678033597,564,0.,0.5689038838332093,CFL
5.642863e-04,1.695758e-03,6.284153273245998,566,0.,0.5701105622344482,CFL
5.722970e-04,1.709779e-03,6.323071974966805,568,0.,0.5713181538765936,CFL
5.803572e-04,1.723858e-03,6.3620127048478565,570,0.,0.57250175602568,CFL
5.884670e-04,1.737995e-03,6.4009754194137995,572,0.,0.5736762253587311,CFL
5.966262e-04,1.752189e-03,6.4399603908052265,574,0.,0.5748368980156299,CFL
6.048350e-04,1.766440e-03,6.478968123199999,576,0.,0.5759804558156356,CFL
6.130934e-04,1.780750e-03,6.517998528882215,578,0.,0.5771157465660804,CFL
6.214014e-04,1.795118e-03,6.557051469256341,580,0.,0.5782436776618585,CFL
6.297591e-04,1.809544e-03,6.5961291217054345,582,0.,0.5793299950989726,CFL
6.381664e-04,1.824029e-03,6.63523005777883,584,0.,0.58042822152885,CFL
6.466234e-04,1.838572e-03,6.67435409524598,586,0.,0.5815200831653031,CFL
6.551302e-04,1.853174e-03,6.71350220338366,588,0.,0.5825885570244267,CFL
6.636867e-04,1.867834e-03,6.75267500945295,590,0.,0.5836387742929863,CFL
6.722931e-04,1.882554e-03,6.79187258833311,592,0.,0.5846790417819208,CFL
6.809492e-04,1.897332e-03,6.831093581097086,594,0.,0.5857309087433392,CFL
6.896553e-04,1.912170e-03,6.870339957021143,596,0.,0.5867448301015359,CFL
6.984112e-04,1.927068e-03,6.909611480268468,598,0.,0.5877536222812613,CFL
