Time (s),Filtre IIR 1/PRESSION 1/IIR filter - U34609-009 (bar),Formules simples 2/PRESSION 2 - U34609-021 (bar),Formules simples 3/PRESSION 3 - U34609-022 (bar)
13.59434000,-0.29679137468338,-0.251136839389801,-0.873315036296845
13.59435000,-0.308447480201721,-0.159755051136017,-0.779686272144318
13.59436000,-0.311189413070679,0.000177905894815922,-0.823387622833252
13.59437000,-0.305373787879944,-0.0225934162735939,-0.893416464328766
13.59438000,-0.301176995038986,-0.0303617566823959,-0.739009082317352
13.59439000,-0.298474133014679,-0.0112670557573438,-0.633995413780212
13.59440000,-0.294128656387329,0.00474402913823724,-0.758102416992188
13.59441000,-0.296164244413376,-0.051531970500946,-0.749030113220215
13.59442000,-0.295030802488327,-0.298339903354645,-0.845801532268524
13.59443000,-0.294021010398865,-0.208381310105324,-0.669751048088074
13.59444000,-0.30225545167923,-0.236608266830444,-0.503602981567383
13.59445000,-0.303982019424438,-0.231745630502701,-0.690979063510895
13.59446000,-0.305528730154038,-0.252915859222412,-0.466957926750183
13.59447000,-0.296405434608459,-0.297509700059891,-0.595690011978149
13.59448000,-0.285514861345291,-0.154477313160896,-0.597468972206116
13.59449000,-0.282710552215576,-0.281735777854919,-0.517478287220001
13.59450000,-0.284058004617691,-0.126843363046646,-0.596638798713684
13.59451000,-0.281647354364395,-0.0632141306996345,-0.424145996570587
13.59452000,-0.27683624625206,-0.071931280195713,-0.440867573022842
13.59453000,-0.28408220410347,-0.28464150428772,-0.440571069717407
