location_from,location_to,classification_from,classification_to,comment,skos_uri
world,world,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AF,004,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AX,248,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AL,008,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
DZ,012,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AS,016,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AD,020,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AO,024,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AI,660,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AQ,010,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AG,028,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AR,032,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AM,051,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AW,533,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AU,036,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AT,040,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AZ,031,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BS,044,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BH,048,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BD,050,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BB,052,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BY,112,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BE,056,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BZ,084,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BJ,204,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BM,060,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BT,064,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BO,068,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BQ,535,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BA,070,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BW,072,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BR,076,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IO,086,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BN,096,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BG,100,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BF,854,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BI,108,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KH,116,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CM,120,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CA,124,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CV,132,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KY,136,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CF,140,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TD,148,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CL,152,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CN,156,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CX,162,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CC,166,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CO,170,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KM,174,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CG,178,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CD,180,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CK,184,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CR,188,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CI,384,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
HR,191,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CU,192,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CW,531,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CY,196,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CZ,203,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
DK,208,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
DJ,262,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
DM,212,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
DO,214,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
EC,218,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
EG,818,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SV,222,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GQ,226,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ER,232,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
EE,233,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SZ,748,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ET,231,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FK,238,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FO,234,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FJ,242,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FI,246,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FR,250,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GF,254,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PF,258,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TF,260,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GA,266,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GM,270,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GE,268,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
DE,276,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GH,288,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GI,292,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GR,300,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GL,304,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GD,308,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GP,312,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GU,316,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GT,320,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GG,831,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GN,324,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GW,624,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GY,328,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
HT,332,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
HM,334,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
VA,336,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
HN,340,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
HK,344,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
HU,348,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IS,352,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IN,356,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ID,360,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IR,364,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IQ,368,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IE,372,bonsai_v2_0,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
