code,name
0660,Afghanistan
0070,Albania
0208,Algeria
0830,American Samoa
0043,Andorra
0330,Angola
0446,Anguilla
0891,Antarctica
0459,Antigua and Barbuda
0528,Argentina
0077,Armenia
0474,Aruba
0800,Australia
0038,Austria
0078,Azerbaijan
0453,Bahamas
0640,Bahrain
0666,Bangladesh
0469,Barbados
0073,Belarus
0017,Belgium
0421,Belize
0284,Benin
0413,Bermuda
0675,Bhutan
0516,Bolivia
0477,"Bonaire, Saint Eustatius and Saba"
0093,Bosnia and Herzegovina
0391,Botswana
0892,Bouvet Island
0508,Brazil
0357,British Indian Ocean Territory
0468,British Virgin Islands
0703,Brunei Darussalam
0068,Bulgaria
0236,Burkina Faso
0328,Burundi
0247,Cabo Verde
0696,Cambodia
0302,Cameroon
0404,Canada
0463,Cayman Islands
0306,Central African Republic
0244,Chad
0512,Chile
0720,China
0834,Christmas Island
0833,Cocos (Keeling) Islands
0480,Colombia
0375,Comoros
0318,Congo Republic
0837,Cook Islands
0436,Costa Rica
0272,Cote d'Ivoire
0092,Croatia
0448,Cuba
0475,Curacao
0600,Cyprus
0061,Czechia
0008,Denmark
0338,Djibouti
0460,Dominica
0456,Dominican Republic
0322,DR Congo
0500,Ecuador
0220,Egypt
0428,El Salvador
0310,Equatorial Guinea
0336,Eritrea
0053,Estonia
0393,Eswatini
0334,Ethiopia
0025,Faroe Islands
0529,Falkland Islands
0815,Fiji
0032,Finland
0001,France
0496,French Guiana
0822,French Polynesia
0894,French Southern Territories
0314,Gabon
0252,Gambia
0076,Georgia
0004,Germany
0276,Ghana
0044,Gibraltar
0009,Greece
0406,Greenland
0473,Grenada
0458,Guadeloupe
0831,Guam
0416,Guatemala
0260,Guinea
0257,Guinea-Bissau
0488,Guyana
0452,Haiti
0835,Heard and McDonald Islands
0424,Honduras
0740,Hong Kong
0064,Hungary
0024,Iceland
0664,India
0700,Indonesia
0616,Iran
0612,Iraq
0007,Ireland
0624,Israel
0005,Italy
0464,Jamaica
0732,Japan
0628,Jordan
0079,Kazakhstan
0346,Kenya
0812,Kiribati
0095,Kosovo
0636,Kuwait
0083,Kyrgyz Republic
0684,Laos
0054,Latvia
0604,Lebanon
0395,Lesotho
0268,Liberia
0216,Libya
0037,Liechtenstein
0055,Lithuania
0018,Luxembourg
0743,Macau
0096,North Macedonia
0370,Madagascar
0386,Malawi
0701,Malaysia
0667,Maldives
0232,Mali
0046,Malta
0824,Marshall Islands
0462,Martinique
0228,Mauritania
0373,Mauritius
0377,Mayotte
0412,Mexico
0823,"Micronesia, Fed. Sts."
0074,Moldova
0716,Mongolia
0097,Montenegro
0470,Montserrat
0204,Morocco
0366,Mozambique
0676,Myanmar
0389,Namibia
0803,Nauru
0672,Nepal
0003,Netherlands
0809,New Caledonia
0804,New Zealand
0432,Nicaragua
0240,Niger
0288,Nigeria
0838,Niue
0836,Norfolk Island
0724,North Korea
0820,Northern Mariana Islands
0028,Norway
0649,Oman
0662,Pakistan
0825,Palau
0625,Palestine
0442,Panama
0801,Papua New Guinea
0520,Paraguay
0504,Peru
0708,Philippines
0813,Pitcairn
0060,Poland
0010,Portugal
0644,Qatar
0372,Reunion
0066,Romania
0075,Russia
0324,Rwanda
0819,Samoa
0047,San Marino
0311,Sao Tome and Principe
0632,Saudi Arabia
0248,Senegal
0098,Serbia
0355,Seychelles
0264,Sierra Leone
0706,Singapore
0479,Sint Maarten
0063,Slovakia
0091,Slovenia
0806,Solomon Islands
0342,Somalia
0390,South Africa
0893,South Georgia and South Sandwich Is.
0728,South Korea
0225,South Sudan
0011,Spain
0669,Sri Lanka
0466,St. Barths
0329,St. Helena
0449,St. Kitts and Nevis
0465,St. Lucia
0408,St. Pierre and Miquelon
0467,St. Vincent and the Grenadines
0224,Sudan
0492,Suriname
0027,Svalbard and Jan Mayen Islands
0030,Sweden
0036,Switzerland
0608,Syria
0736,Taiwan
0082,Tajikistan
0352,Tanzania
0680,Thailand
0626,Timor-Leste
0280,Togo
0839,Tokelau
0817,Tonga
0472,Trinidad and Tobago
0212,Tunisia
0052,Türkiye
0080,Turkmenistan
0454,Turks and Caicos Islands
0807,Tuvalu
0350,Uganda
0072,Ukraine
0647,United Arab Emirates
0006,United Kingdom
0400,United States
0832,United States Minor Outlying Islands
0457,United States Virgin Islands
0524,Uruguay
0081,Uzbekistan
0816,Vanuatu
0045,Vatican
0484,Venezuela
0690,Vietnam
0811,Wallis and Futuna Islands
0229,Western Sahara
0653,Yemen
0378,Zambia
0382,Zimbabwe
