code,parent_code,level,name
608,world,1,Philippines
612,world,1,Pitcairn
616,world,1,Poland
620,world,1,Portugal
630,world,1,Puerto Rico
634,world,1,Qatar
638,world,1,Reunion
642,world,1,Romania
643,world,1,Russian Federation
646,world,1,Rwanda
652,world,1,Saint Barthélemy
654,world,1,"Saint Helena, Ascension and Tristan Da Cunha"
659,world,1,Saint Kitts and Nevis
662,world,1,Saint Lucia
663,world,1,Saint Martin (French Part)
666,world,1,Saint Pierre and Miquelon
670,world,1,Saint Vincent and the Grenadines
882,world,1,Samoa
674,world,1,San Marino
678,world,1,Sao Tome and Principe
682,world,1,Saudi Arabia
686,world,1,Senegal
688,world,1,Serbia
690,world,1,Seychelles
694,world,1,Sierra Leone
702,world,1,Singapore
534,world,1,Sint Maarten (Dutch Part)
703,world,1,Slovakia
705,world,1,Slovenia
090,world,1,Solomon Islands
706,world,1,Somalia
710,world,1,South Africa
239,world,1,South Georgia and the South Sandwich Islands
728,world,1,South Sudan
724,world,1,Spain
144,world,1,Sri Lanka
729,world,1,Sudan
740,world,1,Suriname
744,world,1,Svalbard and Jan Mayen
752,world,1,Sweden
756,world,1,Switzerland
760,world,1,Syrian Arab Republic
158,world,1,"Taiwan, Province of China"
762,world,1,Tajikistan
834,world,1,"Tanzania, United Republic of"
764,world,1,Thailand
626,world,1,Timor-Leste
768,world,1,Togo
772,world,1,Tokelau
776,world,1,Tonga
780,world,1,Trinidad and Tobago
788,world,1,Tunisia
792,world,1,Türkiye
795,world,1,Turkmenistan
796,world,1,Turks and Caicos Islands
798,world,1,Tuvalu
800,world,1,Uganda
804,world,1,Ukraine
784,world,1,United Arab Emirates
826,world,1,United Kingdom
840,world,1,United States
581,world,1,United States Minor Outlying Islands
858,world,1,Uruguay
860,world,1,Uzbekistan
548,world,1,Vanuatu
862,world,1,Venezuela
704,world,1,Viet Nam
092,world,1,"Virgin Islands, British"
850,world,1,"Virgin Islands, U.S."
876,world,1,Wallis and Futuna
732,world,1,Western Sahara
887,world,1,Yemen
894,world,1,Zambia
716,world,1,Zimbabwe
412,world,1,Kosovo
074,world,1,Bouvez Island (Dependency of Norway)
