# in MeV^4
mu,pressure,epsilon
376.5,4.06404e8,4.75825e9
376.75,4.09566e8,4.76968e9
377.,4.12732e8,4.78137e9
377.25,4.15905e8,4.79513e9
377.5,4.19084e8,4.80381e9
377.75,4.22267e8,4.81585e9
378.,4.2546e8,4.82792e9
378.25,4.28657e8,4.83982e9
378.5,4.31858e8,4.85126e9
378.75,4.35065e8,4.8627e9
379.,4.38279e8,4.87502e9
379.25,4.41497e8,4.88626e9
379.5,4.44718e8,4.89827e9
379.75,4.47949e8,4.90978e9
380.,4.5119e8,4.92195e9
380.25,4.54434e8,4.93321e9
380.5,4.57682e8,4.94487e9
380.75,4.60928e8,4.95716e9
381.,4.64186e8,4.96898e9
381.25,4.67442e8,4.98066e9
381.5,4.70713e8,4.99264e9
381.75,4.73988e8,5.00489e9
382.,4.77269e8,5.01659e9
382.25,4.80554e8,5.02789e9
382.5,4.83844e8,5.03997e9
382.75,4.8714e8,5.05227e9
383.,4.90449e8,5.06402e9
383.25,4.93761e8,5.07598e9
383.5,4.97076e8,5.0881e9
383.75,5.00404e8,5.10018e9
384.,5.03734e8,5.112e9
384.25,5.07067e8,5.12383e9
384.5,5.10513e8,5.14512e9
384.75,5.14025e8,5.14862e9
385.,5.17375e8,5.16015e9
385.25,5.20634e8,5.16461e9
385.5,5.23785e8,5.18466e9
385.75,5.2715e8,5.19669e9
386.,5.30516e8,5.20868e9
386.25,5.33905e8,5.22105e9
386.5,5.37289e8,5.23304e9
386.75,5.40674e8,5.24491e9
387.,5.44056e8,5.25768e9
387.25,5.47454e8,5.2691e9
387.5,5.50865e8,5.28208e9
387.75,5.54275e8,5.29447e9
388.,5.57687e8,5.30649e9
388.25,5.61109e8,5.31886e9
388.5,5.64535e8,5.33095e9
388.75,5.6797e8,5.34376e9
389.,5.71447e8,5.35584e9
389.25,5.74896e8,5.36827e9
389.5,5.78338e8,5.37832e9
389.75,5.81768e8,5.39513e9
390.,5.85241e8,5.40542e9
390.25,5.88709e8,5.41764e9
390.5,5.92164e8,5.43021e9
390.75,5.95645e8,5.44235e9
391.,6.03087e8,5.46823e9
391.25,6.07152e8,5.47331e9
391.5,6.10721e8,5.48145e9
391.75,6.14121e8,5.48616e9
392.,6.17273e8,5.49024e9
392.25,6.20257e8,5.49415e9
392.5,6.2311e8,5.49721e9
392.75,6.25875e8,5.50159e9
393.,6.27219e8,5.55586e9
393.25,6.30754e8,5.5683e9
393.5,6.34298e8,5.58113e9
393.75,6.37865e8,5.59363e9
394.,6.4142e8,5.60649e9
394.25,6.44962e8,5.61891e9
394.5,6.48525e8,5.63162e9
394.75,6.52097e8,5.64436e9
395.,6.55676e8,5.65711e9
395.25,6.59281e8,5.67112e9
395.5,6.62907e8,5.68311e9
395.75,6.66503e8,5.69459e9
396.,6.70045e8,5.7085e9
396.25,6.73651e8,5.72123e9
396.5,6.77264e8,5.73406e9
396.75,6.80883e8,5.74708e9
397.,6.84505e8,5.75976e9
397.25,6.88136e8,5.77274e9
397.5,6.91774e8,5.78602e9
397.75,6.95435e8,5.79868e9
398.,6.99082e8,5.81169e9
398.25,7.02716e8,5.82438e9
398.5,7.06374e8,5.83746e9
398.75,7.10042e8,5.85089e9
399.,7.13714e8,5.86395e9
399.25,7.17388e8,5.87667e9
399.5,7.21071e8,5.88969e9
399.75,7.2476e8,5.90262e9
400.,7.28639e8,5.92158e9
400.25,7.32456e8,5.92904e9
400.5,7.36141e8,5.93894e9
400.75,7.39576e8,5.95523e9
401.,7.43293e8,5.96897e9
401.25,7.47016e8,5.98196e9
401.5,7.50764e8,5.99535e9
401.75,7.545e8,6.00831e9
402.,7.58227e8,6.0217e9
402.25,7.61975e8,6.03485e9
402.5,7.65792e8,6.0497e9
402.75,7.6956e8,6.06163e9
403.,7.7328e8,6.07054e9
403.25,7.77019e8,6.08783e9
403.5,7.81618e8,6.11101e9
403.75,7.85768e8,6.11503e9
404.,7.89567e8,6.12763e9
404.25,7.93105e8,6.13201e9
404.5,7.96331e8,6.13612e9
404.75,7.99773e8,6.16913e9
405.,8.03594e8,6.18326e9
405.25,8.07422e8,6.19555e9
405.5,8.11245e8,6.20894e9
405.75,8.15061e8,6.2223e9
406.,8.18904e8,6.23601e9
406.25,8.22746e8,6.24936e9
406.5,8.2659e8,6.26311e9
406.75,8.30446e8,6.27689e9
407.,8.34305e8,6.2905e9
407.25,8.38173e8,6.30381e9
407.5,8.42047e8,6.31749e9
407.75,8.45924e8,6.33098e9
408.,8.49814e8,6.34508e9
408.25,8.53712e8,6.35864e9
408.5,8.57608e8,6.37215e9
408.75,8.61506e8,6.38536e9
409.,8.65408e8,6.40005e9
409.25,8.69324e8,6.41351e9
409.5,8.73245e8,6.4274e9
409.75,8.77175e8,6.44106e9
410.,8.81107e8,6.45473e9
410.25,8.85124e8,6.47068e9
410.5,8.89076e8,6.4827e9
410.75,8.92939e8,6.4963e9
411.,8.96904e8,6.51061e9
411.25,9.00865e8,6.52447e9
411.5,9.04831e8,6.53823e9
411.75,9.08805e8,6.55205e9
412.,9.12786e8,6.56629e9
412.25,9.16773e8,6.58026e9
412.5,9.20767e8,6.59417e9
412.75,9.24769e8,6.60808e9
413.,9.28774e8,6.62233e9
413.25,9.32784e8,6.63601e9
413.5,9.36797e8,6.64998e9
413.75,9.40823e8,6.66526e9
414.,9.44855e8,6.67873e9
414.25,9.48891e8,6.69258e9
414.5,9.53041e8,6.71258e9
414.75,9.57247e8,6.7209e9
415.,9.61257e8,6.73162e9
415.25,9.65095e8,6.74956e9
415.5,9.6916e8,6.7639e9
415.75,9.73237e8,6.77804e9
416.,9.77318e8,6.79222e9
416.25,9.81403e8,6.80673e9
416.5,9.85491e8,6.8209e9
416.75,9.89589e8,6.83526e9
417.,9.93692e8,6.84964e9
417.25,9.97802e8,6.86415e9
417.5,1.00192e9,6.87853e9
417.75,1.00604e9,6.89267e9
418.,1.01017e9,6.90719e9
418.25,1.01439e9,6.92139e9
418.5,1.01853e9,6.93629e9
418.75,1.02259e9,6.95072e9
419.,1.02674e9,6.96519e9
419.25,1.0309e9,6.97951e9
419.5,1.03506e9,6.99413e9
419.75,1.03924e9,7.00932e9
420.,1.04341e9,7.02403e9
420.25,1.04761e9,7.03927e9
420.5,1.0518e9,7.05407e9
420.75,1.056e9,7.06893e9
421.,1.06019e9,7.08475e9
421.25,1.0644e9,7.10028e9
421.5,1.06862e9,7.11556e9
421.75,1.07284e9,7.13057e9
422.,1.07707e9,7.14639e9
422.25,1.08131e9,7.16182e9
422.5,1.08555e9,7.17738e9
422.75,1.0898e9,7.19276e9
423.,1.09406e9,7.20851e9
423.25,1.09832e9,7.22792e9
423.5,1.10261e9,7.2435e9
423.75,1.1069e9,7.25875e9
424.,1.11117e9,7.27442e9
424.25,1.11546e9,7.29033e9
424.5,1.11976e9,7.3063e9
424.75,1.12407e9,7.32255e9
425.,1.12838e9,7.34007e9
425.25,1.1327e9,7.35733e9
425.5,1.13702e9,7.37289e9
425.75,1.14136e9,7.38909e9
426.,1.14578e9,7.40711e9
426.25,1.15013e9,7.4234e9
426.5,1.15441e9,7.44086e9
426.75,1.15878e9,7.46209e9
427.,1.16316e9,7.47961e9
427.25,1.16804e9,1.02945e10
427.5,1.17407e9,1.032e10
427.75,1.18011e9,1.03418e10
428.,1.18616e9,1.03707e10
428.25,1.19222e9,1.0396e10
428.5,1.1983e9,1.04201e10
428.75,1.20438e9,1.04475e10
429.,1.21048e9,1.04707e10
429.25,1.21658e9,1.04943e10
429.5,1.2227e9,1.05209e10
429.75,1.22883e9,1.05471e10
430.,1.23497e9,1.05706e10
430.25,1.24112e9,1.05987e10
430.5,1.24729e9,1.06224e10
430.75,1.25346e9,1.06472e10
431.,1.25965e9,1.06735e10
431.25,1.26584e9,1.06988e10
431.5,1.27205e9,1.07232e10
431.75,1.27827e9,1.07495e10
432.,1.2845e9,1.07728e10
432.25,1.29074e9,1.07986e10
432.5,1.29699e9,1.08255e10
432.75,1.30325e9,1.08513e10
433.,1.30953e9,1.08764e10
433.25,1.31581e9,1.08991e10
433.5,1.32211e9,1.09289e10
433.75,1.32842e9,1.09527e10
434.,1.33473e9,1.09795e10
434.25,1.34106e9,1.10039e10
434.5,1.3474e9,1.10295e10
434.75,1.35375e9,1.10549e10
435.,1.36012e9,1.1082e10
435.25,1.36649e9,1.11069e10
435.5,1.37288e9,1.11325e10
435.75,1.37927e9,1.11581e10
436.,1.38568e9,1.11833e10
436.25,1.3921e9,1.12086e10
436.5,1.39853e9,1.12362e10
436.75,1.40497e9,1.12594e10
437.,1.41142e9,1.12867e10
437.25,1.41788e9,1.13136e10
437.5,1.42435e9,1.13373e10
437.75,1.43084e9,1.13638e10
438.,1.43733e9,1.13892e10
438.25,1.44384e9,1.14149e10
438.5,1.45036e9,1.1442e10
438.75,1.45688e9,1.14667e10
439.,1.46342e9,1.14923e10
439.25,1.46997e9,1.15187e10
439.5,1.47654e9,1.15446e10
439.75,1.48311e9,1.15703e10
440.,1.48969e9,1.1597e10
440.25,1.49629e9,1.16221e10
440.5,1.50289e9,1.16492e10
440.75,1.50951e9,1.16751e10
441.,1.51614e9,1.17008e10
441.25,1.52277e9,1.17273e10
441.5,1.52942e9,1.17528e10
441.75,1.53608e9,1.17814e10
442.,1.54276e9,1.18057e10
442.25,1.54944e9,1.18294e10
442.5,1.55613e9,1.18591e10
442.75,1.56284e9,1.18839e10
443.,1.56955e9,1.191e10
443.25,1.57628e9,1.19368e10
443.5,1.58302e9,1.19616e10
443.75,1.58977e9,1.19881e10
444.,1.59653e9,1.20152e10
444.25,1.6033e9,1.20408e10
444.5,1.61008e9,1.20687e10
444.75,1.61687e9,1.20936e10
445.,1.62367e9,1.21212e10
445.25,1.63049e9,1.21463e10
445.5,1.63731e9,1.21727e10
445.75,1.64415e9,1.21998e10
446.,1.651e9,1.22259e10
446.25,1.65786e9,1.22542e10
446.5,1.66473e9,1.22786e10
446.75,1.67161e9,1.23059e10
447.,1.6785e9,1.23315e10
447.25,1.6854e9,1.23583e10
447.5,1.69231e9,1.23842e10
447.75,1.69924e9,1.24118e10
448.,1.70617e9,1.24371e10
448.25,1.71312e9,1.24643e10
448.5,1.72008e9,1.24905e10
448.75,1.72704e9,1.25175e10
449.,1.73402e9,1.25438e10
449.25,1.74101e9,1.25734e10
449.5,1.74801e9,1.25977e10
449.75,1.75503e9,1.2624e10
450.,1.76205e9,1.26513e10
450.25,1.76908e9,1.26767e10
450.5,1.77613e9,1.2703e10
450.75,1.78318e9,1.27309e10
451.,1.79025e9,1.27587e10
451.25,1.79733e9,1.27861e10
451.5,1.80442e9,1.28128e10
451.75,1.81152e9,1.28388e10
452.,1.81863e9,1.28666e10
452.25,1.82575e9,1.28941e10
452.5,1.83288e9,1.29206e10
452.75,1.84003e9,1.29464e10
453.,1.84718e9,1.29733e10
453.25,1.85435e9,1.30008e10
453.5,1.86152e9,1.30282e10
453.75,1.86871e9,1.30545e10
454.,1.87591e9,1.30821e10
454.25,1.88312e9,1.31085e10
454.5,1.89034e9,1.31359e10
454.75,1.89757e9,1.3163e10
455.,1.90481e9,1.31907e10
455.25,1.91206e9,1.32171e10
455.5,1.91933e9,1.32442e10
455.75,1.9266e9,1.32715e10
456.,1.93389e9,1.3301e10
456.25,1.94118e9,1.33262e10
456.5,1.94849e9,1.33532e10
456.75,1.95581e9,1.33812e10
457.,1.96314e9,1.34084e10
457.25,1.97048e9,1.34368e10
457.5,1.97783e9,1.34622e10
457.75,1.98519e9,1.34907e10
458.,1.99257e9,1.35179e10
458.25,1.99995e9,1.3545e10
458.5,2.00735e9,1.35731e10
458.75,2.01475e9,1.35999e10
459.,2.02217e9,1.36279e10
459.25,2.0296e9,1.36565e10
459.5,2.03704e9,1.36828e10
459.75,2.04449e9,1.37103e10
460.,2.05195e9,1.3738e10
460.25,2.05942e9,1.37645e10
460.5,2.0669e9,1.37932e10
460.75,2.0744e9,1.38201e10
461.,2.0819e9,1.38494e10
461.25,2.08942e9,1.38759e10
461.5,2.09694e9,1.3904e10
461.75,2.10448e9,1.39324e10
462.,2.11203e9,1.39583e10
462.25,2.11959e9,1.39873e10
462.5,2.12716e9,1.40156e10
462.75,2.13474e9,1.40432e10
463.,2.14233e9,1.40701e10
463.25,2.14993e9,1.40992e10
463.5,2.15755e9,1.41261e10
463.75,2.16517e9,1.41538e10
464.,2.17281e9,1.41827e10
464.25,2.18045e9,1.421e10
464.5,2.18811e9,1.42378e10
464.75,2.19578e9,1.42653e10
465.,2.20346e9,1.42935e10
465.25,2.21115e9,1.43226e10
465.5,2.21885e9,1.43502e10
465.75,2.22656e9,1.43778e10
466.,2.23429e9,1.44071e10
466.25,2.24202e9,1.44343e10
466.5,2.24976e9,1.44622e10
466.75,2.25752e9,1.44911e10
467.,2.26529e9,1.45187e10
467.25,2.27307e9,1.45479e10
467.5,2.28085e9,1.45752e10
467.75,2.28865e9,1.46029e10
468.,2.29646e9,1.46315e10
468.25,2.30429e9,1.46594e10
468.5,2.31212e9,1.46875e10
468.75,2.31996e9,1.4717e10
469.,2.32782e9,1.47451e10
469.25,2.33568e9,1.47728e10
469.5,2.34356e9,1.48017e10
469.75,2.35144e9,1.48295e10
470.,2.35934e9,1.48586e10
470.25,2.36725e9,1.48885e10
470.5,2.37517e9,1.49159e10
470.75,2.3831e9,1.49434e10
471.,2.39104e9,1.4973e10
471.25,2.399e9,1.50009e10
471.5,2.40696e9,1.50304e10
471.75,2.41493e9,1.50582e10
472.,2.42292e9,1.50872e10
472.25,2.43092e9,1.51155e10
472.5,2.43892e9,1.51443e10
472.75,2.44694e9,1.51737e10
473.,2.45497e9,1.52014e10
473.25,2.46301e9,1.52306e10
473.5,2.47106e9,1.52593e10
473.75,2.47913e9,1.52884e10
474.,2.4872e9,1.53171e10
474.25,2.49528e9,1.53464e10
474.5,2.50338e9,1.53746e10
474.75,2.51148e9,1.5403e10
475.,2.5196e9,1.54316e10
475.25,2.52773e9,1.5461e10
475.5,2.53587e9,1.54897e10
475.75,2.54402e9,1.55194e10
476.,2.55218e9,1.55474e10
476.25,2.56035e9,1.5577e10
476.5,2.56853e9,1.56056e10
476.75,2.57672e9,1.56349e10
477.,2.58493e9,1.56638e10
477.25,2.59314e9,1.56936e10
477.5,2.60137e9,1.57224e10
477.75,2.60961e9,1.57514e10
478.,2.61785e9,1.57812e10
478.25,2.62611e9,1.58104e10
478.5,2.63438e9,1.58392e10
478.75,2.64266e9,1.58685e10
479.,2.65095e9,1.58974e10
479.25,2.65926e9,1.59265e10
479.5,2.66757e9,1.59558e10
479.75,2.6759e9,1.59856e10
480.,2.68423e9,1.60156e10
480.25,2.69258e9,1.6044e10
480.5,2.70094e9,1.60736e10
480.75,2.7093e9,1.61032e10
481.,2.71768e9,1.61329e10
481.25,2.72607e9,1.61617e10
481.5,2.73448e9,1.61926e10
481.75,2.74289e9,1.6221e10
482.,2.75131e9,1.62505e10
482.25,2.75975e9,1.62803e10
482.5,2.76819e9,1.63104e10
482.75,2.77665e9,1.63393e10
483.,2.78511e9,1.63694e10
483.25,2.79359e9,1.63987e10
483.5,2.80208e9,1.64284e10
483.75,2.81058e9,1.64583e10
484.,2.81909e9,1.64885e10
484.25,2.82761e9,1.65174e10
484.5,2.83615e9,1.65472e10
484.75,2.84469e9,1.65769e10
485.,2.85324e9,1.66061e10
485.25,2.86181e9,1.66367e10
485.5,2.87039e9,1.66669e10
485.75,2.87897e9,1.66962e10
486.,2.88757e9,1.67257e10
486.25,2.89618e9,1.67561e10
486.5,2.9048e9,1.67853e10
486.75,2.91344e9,1.68166e10
487.,2.92208e9,1.68456e10
487.25,2.93073e9,1.68758e10
487.5,2.9394e9,1.69067e10
487.75,2.94807e9,1.69373e10
488.,2.95676e9,1.69663e10
488.25,2.96545e9,1.6997e10
488.5,2.97416e9,1.70266e10
488.75,2.98288e9,1.70568e10
489.,2.99161e9,1.70869e10
489.25,3.00035e9,1.71169e10
489.5,3.00911e9,1.71472e10
489.75,3.01787e9,1.7178e10
490.,3.02664e9,1.72084e10
490.25,3.03543e9,1.72385e10
490.5,3.04422e9,1.72699e10
490.75,3.05303e9,1.72993e10
491.,3.06185e9,1.73297e10
491.25,3.07068e9,1.736e10
491.5,3.07952e9,1.73908e10
491.75,3.08837e9,1.74209e10
492.,3.09723e9,1.74515e10
492.25,3.10611e9,1.74816e10
492.5,3.11499e9,1.75123e10
492.75,3.12388e9,1.75422e10
493.,3.13279e9,1.75738e10
493.25,3.14171e9,1.76042e10
493.5,3.15064e9,1.76344e10
493.75,3.15957e9,1.76643e10
494.,3.16852e9,1.76964e10
494.25,3.17748e9,1.77264e10
494.5,3.18646e9,1.77582e10
494.75,3.19544e9,1.77879e10
495.,3.20443e9,1.78191e10
495.25,3.21344e9,1.78497e10
495.5,3.22245e9,1.78802e10
495.75,3.23148e9,1.79119e10
496.,3.24052e9,1.79427e10
496.25,3.24957e9,1.79729e10
496.5,3.25863e9,1.80036e10
496.75,3.2677e9,1.80362e10
497.,3.27678e9,1.8066e10
497.25,3.28587e9,1.80963e10
497.5,3.29498e9,1.8128e10
497.75,3.30409e9,1.81587e10
498.,3.31322e9,1.81897e10
498.25,3.32236e9,1.82208e10
498.5,3.3315e9,1.82519e10
498.75,3.34066e9,1.82828e10
499.,3.34983e9,1.83147e10
499.25,3.35901e9,1.83442e10
499.5,3.36821e9,1.83767e10
499.75,3.37741e9,1.84075e10
500.,3.38662e9,1.8439e10
500.25,3.39585e9,1.84715e10
500.5,3.40508e9,1.85021e10
500.75,3.41433e9,1.85328e10
501.,3.42359e9,1.85637e10
501.25,3.43286e9,1.85965e10
501.5,3.44214e9,1.86262e10
501.75,3.45143e9,1.86583e10
502.,3.46073e9,1.86901e10
502.25,3.47005e9,1.87212e10
502.5,3.47937e9,1.87535e10
502.75,3.48871e9,1.87842e10
503.,3.49805e9,1.88151e10
503.25,3.50741e9,1.88479e10
503.5,3.51678e9,1.8879e10
503.75,3.52616e9,1.89107e10
504.,3.53555e9,1.89429e10
504.25,3.54495e9,1.89734e10
504.5,3.55436e9,1.90065e10
504.75,3.56379e9,1.90374e10
505.,3.57322e9,1.90691e10
505.25,3.58267e9,1.90999e10
505.5,3.59212e9,1.91327e10
505.75,3.60159e9,1.91644e10
506.,3.61107e9,1.91953e10
506.25,3.62056e9,1.92279e10
506.5,3.63006e9,1.92604e10
506.75,3.63957e9,1.92921e10
507.,3.64909e9,1.93232e10
507.25,3.65863e9,1.93551e10
507.5,3.66817e9,1.93876e10
507.75,3.67773e9,1.94192e10
508.,3.6873e9,1.94515e10
508.25,3.69687e9,1.94829e10
508.5,3.70646e9,1.95158e10
508.75,3.71606e9,1.95471e10
509.,3.72568e9,1.95792e10
509.25,3.7353e9,1.96127e10
509.5,3.74493e9,1.96443e10
509.75,3.75458e9,1.96771e10
510.,3.76423e9,1.97081e10
510.25,3.7739e9,1.97409e10
510.5,3.78358e9,1.97731e10
510.75,3.79326e9,1.9805e10
511.,3.80296e9,1.98386e10
511.25,3.81268e9,1.98699e10
511.5,3.8224e9,1.9902e10
511.75,3.83213e9,1.99347e10
512.,3.84187e9,1.99673e10
512.25,3.85163e9,1.99995e10
512.5,3.8614e9,2.00318e10
512.75,3.87117e9,2.00651e10
513.,3.88096e9,2.00971e10
513.25,3.89076e9,2.01292e10
513.5,3.90057e9,2.01619e10
513.75,3.91039e9,2.01933e10
514.,3.92023e9,2.02277e10
514.25,3.93007e9,2.02593e10
514.5,3.93992e9,2.02922e10
514.75,3.94979e9,2.0325e10
515.,3.95967e9,2.03582e10
515.25,3.96956e9,2.03907e10
515.5,3.97945e9,2.04225e10
515.75,3.98936e9,2.04562e10
516.,3.99929e9,2.04899e10
516.25,4.00922e9,2.05219e10
516.5,4.01916e9,2.05547e10
516.75,4.02912e9,2.05881e10
517.,4.03908e9,2.06204e10
517.25,4.04906e9,2.06532e10
517.5,4.05905e9,2.06867e10
517.75,4.06905e9,2.07192e10
518.,4.07906e9,2.07523e10
518.25,4.08908e9,2.07863e10
518.5,4.09911e9,2.0818e10
518.75,4.10915e9,2.08519e10
519.,4.11921e9,2.08838e10
519.25,4.12927e9,2.09174e10
519.5,4.13935e9,2.09505e10
519.75,4.14944e9,2.09837e10
520.,4.15954e9,2.10172e10
520.25,4.16965e9,2.10499e10
520.5,4.17977e9,2.10839e10
520.75,4.1899e9,2.11167e10
521.,4.20004e9,2.11499e10
521.25,4.2102e9,2.11834e10
521.5,4.22036e9,2.12167e10
521.75,4.23054e9,2.12501e10
522.,4.24073e9,2.12832e10
522.25,4.25093e9,2.1317e10
522.5,4.26113e9,2.13505e10
522.75,4.27136e9,2.13839e10
523.,4.28159e9,2.14179e10
523.25,4.29183e9,2.14509e10
523.5,4.30209e9,2.14844e10
523.75,4.31235e9,2.15177e10
524.,4.32263e9,2.15517e10
524.25,4.33292e9,2.1585e10
524.5,4.34321e9,2.16186e10
524.75,4.35352e9,2.16533e10
525.,4.36385e9,2.16858e10
525.25,4.37418e9,2.17196e10
525.5,4.38452e9,2.17542e10
525.75,4.39488e9,2.17873e10
526.,4.40524e9,2.18209e10
526.25,4.41562e9,2.18548e10
526.5,4.42601e9,2.18882e10
526.75,4.4364e9,2.19239e10
527.,4.44682e9,2.19567e10
527.25,4.45724e9,2.19904e10
527.5,4.46767e9,2.20236e10
527.75,4.47811e9,2.20589e10
528.,4.48857e9,2.20933e10
528.25,4.49903e9,2.21264e10
528.5,4.50951e9,2.21595e10
528.75,4.52e9,2.21939e10
529.,4.5305e9,2.22281e10
529.25,4.54101e9,2.22623e10
529.5,4.55153e9,2.22958e10
529.75,4.56206e9,2.23313e10
530.,4.57261e9,2.23649e10
530.25,4.58316e9,2.23992e10
530.5,4.59373e9,2.24335e10
530.75,4.6043e9,2.24683e10
531.,4.61489e9,2.25016e10
531.25,4.62549e9,2.25354e10
531.5,4.6361e9,2.257e10
531.75,4.64673e9,2.26049e10
532.,4.65736e9,2.26387e10
532.25,4.668e9,2.26737e10
532.5,4.67866e9,2.27076e10
532.75,4.68933e9,2.27419e10
533.,4.7e9,2.27766e10
533.25,4.71069e9,2.28108e10
533.5,4.72139e9,2.28465e10
533.75,4.7321e9,2.28801e10
534.,4.74283e9,2.29152e10
534.25,4.75356e9,2.29496e10
534.5,4.7643e9,2.29841e10
534.75,4.77506e9,2.30192e10
535.,4.78583e9,2.30541e10
535.25,4.7966e9,2.3087e10
535.5,4.80739e9,2.31236e10
535.75,4.81819e9,2.31579e10
536.,4.82901e9,2.31929e10
536.25,4.83983e9,2.3227e10
