location,time,value,unit
ARM,2015,477.918307,AMD/USD
ARM,2016,480.488151,AMD/USD
ARM,2017,482.716394,AMD/USD
ARM,2018,482.987947,AMD/USD
ARM,2019,480.445129,AMD/USD
ARM,2020,489.008859,AMD/USD
ARM,2021,503.769675,AMD/USD
ARM,2022,435.66618,AMD/USD
ARM,2023,392.476302,AMD/USD
ARM,2024,392.729551,AMD/USD
AGO,2011,93.93475,AOA/USD
AGO,2012,95.4679554213,AOA/USD
AGO,2013,96.5182794792,AOA/USD
AGO,2014,98.3024168557,AOA/USD
AGO,2015,120.0607016651,AOA/USD
AGO,2016,163.6564341168,AOA/USD
AGO,2017,165.9159506916,AOA/USD
AGO,2018,252.8557477313,AOA/USD
AGO,2019,364.8258049808,AOA/USD
AGO,2020,578.2587802802,AOA/USD
AGO,2021,631.4419555068,AOA/USD
AGO,2022,460.5675116314,AOA/USD
AGO,2023,685.0202377613,AOA/USD
AGO,2024,869.84618959,AOA/USD
ARG,2011,4.1274621520063,ARS/USD
ARG,2012,4.5446862151203,ARS/USD
ARG,2013,5.4716572602663,ARS/USD
ARG,2014,8.1153494827684,ARS/USD
ARG,2015,9.2462373450905,ARS/USD
ARG,2016,14.76917019427,ARS/USD
ARG,2017,16.553207797338,ARS/USD
ARG,2018,28.065645375995,ARS/USD
ARG,2019,48.162808028132,ARS/USD
ARG,2020,70.363962016225,ARS/USD
ARG,2021,95.161463114754,ARS/USD
ARG,2022,130.80887786885,ARS/USD
ARG,2023,295.21232427984,ARS/USD
ARG,2024,916.25430368852,ARS/USD
AUT,2011,0.719207,EUR/USD
AUT,2012,0.778848,EUR/USD
AUT,2013,0.753234,EUR/USD
AUT,2014,0.753941,EUR/USD
AUT,2015,0.901896,EUR/USD
AUT,2016,0.90389,EUR/USD
AUT,2017,0.887039,EUR/USD
AUT,2018,0.847582,EUR/USD
AUT,2019,0.893409,EUR/USD
AUT,2020,0.876828,EUR/USD
AUT,2021,0.845982,EUR/USD
AUT,2022,0.951774,EUR/USD
AUT,2023,0.925053,EUR/USD
AUT,2024,0.924128,EUR/USD
AUS,2011,0.969524,AUD/USD
AUS,2012,0.965948,AUD/USD
AUS,2013,1.036882,AUD/USD
AUS,2014,1.109239,AUD/USD
AUS,2015,1.332359,AUD/USD
AUS,2016,1.344874,AUD/USD
AUS,2017,1.304983,AUD/USD
AUS,2018,1.339015,AUD/USD
AUS,2019,1.439273,AUD/USD
AUS,2020,1.451936,AUD/USD
AUS,2021,1.332437,AUD/USD
AUS,2022,1.442807,AUD/USD
AUS,2023,1.506645,AUD/USD
AUS,2024,1.515301,AUD/USD
ABW,2011,1.79,AWG/USD
ABW,2012,1.79,AWG/USD
ABW,2013,1.79,AWG/USD
ABW,2014,1.79,AWG/USD
ABW,2015,1.79,AWG/USD
ABW,2016,1.79,AWG/USD
ABW,2017,1.79,AWG/USD
ABW,2018,1.79,AWG/USD
ABW,2019,1.79,AWG/USD
ABW,2020,1.79,AWG/USD
ABW,2021,1.79,AWG/USD
ABW,2022,1.79,AWG/USD
ABW,2023,1.79,AWG/USD
ABW,2024,1.79,AWG/USD
AZE,2011,0.789686,AZN/USD
AZE,2012,0.785645,AZN/USD
AZE,2013,0.784541,AZN/USD
AZE,2014,0.784348,AZN/USD
AZE,2015,1.024564,AZN/USD
AZE,2016,1.595722,AZN/USD
AZE,2017,1.721155,AZN/USD
AZE,2018,1.700017,AZN/USD
AZE,2019,1.7,AZN/USD
AZE,2020,1.7,AZN/USD
AZE,2021,1.7,AZN/USD
AZE,2022,1.7,AZN/USD
AZE,2023,1.7,AZN/USD
AZE,2024,1.7,AZN/USD
BIH,2011,1.406117,BAM/USD
BIH,2012,1.522668,BAM/USD
BIH,2013,1.473557,BAM/USD
BIH,2014,1.474019,BAM/USD
BIH,2015,1.762605,BAM/USD
BIH,2016,1.768011,BAM/USD
BIH,2017,1.735465,BAM/USD
BIH,2018,1.657498,BAM/USD
BIH,2019,1.747204,BAM/USD
BIH,2020,1.716607,BAM/USD
BIH,2021,1.653851,BAM/USD
BIH,2022,1.860152,BAM/USD
BIH,2023,1.809093,BAM/USD
BIH,2024,1.807525,BAM/USD
BRB,2011,2.0,BBD/USD
BRB,2012,2.0,BBD/USD
BRB,2013,2.0,BBD/USD
BRB,2014,2.0,BBD/USD
BRB,2015,2.0,BBD/USD
BRB,2016,2.0,BBD/USD
BRB,2017,2.0,BBD/USD
BRB,2018,2.0,BBD/USD
BRB,2019,2.0,BBD/USD
BRB,2020,2.0,BBD/USD
BRB,2021,2.0,BBD/USD
BRB,2022,2.0,BBD/USD
BRB,2023,2.0,BBD/USD
BRB,2024,2.0,BBD/USD
BGD,2011,74.1524,BDT/USD
BGD,2012,81.862658,BDT/USD
BGD,2013,78.103235,BDT/USD
BGD,2014,77.641408,BDT/USD
BGD,2015,77.946908,BDT/USD
BGD,2016,78.468092,BDT/USD
BGD,2017,80.437542,BDT/USD
BGD,2018,83.466202,BDT/USD
BGD,2019,84.453523,BDT/USD
BGD,2020,84.871392,BDT/USD
BGD,2021,85.083763,BDT/USD
BGD,2022,91.745454,BDT/USD
BGD,2023,106.309484,BDT/USD
BGD,2024,115.603654,BDT/USD
BEL,2011,0.719207,EUR/USD
BEL,2012,0.778848,EUR/USD
BEL,2013,0.753234,EUR/USD
BEL,2014,0.753941,EUR/USD
BEL,2015,0.901896,EUR/USD
BEL,2016,0.90389,EUR/USD
BEL,2017,0.887039,EUR/USD
BEL,2018,0.847582,EUR/USD
BEL,2019,0.893409,EUR/USD
BEL,2020,0.876828,EUR/USD
BEL,2021,0.845982,EUR/USD
BEL,2022,0.951774,EUR/USD
BEL,2023,0.925053,EUR/USD
BEL,2024,0.924128,EUR/USD
BFA,2011,471.764433,XOF/USD
BFA,2012,510.514329,XOF/USD
BFA,2013,494.046706,XOF/USD
BFA,2014,494.413981,XOF/USD
BFA,2015,591.449453,XOF/USD
BFA,2016,593.01401,XOF/USD
BFA,2017,582.029327,XOF/USD
BFA,2018,555.700717,XOF/USD
BFA,2019,585.958558,XOF/USD
BFA,2020,575.586005,XOF/USD
BFA,2021,554.530675,XOF/USD
BFA,2022,623.759701,XOF/USD
BFA,2023,606.56975,XOF/USD
BFA,2024,606.345298,XOF/USD
BGR,2011,1.406625,BGN/USD
BGR,2012,1.52327,BGN/USD
BGR,2013,1.473176,BGN/USD
BGR,2014,1.474557,BGN/USD
BGR,2015,1.763928,BGN/USD
BGR,2016,1.767828,BGN/USD
BGR,2017,1.734872,BGN/USD
BGR,2018,1.657701,BGN/USD
BGR,2019,1.747329,BGN/USD
BGR,2020,1.7149,BGN/USD
BGR,2021,1.654573,BGN/USD
BGR,2022,1.861479,BGN/USD
BGR,2023,1.809219,BGN/USD
BGR,2024,1.807409,BGN/USD
BHR,2011,0.376,BHD/USD
BHR,2012,0.376,BHD/USD
BHR,2013,0.376,BHD/USD
BHR,2014,0.376,BHD/USD
BHR,2015,0.376,BHD/USD
BHR,2016,0.376,BHD/USD
BHR,2017,0.376,BHD/USD
BHR,2018,0.376,BHD/USD
BHR,2019,0.376,BHD/USD
BHR,2020,0.376,BHD/USD
BHR,2021,0.376,BHD/USD
BHR,2022,0.376,BHD/USD
BHR,2023,0.376,BHD/USD
BHR,2024,0.376,BHD/USD
BDI,2011,1261.073333,BIF/USD
BDI,2012,1442.505625,BIF/USD
BDI,2013,1555.090833,BIF/USD
BDI,2014,1546.686667,BIF/USD
BDI,2015,1571.898333,BIF/USD
BDI,2016,1654.626667,BIF/USD
BDI,2017,1729.055,BIF/USD
BDI,2018,1782.876875,BIF/USD
BDI,2019,1845.622891,BIF/USD
BDI,2020,1915.046176,BIF/USD
BDI,2021,1975.950881,BIF/USD
BDI,2022,2034.306634,BIF/USD
BDI,2023,2574.051749,BIF/USD
BEN,2011,471.764433,XOF/USD
BEN,2012,510.514329,XOF/USD
BEN,2013,494.046706,XOF/USD
BEN,2014,494.413981,XOF/USD
BEN,2015,591.449453,XOF/USD
BEN,2016,593.01401,XOF/USD
BEN,2017,582.029327,XOF/USD
BEN,2018,555.700717,XOF/USD
BEN,2019,585.958558,XOF/USD
BEN,2020,575.586005,XOF/USD
BEN,2021,554.530675,XOF/USD
BEN,2022,623.759701,XOF/USD
BEN,2023,606.56975,XOF/USD
BEN,2024,606.345298,XOF/USD
BRN,2011,1.257155,BND/USD
BRN,2012,1.250422,BND/USD
BRN,2013,1.25096,BND/USD
BRN,2014,1.267044,BND/USD
BRN,2015,1.375503,BND/USD
BRN,2016,1.380584,BND/USD
BRN,2017,1.380581,BND/USD
BRN,2018,1.348758,BND/USD
BRN,2019,1.364351,BND/USD
BRN,2020,1.379952,BND/USD
BRN,2021,1.343539,BND/USD
BRN,2022,1.379748,BND/USD
BRN,2023,1.343458,BND/USD
BRN,2024,1.335548,BND/USD
BOL,2011,6.936963,BOB/USD
BOL,2012,6.91,BOB/USD
BOL,2013,6.91,BOB/USD
BOL,2014,6.91,BOB/USD
BOL,2015,6.91,BOB/USD
BOL,2016,6.91,BOB/USD
BOL,2017,6.91,BOB/USD
BOL,2018,6.91,BOB/USD
BOL,2019,6.91,BOB/USD
BOL,2020,6.91,BOB/USD
BOL,2021,6.91,BOB/USD
BOL,2022,6.91,BOB/USD
BOL,2023,6.91,BOB/USD
BOL,2024,6.91,BOB/USD
BRA,2011,1.6739572447432,BRL/USD
BRA,2012,1.954152025389,BRL/USD
BRA,2013,2.1586201723901,BRL/USD
BRA,2014,2.3535350501255,BRL/USD
BRA,2015,3.339092282981,BRL/USD
BRA,2016,3.4840954974593,BRL/USD
BRA,2017,3.1906327190578,BRL/USD
BRA,2018,3.6558383885841,BRL/USD
BRA,2019,3.9440947145962,BRL/USD
BRA,2020,5.153947711647,BRL/USD
BRA,2021,5.3947116310235,BRL/USD
BRA,2022,5.1669595993628,BRL/USD
BRA,2023,4.9963381527682,BRL/USD
BRA,2024,5.3867457053627,BRL/USD
BHS,2011,1.0,BSD/USD
BHS,2012,1.0,BSD/USD
BHS,2013,1.0,BSD/USD
BHS,2014,1.0,BSD/USD
BHS,2015,1.0,BSD/USD
BHS,2016,1.0,BSD/USD
BHS,2017,1.0,BSD/USD
BHS,2018,1.0,BSD/USD
BHS,2019,1.0,BSD/USD
BHS,2020,1.0,BSD/USD
BHS,2021,1.0,BSD/USD
BHS,2022,1.0,BSD/USD
BHS,2023,1.0,BSD/USD
BHS,2024,1.0,BSD/USD
BTN,2011,46.670467,BTN/USD
BTN,2012,53.437233,BTN/USD
BTN,2013,58.597845,BTN/USD
BTN,2014,61.029514,BTN/USD
BTN,2015,64.151944,BTN/USD
BTN,2016,67.195313,BTN/USD
BTN,2017,65.121569,BTN/USD
BTN,2018,68.389467,BTN/USD
BTN,2019,70.420341,BTN/USD
BTN,2020,74.099567,BTN/USD
BTN,2021,73.918013,BTN/USD
BTN,2022,78.604491,BTN/USD
BTN,2023,82.599276,BTN/USD
BTN,2024,83.669282,BTN/USD
BWA,2011,6.838233,BWP/USD
BWA,2012,7.640525,BWP/USD
BWA,2013,8.398908,BWP/USD
BWA,2014,8.976083,BWP/USD
BWA,2015,10.128992,BWP/USD
BWA,2016,10.901158,BWP/USD
BWA,2017,10.347417,BWP/USD
BWA,2018,10.199975,BWP/USD
BWA,2019,10.755867,BWP/USD
BWA,2020,11.456242,BWP/USD
BWA,2021,11.087258,BWP/USD
BWA,2022,12.368808,BWP/USD
BWA,2023,13.596383,BWP/USD
BWA,2024,13.563133,BWP/USD
BLR,2011,0.526042,BYN/USD
BLR,2012,0.8335,BYN/USD
BLR,2013,0.892333,BYN/USD
BLR,2014,1.035,BYN/USD
BLR,2015,1.619325,BYN/USD
BLR,2016,1.993042,BYN/USD
BLR,2017,1.928792,BYN/USD
BLR,2018,2.042192,BYN/USD
BLR,2019,2.095575,BYN/USD
BLR,2020,2.480317,BYN/USD
BLR,2021,2.543533,BYN/USD
BLR,2022,2.617633,BYN/USD
BLR,2023,3.017133,BYN/USD
BLR,2024,3.2671,BYN/USD
BLZ,2011,2.0,BZD/USD
BLZ,2012,2.0,BZD/USD
BLZ,2013,2.0,BZD/USD
BLZ,2014,2.0,BZD/USD
BLZ,2015,2.0,BZD/USD
BLZ,2016,2.0,BZD/USD
BLZ,2017,2.0,BZD/USD
BLZ,2018,2.0,BZD/USD
BLZ,2019,2.0,BZD/USD
BLZ,2020,2.0,BZD/USD
BLZ,2021,2.0,BZD/USD
BLZ,2022,2.0,BZD/USD
BLZ,2023,2.0,BZD/USD
BLZ,2024,2.0,BZD/USD
CAN,2011,0.989261,CAD/USD
CAN,2012,0.999739,CAD/USD
CAN,2013,1.030191,CAD/USD
CAN,2014,1.104261,CAD/USD
CAN,2015,1.27911,CAD/USD
CAN,2016,1.324811,CAD/USD
CAN,2017,1.298099,CAD/USD
CAN,2018,1.29571,CAD/USD
CAN,2019,1.326937,CAD/USD
CAN,2020,1.340677,CAD/USD
CAN,2021,1.25372,CAD/USD
CAN,2022,1.301834,CAD/USD
CAN,2023,1.349942,CAD/USD
CAN,2024,1.369572,CAD/USD
COD,2011,919.4913,CDF/USD
COD,2012,919.7550166667,CDF/USD
COD,2013,919.5659073549,CDF/USD
COD,2014,925.2262825319,CDF/USD
COD,2015,925.9849612804,CDF/USD
COD,2016,1010.302757168,CDF/USD
COD,2017,1464.4179316375,CDF/USD
COD,2018,1622.5235016225,CDF/USD
COD,2019,1647.7601272767,CDF/USD
COD,2020,1851.1221618325,CDF/USD
COD,2021,1989.3914712292,CDF/USD
COD,2022,2006.7082194408,CDF/USD
COD,2023,2340.0357043617,CDF/USD
CAF,2011,471.764433,XAF/USD
CAF,2012,510.514329,XAF/USD
CAF,2013,494.046706,XAF/USD
CAF,2014,494.413981,XAF/USD
CAF,2015,591.449453,XAF/USD
CAF,2016,593.01401,XAF/USD
CAF,2017,582.029327,XAF/USD
CAF,2018,555.700717,XAF/USD
CAF,2019,585.958558,XAF/USD
CAF,2020,575.586005,XAF/USD
CAF,2021,554.530675,XAF/USD
CAF,2022,623.759701,XAF/USD
CAF,2023,606.56975,XAF/USD
CAF,2024,606.345298,XAF/USD
COG,2011,471.764433,XAF/USD
COG,2012,510.514329,XAF/USD
COG,2013,494.046706,XAF/USD
COG,2014,494.413981,XAF/USD
COG,2015,591.449453,XAF/USD
COG,2016,593.01401,XAF/USD
COG,2017,582.029327,XAF/USD
COG,2018,555.700717,XAF/USD
COG,2019,585.958558,XAF/USD
COG,2020,575.586005,XAF/USD
COG,2021,554.530675,XAF/USD
COG,2022,623.759701,XAF/USD
COG,2023,606.56975,XAF/USD
COG,2024,606.345298,XAF/USD
CHE,2011,0.886766,CHF/USD
CHE,2012,0.938684,CHF/USD
CHE,2013,0.927282,CHF/USD
CHE,2014,0.915544,CHF/USD
CHE,2015,0.96285,CHF/USD
CHE,2016,0.985258,CHF/USD
CHE,2017,0.98465,CHF/USD
CHE,2018,0.97856,CHF/USD
CHE,2019,0.993719,CHF/USD
CHE,2020,0.938402,CHF/USD
CHE,2021,0.914318,CHF/USD
CHE,2022,0.95513,CHF/USD
CHE,2023,0.898971,CHF/USD
CHE,2024,0.880333,CHF/USD
CIV,2011,471.764433,XOF/USD
CIV,2012,510.514329,XOF/USD
CIV,2013,494.046706,XOF/USD
CIV,2014,494.413981,XOF/USD
CIV,2015,591.449453,XOF/USD
CIV,2016,593.01401,XOF/USD
CIV,2017,582.029327,XOF/USD
CIV,2018,555.700717,XOF/USD
CIV,2019,585.958558,XOF/USD
CIV,2020,575.586005,XOF/USD
CIV,2021,554.530675,XOF/USD
CIV,2022,623.759701,XOF/USD
CIV,2023,606.56975,XOF/USD
CIV,2024,606.345298,XOF/USD
CHL,2011,483.364048,CLP/USD
CHL,2012,486.746559,CLP/USD
CHL,2013,494.995161,CLP/USD
CHL,2014,570.005904,CLP/USD
CHL,2015,654.249,CLP/USD
CHL,2016,676.832421,CLP/USD
CHL,2017,649.328785,CLP/USD
CHL,2018,640.290772,CLP/USD
CHL,2019,702.631048,CLP/USD
CHL,2020,792.221833,CLP/USD
CHL,2021,759.27284,CLP/USD
CHL,2022,872.33152,CLP/USD
CHL,2023,839.073401,CLP/USD
CHL,2024,943.582419,CLP/USD
CMR,2011,471.764433,XAF/USD
CMR,2012,510.514329,XAF/USD
CMR,2013,494.046706,XAF/USD
CMR,2014,494.413981,XAF/USD
CMR,2015,591.449453,XAF/USD
CMR,2016,593.01401,XAF/USD
CMR,2017,582.029327,XAF/USD
CMR,2018,555.700717,XAF/USD
CMR,2019,585.958558,XAF/USD
CMR,2020,575.586005,XAF/USD
CMR,2021,554.530675,XAF/USD
CMR,2022,623.759701,XAF/USD
CMR,2023,606.56975,XAF/USD
CMR,2024,606.345298,XAF/USD
CHN,2011,6.462405,CNY/USD
CHN,2012,6.309354,CNY/USD
CHN,2013,6.148014,CNY/USD
CHN,2014,6.161199,CNY/USD
CHN,2015,6.285394,CNY/USD
CHN,2016,6.644414,CNY/USD
CHN,2017,6.758703,CNY/USD
CHN,2018,6.618697,CNY/USD
CHN,2019,6.911383,CNY/USD
CHN,2020,6.900323,CNY/USD
CHN,2021,6.449111,CNY/USD
CHN,2022,6.734739,CNY/USD
CHN,2023,7.084631,CNY/USD
CHN,2024,7.195586,CNY/USD
COL,2011,1846.967096,COP/USD
COL,2012,1797.785765,COP/USD
COL,2013,1869.098904,COP/USD
COL,2014,2000.326822,COP/USD
COL,2015,2743.38674,COP/USD
COL,2016,3050.977787,COP/USD
COL,2017,2951.366044,COP/USD
COL,2018,2956.430274,COP/USD
COL,2019,3281.068247,COP/USD
COL,2020,3693.360874,COP/USD
COL,2021,3742.605742,COP/USD
COL,2022,4255.439863,COP/USD
COL,2023,4325.050137,COP/USD
COL,2024,4071.345328,COP/USD
CRI,2011,505.66424,CRC/USD
CRI,2012,502.901462,CRC/USD
CRI,2013,499.766833,CRC/USD
CRI,2014,538.3172,CRC/USD
CRI,2015,534.56577,CRC/USD
CRI,2016,544.739367,CRC/USD
CRI,2017,567.51309,CRC/USD
CRI,2018,576.972501,CRC/USD
CRI,2019,587.294596,CRC/USD
CRI,2020,584.900855,CRC/USD
CRI,2021,620.78472,CRC/USD
CRI,2022,647.135818,CRC/USD
CRI,2023,544.050776,CRC/USD
CRI,2024,515.109772,CRC/USD
CPV,2011,79.276881,CVE/USD
CPV,2012,86.318954,CVE/USD
CPV,2013,83.0725,CVE/USD
CPV,2014,83.0345,CVE/USD
CPV,2015,99.385694,CVE/USD
CPV,2016,99.688114,CVE/USD
CPV,2017,97.806938,CVE/USD
CPV,2018,93.413579,CVE/USD
CPV,2019,98.495179,CVE/USD
CPV,2020,96.795743,CVE/USD
CPV,2021,93.218092,CVE/USD
CPV,2022,104.863066,CVE/USD
CPV,2023,101.804813,CVE/USD
CPV,2024,101.922011,CVE/USD
CYP,2011,0.719207,EUR/USD
CYP,2012,0.778848,EUR/USD
CYP,2013,0.753234,EUR/USD
CYP,2014,0.753941,EUR/USD
CYP,2015,0.901896,EUR/USD
CYP,2016,0.90389,EUR/USD
CYP,2017,0.887039,EUR/USD
CYP,2018,0.847582,EUR/USD
CYP,2019,0.893409,EUR/USD
CYP,2020,0.876828,EUR/USD
CYP,2021,0.845982,EUR/USD
CYP,2022,0.951774,EUR/USD
CYP,2023,0.925053,EUR/USD
CYP,2024,0.924128,EUR/USD
CZE,2011,17.692511,CZK/USD
CZE,2012,19.590807,CZK/USD
CZE,2013,19.565032,CZK/USD
CZE,2014,20.762861,CZK/USD
CZE,2015,24.599989,CZK/USD
CZE,2016,24.436014,CZK/USD
CZE,2017,23.371739,CZK/USD
CZE,2018,21.742919,CZK/USD
CZE,2019,22.934477,CZK/USD
CZE,2020,23.195875,CZK/USD
CZE,2021,21.687822,CZK/USD
CZE,2022,23.380792,CZK/USD
CZE,2023,22.206931,CZK/USD
CZE,2024,23.214293,CZK/USD
DEU,2011,0.719207,EUR/USD
DEU,2012,0.778848,EUR/USD
DEU,2013,0.753234,EUR/USD
DEU,2014,0.753941,EUR/USD
DEU,2015,0.901896,EUR/USD
DEU,2016,0.90389,EUR/USD
DEU,2017,0.887039,EUR/USD
DEU,2018,0.847582,EUR/USD
DEU,2019,0.893409,EUR/USD
DEU,2020,0.876828,EUR/USD
DEU,2021,0.845982,EUR/USD
DEU,2022,0.951774,EUR/USD
DEU,2023,0.925053,EUR/USD
DEU,2024,0.924128,EUR/USD
DJI,2011,177.721,DJF/USD
DJI,2012,177.721,DJF/USD
DJI,2013,177.721,DJF/USD
DJI,2014,177.721,DJF/USD
DJI,2015,177.721,DJF/USD
DJI,2016,177.721,DJF/USD
DJI,2017,177.721,DJF/USD
DJI,2018,177.721,DJF/USD
DJI,2019,177.721,DJF/USD
DJI,2020,177.721,DJF/USD
DJI,2021,177.721,DJF/USD
DJI,2022,177.721,DJF/USD
DJI,2023,177.721,DJF/USD
DJI,2024,177.721,DJF/USD
DNK,2011,5.358432,DKK/USD
DNK,2012,5.797469,DKK/USD
DNK,2013,5.617541,DKK/USD
DNK,2014,5.620225,DKK/USD
DNK,2015,6.727063,DKK/USD
DNK,2016,6.729628,DKK/USD
DNK,2017,6.598267,DKK/USD
DNK,2018,6.317309,DKK/USD
DNK,2019,6.670257,DKK/USD
DNK,2020,6.536398,DKK/USD
DNK,2021,6.291597,DKK/USD
DNK,2022,7.080757,DKK/USD
DNK,2023,6.89252,DKK/USD
DNK,2024,6.892986,DKK/USD
DMA,2011,2.7,XCD/USD
DMA,2012,2.7,XCD/USD
DMA,2013,2.7,XCD/USD
DMA,2014,2.7,XCD/USD
DMA,2015,2.7,XCD/USD
DMA,2016,2.7,XCD/USD
DMA,2017,2.7,XCD/USD
DMA,2018,2.7,XCD/USD
DMA,2019,2.7,XCD/USD
DMA,2020,2.7,XCD/USD
DMA,2021,2.7,XCD/USD
DMA,2022,2.7,XCD/USD
DMA,2023,2.7,XCD/USD
DMA,2024,2.7,XCD/USD
DOM,2011,38.087585,DOP/USD
DOM,2012,39.320301,DOP/USD
DOM,2013,41.794503,DOP/USD
DOM,2014,43.549673,DOP/USD
DOM,2015,45.045499,DOP/USD
DOM,2016,46.064444,DOP/USD
DOM,2017,47.534358,DOP/USD
DOM,2018,49.509993,DOP/USD
DOM,2019,51.294858,DOP/USD
DOM,2020,56.524533,DOP/USD
DOM,2021,57.221117,DOP/USD
DOM,2022,55.140992,DOP/USD
DOM,2023,56.1576,DOP/USD
DOM,2024,59.565133,DOP/USD
DZA,2011,73.043964,DZD/USD
DZA,2012,77.662438,DZD/USD
DZA,2013,79.585823,DZD/USD
DZA,2014,80.580034,DZD/USD
DZA,2015,100.44509,DZD/USD
DZA,2016,109.395321,DZD/USD
DZA,2017,110.861134,DZD/USD
DZA,2018,116.614476,DZD/USD
DZA,2019,119.433801,DZD/USD
DZA,2020,126.785529,DZD/USD
DZA,2021,135.106373,DZD/USD
DZA,2022,142.003207,DZD/USD
DZA,2023,135.84754,DZD/USD
DZA,2024,134.054,DZD/USD
EST,2011,0.719207,EUR/USD
EST,2012,0.778848,EUR/USD
EST,2013,0.753234,EUR/USD
EST,2014,0.753941,EUR/USD
EST,2015,0.901896,EUR/USD
EST,2016,0.90389,EUR/USD
EST,2017,0.887039,EUR/USD
EST,2018,0.847582,EUR/USD
EST,2019,0.893409,EUR/USD
EST,2020,0.876828,EUR/USD
EST,2021,0.845982,EUR/USD
EST,2022,0.951774,EUR/USD
EST,2023,0.925053,EUR/USD
EST,2024,0.924128,EUR/USD
EGY,2011,5.932828,EGP/USD
EGY,2012,6.056058,EGP/USD
EGY,2013,6.870325,EGP/USD
EGY,2014,7.077609,EGP/USD
EGY,2015,7.691258,EGP/USD
EGY,2016,10.025401,EGP/USD
EGY,2017,17.782534,EGP/USD
EGY,2018,17.76729,EGP/USD
EGY,2019,16.770582,EGP/USD
EGY,2020,15.759173,EGP/USD
EGY,2021,15.644527,EGP/USD
EGY,2022,19.16044,EGP/USD
EGY,2023,30.626414,EGP/USD
EGY,2024,45.29926,EGP/USD
ERI,2011,15.375,ERN/USD
ERI,2012,15.375,ERN/USD
ERI,2013,15.375,ERN/USD
ERI,2014,15.375,ERN/USD
ERI,2015,15.375,ERN/USD
ERI,2016,15.35,ERN/USD
ERI,2017,15.075,ERN/USD
ERI,2018,15.075,ERN/USD
ERI,2019,15.075,ERN/USD
ERI,2020,15.075,ERN/USD
ERI,2021,15.075,ERN/USD
ERI,2022,15.075,ERN/USD
ERI,2023,15.075,ERN/USD
ERI,2024,15.075,ERN/USD
ESP,2011,0.719207,EUR/USD
ESP,2012,0.778848,EUR/USD
ESP,2013,0.753234,EUR/USD
ESP,2014,0.753941,EUR/USD
ESP,2015,0.901896,EUR/USD
ESP,2016,0.90389,EUR/USD
ESP,2017,0.887039,EUR/USD
ESP,2018,0.847582,EUR/USD
ESP,2019,0.893409,EUR/USD
ESP,2020,0.876828,EUR/USD
ESP,2021,0.845982,EUR/USD
ESP,2022,0.951774,EUR/USD
ESP,2023,0.925053,EUR/USD
ESP,2024,0.924128,EUR/USD
ETH,2011,16.899226,ETB/USD
ETH,2012,17.704761,ETB/USD
ETH,2013,18.626629,ETB/USD
ETH,2014,19.58579,ETB/USD
