location,time,value,unit
ETH,2015,20.576849,ETB/USD
ETH,2016,21.731547,ETB/USD
ETH,2017,23.866104,ETB/USD
ETH,2018,27.429387,ETB/USD
ETH,2019,29.06975,ETB/USD
ETH,2020,34.927165,ETB/USD
ETH,2021,43.733778,ETB/USD
ETH,2022,51.756215,ETB/USD
ETH,2023,54.600948,ETB/USD
FIN,2011,0.719207,EUR/USD
FIN,2012,0.778848,EUR/USD
FIN,2013,0.753234,EUR/USD
FIN,2014,0.753941,EUR/USD
FIN,2015,0.901896,EUR/USD
FIN,2016,0.90389,EUR/USD
FIN,2017,0.887039,EUR/USD
FIN,2018,0.847582,EUR/USD
FIN,2019,0.893409,EUR/USD
FIN,2020,0.876828,EUR/USD
FIN,2021,0.845982,EUR/USD
FIN,2022,0.951774,EUR/USD
FIN,2023,0.925053,EUR/USD
FIN,2024,0.924128,EUR/USD
FJI,2011,1.790884,FJD/USD
FJI,2012,1.789893,FJD/USD
FJI,2013,1.841477,FJD/USD
FJI,2014,1.887345,FJD/USD
FJI,2015,2.09763,FJD/USD
FJI,2016,2.094696,FJD/USD
FJI,2017,2.066875,FJD/USD
FJI,2018,2.08738,FJD/USD
FJI,2019,2.160393,FJD/USD
FJI,2020,2.168805,FJD/USD
FJI,2021,2.070633,FJD/USD
FJI,2022,2.201407,FJD/USD
FJI,2023,2.250125,FJD/USD
FJI,2024,2.2683,FJD/USD
FSM,2011,1.0,USD/USD
FSM,2012,1.0,USD/USD
FSM,2013,1.0,USD/USD
FSM,2014,1.0,USD/USD
FSM,2015,1.0,USD/USD
FSM,2016,1.0,USD/USD
FSM,2017,1.0,USD/USD
FSM,2018,1.0,USD/USD
FSM,2019,1.0,USD/USD
FSM,2020,1.0,USD/USD
FSM,2021,1.0,USD/USD
FSM,2022,1.0,USD/USD
FSM,2023,1.0,USD/USD
FSM,2024,1.0,USD/USD
FRA,2011,0.719207,EUR/USD
FRA,2012,0.778848,EUR/USD
FRA,2013,0.753234,EUR/USD
FRA,2014,0.753941,EUR/USD
FRA,2015,0.901896,EUR/USD
FRA,2016,0.90389,EUR/USD
FRA,2017,0.887039,EUR/USD
FRA,2018,0.847582,EUR/USD
FRA,2019,0.893409,EUR/USD
FRA,2020,0.876828,EUR/USD
FRA,2021,0.845982,EUR/USD
FRA,2022,0.951774,EUR/USD
FRA,2023,0.925053,EUR/USD
FRA,2024,0.924128,EUR/USD
GAB,2011,471.764433,XAF/USD
GAB,2012,510.514329,XAF/USD
GAB,2013,494.046706,XAF/USD
GAB,2014,494.413981,XAF/USD
GAB,2015,591.449453,XAF/USD
GAB,2016,593.01401,XAF/USD
GAB,2017,582.029327,XAF/USD
GAB,2018,555.700717,XAF/USD
GAB,2019,585.958558,XAF/USD
GAB,2020,575.586005,XAF/USD
GAB,2021,554.530675,XAF/USD
GAB,2022,623.759701,XAF/USD
GAB,2023,606.56975,XAF/USD
GAB,2024,606.345298,XAF/USD
GBR,2011,0.623842,GBP/USD
GBR,2012,0.631273,GBP/USD
GBR,2013,0.639738,GBP/USD
GBR,2014,0.607358,GBP/USD
GBR,2015,0.654322,GBP/USD
GBR,2016,0.740907,GBP/USD
GBR,2017,0.776964,GBP/USD
GBR,2018,0.749947,GBP/USD
GBR,2019,0.784206,GBP/USD
GBR,2020,0.77964,GBP/USD
GBR,2021,0.727024,GBP/USD
GBR,2022,0.812127,GBP/USD
GBR,2023,0.804628,GBP/USD
GBR,2024,0.782333,GBP/USD
GRD,2011,2.7,XCD/USD
GRD,2012,2.7,XCD/USD
GRD,2013,2.7,XCD/USD
GRD,2014,2.7,XCD/USD
GRD,2015,2.7,XCD/USD
GRD,2016,2.7,XCD/USD
GRD,2017,2.7,XCD/USD
GRD,2018,2.7,XCD/USD
GRD,2019,2.7,XCD/USD
GRD,2020,2.7,XCD/USD
GRD,2021,2.7,XCD/USD
GRD,2022,2.7,XCD/USD
GRD,2023,2.7,XCD/USD
GRD,2024,2.7,XCD/USD
GEO,2011,1.686495,GEL/USD
GEO,2012,1.651258,GEL/USD
GEO,2013,1.66335,GEL/USD
GEO,2014,1.765667,GEL/USD
GEO,2015,2.269342,GEL/USD
GEO,2016,2.366725,GEL/USD
GEO,2017,2.509542,GEL/USD
GEO,2018,2.534111,GEL/USD
GEO,2019,2.818145,GEL/USD
GEO,2020,3.109017,GEL/USD
GEO,2021,3.221558,GEL/USD
GEO,2022,2.9162,GEL/USD
GEO,2023,2.627958,GEL/USD
GEO,2024,2.720617,GEL/USD
GHA,2011,1.520625,GHS/USD
GHA,2012,1.824867,GHS/USD
GHA,2013,1.98135,GHS/USD
GHA,2014,2.896575,GHS/USD
GHA,2015,3.714642,GHS/USD
GHA,2016,3.909817,GHS/USD
GHA,2017,4.350533,GHS/USD
GHA,2018,4.585325,GHS/USD
GHA,2019,5.217367,GHS/USD
GHA,2020,5.595708,GHS/USD
GHA,2021,5.8057,GHS/USD
GHA,2022,8.2724,GHS/USD
GHA,2023,11.020408,GHS/USD
GMB,2011,29.46152,GMD/USD
GMB,2012,32.077134,GMD/USD
GMB,2013,35.957587,GMD/USD
GMB,2014,41.732962,GMD/USD
GMB,2015,42.506208,GMD/USD
GMB,2016,43.372528,GMD/USD
GMB,2017,46.608909,GMD/USD
GMB,2018,48.151781,GMD/USD
GMB,2019,50.062461,GMD/USD
GMB,2020,51.50166,GMD/USD
GMB,2021,51.484444,GMD/USD
GMB,2022,54.923467,GMD/USD
GMB,2023,61.096333,GMD/USD
GMB,2024,67.661238,GMD/USD
GIN,2011,6658.031258,GNF/USD
GIN,2012,6985.829026,GNF/USD
GIN,2013,6907.87807,GNF/USD
GIN,2014,7014.118777,GNF/USD
GIN,2015,7485.516742,GNF/USD
GIN,2016,8967.92708,GNF/USD
GIN,2017,9088.319496,GNF/USD
GIN,2018,9011.134177,GNF/USD
GIN,2019,9183.875864,GNF/USD
GIN,2020,9565.082183,GNF/USD
GNQ,2011,471.764433,XAF/USD
GNQ,2012,510.514329,XAF/USD
GNQ,2013,494.046706,XAF/USD
GNQ,2014,494.413981,XAF/USD
GNQ,2015,591.449453,XAF/USD
GNQ,2016,593.01401,XAF/USD
GNQ,2017,582.029327,XAF/USD
GNQ,2018,555.700717,XAF/USD
GNQ,2019,585.958558,XAF/USD
GNQ,2020,575.586005,XAF/USD
GNQ,2021,554.530675,XAF/USD
GNQ,2022,623.759701,XAF/USD
GNQ,2023,606.56975,XAF/USD
GNQ,2024,606.345298,XAF/USD
GRC,2011,0.719207,EUR/USD
GRC,2012,0.778848,EUR/USD
GRC,2013,0.753234,EUR/USD
GRC,2014,0.753941,EUR/USD
GRC,2015,0.901896,EUR/USD
GRC,2016,0.90389,EUR/USD
GRC,2017,0.887039,EUR/USD
GRC,2018,0.847582,EUR/USD
GRC,2019,0.893409,EUR/USD
GRC,2020,0.876828,EUR/USD
GRC,2021,0.845982,EUR/USD
GRC,2022,0.951774,EUR/USD
GRC,2023,0.925053,EUR/USD
GRC,2024,0.924128,EUR/USD
GTM,2011,7.785418,GTQ/USD
GTM,2012,7.833605,GTQ/USD
GTM,2013,7.856814,GTQ/USD
GTM,2014,7.732233,GTQ/USD
GTM,2015,7.654815,GTQ/USD
GTM,2016,7.599937,GTQ/USD
GTM,2017,7.347939,GTQ/USD
GTM,2018,7.519165,GTQ/USD
GTM,2019,7.696698,GTQ/USD
GTM,2020,7.72165,GTQ/USD
GTM,2021,7.734388,GTQ/USD
GTM,2022,7.748244,GTQ/USD
GTM,2023,7.831974,GTQ/USD
GTM,2024,7.758538,GTQ/USD
GNB,2011,471.866114,XOF/USD
GNB,2012,510.527136,XOF/USD
GNB,2013,494.040037,XOF/USD
GNB,2014,494.414953,XOF/USD
GNB,2015,591.659351,XOF/USD
GNB,2016,593.07773,XOF/USD
GNB,2017,582.074858,XOF/USD
GUY,2011,204.0175,GYD/USD
GUY,2012,204.358333,GYD/USD
GUY,2013,205.394167,GYD/USD
GUY,2014,206.449167,GYD/USD
GUY,2015,206.5,GYD/USD
GUY,2016,206.5,GYD/USD
GUY,2017,206.5,GYD/USD
GUY,2018,207.716667,GYD/USD
GUY,2019,208.5,GYD/USD
GUY,2020,208.5,GYD/USD
GUY,2021,208.5,GYD/USD
GUY,2022,208.5,GYD/USD
GUY,2023,208.5,GYD/USD
GUY,2024,208.5,GYD/USD
HKG,2011,7.784891,HKD/USD
HKG,2012,7.757122,HKD/USD
HKG,2013,7.75656,HKD/USD
HKG,2014,7.754944,HKD/USD
HKG,2015,7.752421,HKD/USD
HKG,2016,7.762394,HKD/USD
HKG,2017,7.792856,HKD/USD
HKG,2018,7.837712,HKD/USD
HKG,2019,7.835344,HKD/USD
HKG,2020,7.756015,HKD/USD
HKG,2021,7.773091,HKD/USD
HKG,2022,7.830519,HKD/USD
HKG,2023,7.828782,HKD/USD
HKG,2024,7.802555,HKD/USD
HND,2011,18.917142,HNL/USD
HND,2012,19.50225,HNL/USD
HND,2013,20.353779,HNL/USD
HND,2014,20.987158,HNL/USD
HND,2015,21.945175,HNL/USD
HND,2016,22.835018,HNL/USD
HND,2017,23.487084,HNL/USD
HND,2018,23.902728,HNL/USD
HND,2019,24.508539,HNL/USD
HND,2020,24.581881,HNL/USD
HND,2021,24.016655,HNL/USD
HND,2022,24.485874,HNL/USD
HND,2023,24.601647,HNL/USD
HND,2024,24.799282,HNL/USD
HRV,2011,0.710171,EUR/USD
HRV,2012,0.777494,EUR/USD
HRV,2013,0.757602,EUR/USD
HRV,2014,0.764001,EUR/USD
HRV,2015,0.91134,EUR/USD
HRV,2016,0.903797,EUR/USD
HRV,2017,0.878654,EUR/USD
HRV,2018,0.83447,EUR/USD
HRV,2019,0.879591,EUR/USD
HRV,2020,0.877268,EUR/USD
HRV,2021,0.845268,EUR/USD
HRV,2022,0.95178,EUR/USD
HRV,2023,0.925053,EUR/USD
HRV,2024,0.924128,EUR/USD
HTI,2011,40.522822,HTG/USD
HTI,2012,41.949723,HTG/USD
HTI,2013,43.462783,HTG/USD
HTI,2014,45.215981,HTG/USD
HTI,2015,50.706427,HTG/USD
HTI,2016,63.335818,HTG/USD
HTI,2017,64.76968,HTG/USD
HTI,2018,68.031754,HTG/USD
HTI,2019,88.814966,HTG/USD
HTI,2020,93.509807,HTG/USD
HTI,2021,89.226637,HTG/USD
HTI,2022,115.630716,HTG/USD
HTI,2023,141.035913,HTG/USD
HTI,2024,131.810992,HTG/USD
HUN,2011,201.182276,HUF/USD
HUN,2012,225.256934,HUF/USD
HUN,2013,223.614054,HUF/USD
HUN,2014,232.768695,HUF/USD
HUN,2015,279.53253,HUF/USD
HUN,2016,281.505218,HUF/USD
HUN,2017,274.277214,HUF/USD
HUN,2018,270.420204,HUF/USD
HUN,2019,290.678255,HUF/USD
HUN,2020,307.820562,HUF/USD
HUN,2021,303.365747,HUF/USD
HUN,2022,373.204141,HUF/USD
HUN,2023,353.271185,HUF/USD
HUN,2024,365.37846,HUF/USD
IDN,2011,8775.591679,IDR/USD
IDN,2012,9377.96342,IDR/USD
IDN,2013,10422.339464,IDR/USD
IDN,2014,11864.430022,IDR/USD
IDN,2015,13405.435619,IDR/USD
IDN,2016,13301.229781,IDR/USD
IDN,2017,13380.652966,IDR/USD
IDN,2018,14242.187528,IDR/USD
IDN,2019,14145.226968,IDR/USD
IDN,2020,14562.643392,IDR/USD
IDN,2021,14306.986058,IDR/USD
IDN,2022,14853.914859,IDR/USD
IDN,2023,15243.688508,IDR/USD
IDN,2024,15854.853411,IDR/USD
IRL,2011,0.719207,EUR/USD
IRL,2012,0.778848,EUR/USD
IRL,2013,0.753234,EUR/USD
IRL,2014,0.753941,EUR/USD
IRL,2015,0.901896,EUR/USD
IRL,2016,0.90389,EUR/USD
IRL,2017,0.887039,EUR/USD
IRL,2018,0.847582,EUR/USD
IRL,2019,0.893409,EUR/USD
IRL,2020,0.876828,EUR/USD
IRL,2021,0.845982,EUR/USD
IRL,2022,0.951774,EUR/USD
IRL,2023,0.925053,EUR/USD
IRL,2024,0.924128,EUR/USD
ISR,2011,3.579318,ILS/USD
ISR,2012,3.857667,ILS/USD
ISR,2013,3.611067,ILS/USD
ISR,2014,3.577521,ILS/USD
ISR,2015,3.886756,ILS/USD
ISR,2016,3.839145,ILS/USD
ISR,2017,3.599328,ILS/USD
ISR,2018,3.595002,ILS/USD
ISR,2019,3.563617,ILS/USD
ISR,2020,3.44009,ILS/USD
ISR,2021,3.229499,ILS/USD
ISR,2022,3.361556,ILS/USD
ISR,2023,3.689151,ILS/USD
ISR,2024,3.701541,ILS/USD
IND,2011,46.676962,INR/USD
IND,2012,53.434264,INR/USD
IND,2013,58.638576,INR/USD
IND,2014,61.02262,INR/USD
IND,2015,64.178069,INR/USD
IND,2016,67.197565,INR/USD
IND,2017,65.128888,INR/USD
IND,2018,68.448351,INR/USD
IND,2019,70.4273,INR/USD
IND,2020,74.10833,INR/USD
IND,2021,73.944862,INR/USD
IND,2022,78.627603,INR/USD
IND,2023,82.591876,INR/USD
IND,2024,83.667889,INR/USD
IRQ,2011,1170.0,IQD/USD
IRQ,2012,1166.166667,IQD/USD
IRQ,2013,1166.0,IQD/USD
IRQ,2014,1166.0,IQD/USD
IRQ,2015,1167.333333,IQD/USD
IRQ,2016,1182.0,IQD/USD
IRQ,2017,1184.0,IQD/USD
IRQ,2018,1182.75,IQD/USD
IRQ,2019,1182.0,IQD/USD
IRQ,2020,1192.0,IQD/USD
IRQ,2021,1450.0,IQD/USD
IRQ,2022,1450.0,IQD/USD
IRQ,2023,1312.5,IQD/USD
IRQ,2024,1300.0,IQD/USD
IRN,2011,10613.774725,IRR/USD
IRN,2012,12175.075419,IRR/USD
IRN,2013,18674.519231,IRR/USD
IRN,2014,25934.448087,IRR/USD
IRN,2015,29029.572917,IRR/USD
IRN,2016,30909.118919,IRR/USD
IRN,2017,33249.166667,IRR/USD
IRN,2018,40849.934426,IRR/USD
IRN,2019,42000.0,IRR/USD
IRN,2020,42000.0,IRR/USD
IRN,2021,42000.0,IRR/USD
IRN,2022,42000.0,IRR/USD
IRN,2023,42000.0,IRR/USD
ISL,2011,116.068571,ISK/USD
ISL,2012,125.0498,ISK/USD
ISL,2013,122.230484,ISK/USD
ISL,2014,116.748427,ISK/USD
ISL,2015,131.846627,ISK/USD
ISL,2016,120.672988,ISK/USD
ISL,2017,106.7804,ISK/USD
ISL,2018,108.382369,ISK/USD
ISL,2019,122.645927,ISK/USD
ISL,2020,135.27136,ISK/USD
ISL,2021,127.046534,ISK/USD
ISL,2022,135.463825,ISK/USD
ISL,2023,138.02125,ISK/USD
ISL,2024,137.942955,ISK/USD
ITA,2011,0.719207,EUR/USD
ITA,2012,0.778848,EUR/USD
ITA,2013,0.753234,EUR/USD
ITA,2014,0.753941,EUR/USD
ITA,2015,0.901896,EUR/USD
ITA,2016,0.90389,EUR/USD
ITA,2017,0.887039,EUR/USD
ITA,2018,0.847582,EUR/USD
ITA,2019,0.893409,EUR/USD
ITA,2020,0.876828,EUR/USD
ITA,2021,0.845982,EUR/USD
ITA,2022,0.951774,EUR/USD
ITA,2023,0.925053,EUR/USD
ITA,2024,0.924128,EUR/USD
JAM,2011,85.893463,JMD/USD
JAM,2012,88.749802,JMD/USD
JAM,2013,100.397883,JMD/USD
JAM,2014,110.934528,JMD/USD
JAM,2015,116.969777,JMD/USD
JAM,2016,125.095035,JMD/USD
JAM,2017,127.964544,JMD/USD
JAM,2018,128.871519,JMD/USD
JAM,2019,133.312118,JMD/USD
JAM,2020,142.402833,JMD/USD
JAM,2021,150.790106,JMD/USD
JAM,2022,153.426816,JMD/USD
JAM,2023,154.158779,JMD/USD
JAM,2024,156.43954,JMD/USD
JOR,2011,0.71,JOD/USD
JOR,2012,0.71,JOD/USD
JOR,2013,0.71,JOD/USD
JOR,2014,0.71,JOD/USD
JOR,2015,0.71,JOD/USD
JOR,2016,0.71,JOD/USD
JOR,2017,0.71,JOD/USD
JOR,2018,0.71,JOD/USD
JOR,2019,0.71,JOD/USD
JOR,2020,0.71,JOD/USD
JOR,2021,0.71,JOD/USD
JOR,2022,0.71,JOD/USD
JOR,2023,0.71,JOD/USD
JOR,2024,0.71,JOD/USD
JPN,2011,79.701694,JPY/USD
JPN,2012,79.75303,JPY/USD
JPN,2013,97.617765,JPY/USD
JPN,2014,105.81779,JPY/USD
JPN,2015,121.079599,JPY/USD
JPN,2016,108.654779,JPY/USD
JPN,2017,112.194306,JPY/USD
JPN,2018,110.473675,JPY/USD
JPN,2019,108.977442,JPY/USD
JPN,2020,106.74129,JPY/USD
JPN,2021,109.870103,JPY/USD
JPN,2022,131.550161,JPY/USD
JPN,2023,140.588412,JPY/USD
JPN,2024,151.431028,JPY/USD
KEN,2011,88.81077,KES/USD
KEN,2012,84.529602,KES/USD
KEN,2013,86.122879,KES/USD
KEN,2014,87.922164,KES/USD
KEN,2015,98.178453,KES/USD
KEN,2016,101.504369,KES/USD
KEN,2017,103.410005,KES/USD
KEN,2018,101.301574,KES/USD
KEN,2019,101.991298,KES/USD
KEN,2020,106.45078,KES/USD
KEN,2021,109.637747,KES/USD
KEN,2022,117.865989,KES/USD
KEN,2023,139.846384,KES/USD
KEN,2024,134.822483,KES/USD
KGZ,2011,46.143901,KGS/USD
KGZ,2012,47.004479,KGS/USD
KGZ,2013,48.438059,KGS/USD
KGZ,2014,53.654058,KGS/USD
KGZ,2015,64.462108,KGS/USD
KGZ,2016,69.914066,KGS/USD
KGZ,2017,68.866668,KGS/USD
KGZ,2018,68.84032,KGS/USD
KGZ,2019,69.789349,KGS/USD
KGZ,2020,77.346113,KGS/USD
KGZ,2021,84.640822,KGS/USD
KGZ,2022,84.116223,KGS/USD
KGZ,2023,87.856126,KGS/USD
KGZ,2024,87.150313,KGS/USD
KHM,2011,4058.5,KHR/USD
KHM,2012,4033.0,KHR/USD
KHM,2013,4027.25,KHR/USD
KHM,2014,4037.5,KHR/USD
KHM,2015,4067.75,KHR/USD
KHM,2016,4058.694579,KHR/USD
KHM,2017,4050.579986,KHR/USD
KHM,2018,4051.1669,KHR/USD
KHM,2019,4061.148963,KHR/USD
KHM,2020,4092.783219,KHR/USD
KHM,2021,4098.722795,KHR/USD
KHM,2022,4102.037865,KHR/USD
KHM,2023,4110.652746,KHR/USD
KHM,2024,4072.397239,KHR/USD
KIR,2011,0.969463,AUD/USD
KIR,2012,0.965801,AUD/USD
KIR,2013,1.035843,AUD/USD
KIR,2014,1.109363,AUD/USD
KIR,2015,1.33109,AUD/USD
KIR,2016,1.345214,AUD/USD
KIR,2017,1.304758,AUD/USD
KIR,2018,1.338412,AUD/USD
KIR,2019,1.438507,AUD/USD
KIR,2020,1.453085,AUD/USD
KIR,2021,1.331224,AUD/USD
KIR,2022,1.441664,AUD/USD
KIR,2023,1.505191,AUD/USD
KIR,2024,1.515358,AUD/USD
COM,2011,353.823325,KMF/USD
COM,2012,382.885747,KMF/USD
COM,2013,370.535029,KMF/USD
COM,2014,370.810486,KMF/USD
COM,2015,443.58709,KMF/USD
COM,2016,444.760508,KMF/USD
COM,2017,436.521995,KMF/USD
COM,2018,416.775538,KMF/USD
COM,2019,439.468919,KMF/USD
COM,2020,431.689503,KMF/USD
COM,2021,415.898006,KMF/USD
COM,2022,467.819776,KMF/USD
COM,2023,454.927313,KMF/USD
COM,2024,454.758973,KMF/USD
KNA,2011,2.7,XCD/USD
KNA,2012,2.7,XCD/USD
KNA,2013,2.7,XCD/USD
KNA,2014,2.7,XCD/USD
KNA,2015,2.7,XCD/USD
KNA,2016,2.7,XCD/USD
KNA,2017,2.7,XCD/USD
KNA,2018,2.7,XCD/USD
KNA,2019,2.7,XCD/USD
KNA,2020,2.7,XCD/USD
KNA,2021,2.7,XCD/USD
KNA,2022,2.7,XCD/USD
KNA,2023,2.7,XCD/USD
KNA,2024,2.7,XCD/USD
KOR,2011,1108.133676,KRW/USD
KOR,2012,1127.089744,KRW/USD
KOR,2013,1095.113793,KRW/USD
KOR,2014,1053.047067,KRW/USD
KOR,2015,1132.720611,KRW/USD
KOR,2016,1160.496416,KRW/USD
KOR,2017,1130.818294,KRW/USD
KOR,2018,1100.726341,KRW/USD
KOR,2019,1166.277471,KRW/USD
KOR,2020,1179.35719,KRW/USD
KOR,2021,1145.505436,KRW/USD
KOR,2022,1292.982243,KRW/USD
KOR,2023,1306.851205,KRW/USD
KOR,2024,1363.528348,KRW/USD
KWT,2011,0.275988,KWD/USD
KWT,2012,0.279931,KWD/USD
KWT,2013,0.283649,KWD/USD
KWT,2014,0.284699,KWD/USD
KWT,2015,0.301016,KWD/USD
KWT,2016,0.30214,KWD/USD
KWT,2017,0.303348,KWD/USD
KWT,2018,0.301888,KWD/USD
KWT,2019,0.303625,KWD/USD
KWT,2020,0.306295,KWD/USD
KWT,2021,0.30164,KWD/USD
KWT,2022,0.306294,KWD/USD
KWT,2023,0.307178,KWD/USD
KWT,2024,0.306646,KWD/USD
CYM,2011,0.833333,KYD/USD
CYM,2012,0.833333,KYD/USD
CYM,2013,0.833333,KYD/USD
CYM,2014,0.833333,KYD/USD
CYM,2015,0.833333,KYD/USD
CYM,2016,0.833333,KYD/USD
CYM,2017,0.833333,KYD/USD
CYM,2018,0.833333,KYD/USD
CYM,2019,0.833333,KYD/USD
CYM,2020,0.833333,KYD/USD
CYM,2021,0.833333,KYD/USD
CYM,2022,0.833333,KYD/USD
CYM,2023,0.833333,KYD/USD
CYM,2024,0.833333,KYD/USD
KAZ,2011,146.61814,KZT/USD
KAZ,2012,149.074752,KZT/USD
KAZ,2013,152.135983,KZT/USD
KAZ,2014,179.304897,KZT/USD
KAZ,2015,220.528025,KZT/USD
KAZ,2016,341.905714,KZT/USD
KAZ,2017,326.022236,KZT/USD
KAZ,2018,344.895781,KZT/USD
KAZ,2019,382.680644,KZT/USD
KAZ,2020,412.953333,KZT/USD
KAZ,2021,425.9075,KZT/USD
KAZ,2022,460.165,KZT/USD
KAZ,2023,456.165,KZT/USD
KAZ,2024,468.9625,KZT/USD
LAO,2011,8029.262555,LAK/USD
LAO,2012,8006.582032,LAK/USD
LAO,2013,7833.22999,LAK/USD
LAO,2014,8042.42157,LAK/USD
LAO,2015,8127.610598,LAK/USD
LAO,2016,8124.366756,LAK/USD
LAO,2017,8244.843189,LAK/USD
LAO,2018,8401.334766,LAK/USD
LAO,2019,8679.409093,LAK/USD
LAO,2020,9045.787834,LAK/USD
LAO,2021,9697.915789,LAK/USD
LAO,2022,14035.226693,LAK/USD
LAO,2023,17688.873591,LAK/USD
LAO,2024,20167.33138,LAK/USD
LBN,2011,1507.5,LBP/USD
LBN,2012,1507.5,LBP/USD
LBN,2013,1507.5,LBP/USD
LBN,2014,1507.5,LBP/USD
LBN,2015,1507.5,LBP/USD
LBN,2016,1507.5,LBP/USD
LBN,2017,1507.5,LBP/USD
LBN,2018,1507.5,LBP/USD
LBN,2019,1507.5,LBP/USD
LBN,2020,1507.5,LBP/USD
LBN,2021,1507.5,LBP/USD
LBN,2022,1507.5,LBP/USD
LBN,2023,13875.625,LBP/USD
LBN,2024,89500.0,LBP/USD
LCA,2011,2.7,XCD/USD
LCA,2012,2.7,XCD/USD
LCA,2013,2.7,XCD/USD
LCA,2014,2.7,XCD/USD
LCA,2015,2.7,XCD/USD
LCA,2016,2.7,XCD/USD
LCA,2017,2.7,XCD/USD
LCA,2018,2.7,XCD/USD
LCA,2019,2.7,XCD/USD
LCA,2020,2.7,XCD/USD
LCA,2021,2.7,XCD/USD
LCA,2022,2.7,XCD/USD
LCA,2023,2.7,XCD/USD
LCA,2024,2.7,XCD/USD
LKA,2011,110.469363,LKR/USD
LKA,2012,127.539363,LKR/USD
LKA,2013,129.045817,LKR/USD
LKA,2014,130.53632,LKR/USD
LKA,2015,135.869482,LKR/USD
LKA,2016,145.734661,LKR/USD
LKA,2017,152.434618,LKR/USD
LKA,2018,162.253373,LKR/USD
LKA,2019,178.513655,LKR/USD
LKA,2020,185.33192,LKR/USD
LKA,2021,197.896345,LKR/USD
LKA,2022,321.52612,LKR/USD
LKA,2023,326.629719,LKR/USD
LKA,2024,301.71032,LKR/USD
LBR,2011,72.226667,LRD/USD
LBR,2012,73.514772,LRD/USD
LBR,2013,77.52,LRD/USD
LBR,2014,83.8925,LRD/USD
LBR,2015,86.188367,LRD/USD
LBR,2016,94.427244,LRD/USD
LBR,2017,112.706667,LRD/USD
LBR,2018,144.055576,LRD/USD
LBR,2019,186.429745,LRD/USD
LBR,2020,191.517958,LRD/USD
LBR,2021,166.153701,LRD/USD
LBR,2022,152.933757,LRD/USD
LBR,2023,174.955983,LRD/USD
LSO,2011,7.261132,LSL/USD
LSO,2012,8.209969,LSL/USD
LSO,2013,9.655056,LSL/USD
LSO,2014,10.852656,LSL/USD
LSO,2015,12.758931,LSL/USD
LSO,2016,14.709611,LSL/USD
LSO,2017,13.323801,LSL/USD
LSO,2018,13.233926,LSL/USD
LSO,2019,14.448427,LSL/USD
LSO,2020,16.459105,LSL/USD
LSO,2021,14.778678,LSL/USD
LSO,2022,16.355853,LSL/USD
LSO,2023,18.450244,LSL/USD
LSO,2024,18.328658,LSL/USD
LTU,2011,0.719207,EUR/USD
LTU,2012,0.778848,EUR/USD
LTU,2013,0.753234,EUR/USD
LTU,2014,0.753941,EUR/USD
LTU,2015,0.901896,EUR/USD
LTU,2016,0.90389,EUR/USD
LTU,2017,0.887039,EUR/USD
LTU,2018,0.847582,EUR/USD
LTU,2019,0.893409,EUR/USD
LTU,2020,0.876828,EUR/USD
LTU,2021,0.845982,EUR/USD
LTU,2022,0.951774,EUR/USD
LTU,2023,0.925053,EUR/USD
LTU,2024,0.924128,EUR/USD
LUX,2011,0.719207,EUR/USD
LUX,2012,0.778848,EUR/USD
LUX,2013,0.753234,EUR/USD
LUX,2014,0.753941,EUR/USD
LUX,2015,0.901896,EUR/USD
LUX,2016,0.90389,EUR/USD
LUX,2017,0.887039,EUR/USD
LUX,2018,0.847582,EUR/USD
LUX,2019,0.893409,EUR/USD
LUX,2020,0.876828,EUR/USD
LUX,2021,0.845982,EUR/USD
LUX,2022,0.951774,EUR/USD
LUX,2023,0.925053,EUR/USD
LUX,2024,0.924128,EUR/USD
LVA,2011,0.72266,EUR/USD
LVA,2012,0.772697,EUR/USD
LVA,2013,0.751785,EUR/USD
LVA,2014,0.753941,EUR/USD
LVA,2015,0.901896,EUR/USD
LVA,2016,0.90389,EUR/USD
LVA,2017,0.887039,EUR/USD
LVA,2018,0.847582,EUR/USD
LVA,2019,0.893409,EUR/USD
LVA,2020,0.876828,EUR/USD
LVA,2021,0.845982,EUR/USD
LVA,2022,0.951774,EUR/USD
LVA,2023,0.925053,EUR/USD
LVA,2024,0.924128,EUR/USD
LBY,2011,1.224152,LYD/USD
LBY,2012,1.26166,LYD/USD
LBY,2013,1.271692,LYD/USD
LBY,2014,1.272402,LYD/USD
LBY,2015,1.38121,LYD/USD
LBY,2016,1.390369,LYD/USD
LBY,2017,1.39382,LYD/USD
LBY,2018,1.364967,LYD/USD
LBY,2019,1.398263,LYD/USD
LBY,2020,1.388667,LYD/USD
LBY,2021,4.514425,LYD/USD
LBY,2022,4.813175,LYD/USD
LBY,2023,4.812883,LYD/USD
LBY,2024,4.832208,LYD/USD
MAR,2011,8.101658,MAD/USD
MAR,2012,8.642378,MAD/USD
MAR,2013,8.414899,MAD/USD
MAR,2014,8.421949,MAD/USD
MAR,2015,9.758651,MAD/USD
MAR,2016,9.809507,MAD/USD
MAR,2017,9.706128,MAD/USD
MAR,2018,9.384069,MAD/USD
MAR,2019,9.616844,MAD/USD
MAR,2020,9.492891,MAD/USD
MAR,2021,8.988618,MAD/USD
MAR,2022,10.160586,MAD/USD
MAR,2023,10.131007,MAD/USD
MAR,2024,9.942359,MAD/USD
