activitytype_from,flowobject_from,activitytype_to,flowobject_to,classification_from,classification_to,accounttype,comment,skos_uri
ai_051_1,fi_11010_1,01,0110,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_051_2,fi_11010_3,01,0121,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_051_3,fi_11010_2,01,0129,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_052_2,fi_11030_2,01,0210,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_052_1,fi_11030_1,01,0220,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1910,fi_33100,01,0311,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1910_3,fi_33429_2,01,0312,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_051_4,fi_11020,01,0320,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1910_3,fi_33429_1,01,0350,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_3520_2,fi_17200_3,01,0360,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_2410_1,fi_17200_1,01,0371,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_2410_2,fi_17200_2,01,0379,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_0892,fi_11050,01,1100,bonsai_v2_0,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_0892,fi_11050,01,1200,bonsai_v2_0,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_0610_1,fi_12010,01,2000,bonsai_v2_0,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920_6,fi_12020,01,3000,bonsai_v2_0,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_0610_1,fi_12010,01,4100,bonsai_v2_0,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920_6,fi_12020,01,4200,bonsai_v2_0,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920_14,fi_33370_1,01,4300,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_2029_01,fi_35430,01,4400,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_2011_07_01,fi_17200_5,01,4500,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_16,fi_33429_4,01,4610,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_17,fi_33429_5,01,4620,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_4,fi_33429_3,01,4630,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_12,fi_33330,01,4640,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_11,fi_3331_2,01,4651,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_10,fi_3331_1,01,4652,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_8,fi_33320,01,4653,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_9,fi_3334_1,01,4661,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_12,fi_3334_2,01,4669,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_14,fi_33360,01,4670,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_15,fi_33370_2,01,4680,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_13,fi_33350,01,4691,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_5,fi_33380,01,4692,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_19,fi_33500_3,01,4693,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_19,fi_33500_2,01,4694,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_18,fi_33500_1,01,4695,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_0220_1,fi_0313,01,5110,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1072,fi_3914,01,5120,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_0220_2,fi_34510,01,5160,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_2,fi_3331_3,01,5210,bonsai_v2_0,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920_2,fi_3331_3,01,5212,bonsai_v2_0,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920_1,fi_35491,01,5220,bonsai_v2_0,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920_1,fi_35491,01,5222,bonsai_v2_0,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920_1,fi_35491,01,5230,bonsai_v2_0,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920_1,fi_35491,01,5232,bonsai_v2_0,undata_energy_stats,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920_7,fi_35491_1,01,5290,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_3520_3,fi_17200_4,01,5300,bonsai_v2_0,undata_energy_stats,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
at_3821_85,fi_39910_2,01,6200,bonsai_v2_0,undata_energy_stats,supply,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
